orthogroup	PDN
MZ22526624	0.6139899999999999
MZ22526627	2.43148
MZ22526628	0.09541000000000001
MZ22526630	0.43068999999999996
MZ22526631	0.42555
MZ22526633	0.16726
MZ22526634	0.14719000000000002
MZ22526635	0.27871999999999997
MZ22526636	0.26718000000000003
MZ22526637	0.38644
MZ22526638	0.71573
MZ22526639	0.29504
MZ22526640	0.32914
MZ22526641	0.71582
MZ22526642	0.3598
MZ22526643	0.0069900000000000006
MZ22526644	0.07015
MZ22526647	0.32459
MZ22526649	0.91609
MZ22526650	1.0686799999999999
MZ22526651	1.10735
MZ22526652	0.2203
MZ22526653	0.29420999999999997
MZ22526654	0.50656
MZ22526656	0.32958000000000004
MZ22526657	0.17661
MZ22526658	0.49417
MZ22526659	1.29839
MZ22526660	0.20513
MZ22526661	0.5172
MZ22526662	0.00016999999999999999
MZ22526665	0.27207
MZ22526666	0.13853
MZ22526667	0.7552800000000001
MZ22526668	0.017759999999999998
MZ22526669	0.17197
MZ22526670	0.1609
MZ22526672	1.01373
MZ22526673	0.6853600000000001
MZ22526674	0.8079
MZ22526675	0.34484000000000004
MZ22526676	0.34118000000000004
MZ22526677	0.6097199999999999
MZ22526678	0.42613
MZ22526680	0.0061
MZ22526682	0.03684
MZ22526684	0.53485
MZ22526686	0.6995399999999999
MZ22526687	0.56084
MZ22526688	3.48492
MZ22526689	0.47121999999999997
MZ22526690	0.04218
MZ22526696	0.68582
MZ22526697	0.07937999999999999
MZ22526701	0.19793
MZ22526704	1.13126
MZ22526705	0.0226
MZ22526707	0.059079999999999994
MZ22526708	1.08866
MZ22526709	0.89595
MZ22526710	0.50092
MZ22526711	0.033819999999999996
MZ22526712	0.054279999999999995
MZ22526713	1.0713
MZ22526714	0.74447
MZ22526715	0.0597
MZ22526716	0.81953
MZ22526717	5.02018
MZ22526718	0.49843000000000004
MZ22526719	1.19519
MZ22526721	0.25606999999999996
MZ22526722	0.71612
MZ22526724	0.66109
MZ22526725	0.39108000000000004
MZ22526726	0.04069
MZ22526727	0.29508
MZ22526728	0.19382
MZ22526730	0.26865
MZ22526731	1.6860099999999998
MZ22526732	0.17248
MZ22526733	0.92076
MZ22526734	10.29996
MZ22526735	6.34168
MZ22526736	0.30107
MZ22526737	0.4102
MZ22526738	0.26104
MZ22526739	0.63781
MZ22526740	0.21384
MZ22526741	0.41288
MZ22526742	0.11742000000000001
MZ22526744	0.20728000000000002
MZ22526745	0.22588000000000003
MZ22526748	0.16651
MZ22526750	0.35065999999999997
MZ22526751	0.59292
MZ22526752	0.48183000000000004
MZ22526753	0.76905
MZ22526754	0.19302
MZ22526755	0.33799999999999997
MZ22526757	0.00047000000000000004
MZ22526758	1.04586
MZ22526759	0.1033
MZ22526762	0.77063
MZ22526763	1.15467
MZ22526765	0.69912
MZ22526766	0.75941
MZ22526767	1.30635
MZ22526770	0.50048
MZ22526771	0.5909800000000001
MZ22526772	1.45726
MZ22526773	0.0127
MZ22526774	0.28137
MZ22526775	0.79778
MZ22526776	0.00742
MZ22526777	0.39969
MZ22526780	0.39908000000000005
MZ22526781	0.08485
MZ22526782	0.7969
MZ22526783	0.8329200000000001
MZ22526784	0.8651399999999999
MZ22526785	3.8602199999999995
MZ22526787	0.49703
MZ22526788	1.5447899999999999
MZ22526789	0.5746
MZ22526790	0.55792
MZ22526793	0.60534
MZ22526794	0.49211000000000005
MZ22526795	0.35552
MZ22526796	1.21468
MZ22526797	0.43051999999999996
MZ22526798	0.5718300000000001
MZ22526799	1.87251
MZ22526800	0.53881
MZ22526801	0.8172
MZ22526802	0.80507
MZ22526803	0.73929
MZ22526804	0.0138
MZ22526806	0.77549
MZ22526807	0.75764
MZ22526808	0.11499000000000001
MZ22526809	0.8013899999999999
MZ22526810	0.1739
MZ22526811	0.6326
MZ22526812	0.76105
MZ22526813	0.39354
MZ22526814	0.30578
MZ22526815	0.61749
MZ22526816	0.51278
MZ22526818	0.06427999999999999
MZ22526820	0.617
MZ22526821	0.9397200000000001
MZ22526822	0.24681
MZ22526824	0.17799
MZ22526826	0.3332
MZ22526827	0.030660000000000003
MZ22526828	0.21038
MZ22526830	1.36958
MZ22526832	0.39865
MZ22526835	1.46481
MZ22526837	0.52967
MZ22526838	0.45829
MZ22526840	0.18107
MZ22526841	0.29347
MZ22526842	0.27946
MZ22526843	0.93642
MZ22526844	0.25648000000000004
MZ22526845	0.65794
MZ22526846	0.22866
MZ22526847	0.011290000000000001
MZ22526850	3.21017
MZ22526851	0.5706899999999999
MZ22526852	0.19139
MZ22526853	2.9999999999999997e-05
MZ22526855	0.1564
MZ22526856	0.20838
MZ22526857	0.30243000000000003
MZ22526858	0.21606999999999998
MZ22526859	0.30117
MZ22526860	0.06462000000000001
MZ22526861	0.85308
MZ22526862	0.5708
MZ22526863	0.10436
MZ22526864	0.31774
MZ22526866	0.7532399999999999
MZ22526867	0.9467
MZ22526868	0.24964
MZ22526869	0.08043
MZ22526870	0.0787
MZ22526871	0.04875
MZ22526872	0.28181
MZ22526874	0.5311899999999999
MZ22526875	0.50846
MZ22526876	0.52013
MZ22526877	0.36604000000000003
MZ22526878	0.44555
MZ22526879	0.43951999999999997
MZ22526880	0.42158999999999996
MZ22526881	0.36526
MZ22526882	0.65696
MZ22526883	0.8385799999999999
MZ22526884	0.11685
MZ22526885	1.11733
MZ22526886	1.8364599999999998
MZ22526887	0.15127000000000002
MZ22526888	0.36063
MZ22526889	0.84809
MZ22526890	0.3294
MZ22526891	0.15646
MZ22526893	1.10002
MZ22526894	0.73101
MZ22526895	0.68174
MZ22526896	0.02408
MZ22526897	0.42722
MZ22526898	0.30371
MZ22526899	0.10752
MZ22526902	0.30513
MZ22526903	1.2516
MZ22526904	0.42101000000000005
MZ22526906	0.1107
MZ22526907	1.1938799999999998
MZ22526908	0.40686
MZ22526909	0.21245
MZ22526910	0.01805
MZ22526912	0.92725
MZ22526913	0.27124000000000004
MZ22526914	1.43126
MZ22526915	0.61911
MZ22526916	0.81552
MZ22526918	0.68953
MZ22526921	0.35851
MZ22526922	0.8238700000000001
MZ22526923	0.36882
MZ22526924	0.036969999999999996
MZ22526925	0.06309
MZ22526927	0.030989999999999997
MZ22526928	0.16047999999999998
MZ22526929	0.29227
MZ22526930	0.46742
MZ22526931	0.21666999999999997
MZ22526932	0.50861
MZ22526933	0.4904
MZ22526934	0.27268000000000003
MZ22526935	0.23476999999999998
MZ22526936	0.15853
MZ22526937	0.26821999999999996
MZ22526939	1.00546
MZ22526941	0.17322
MZ22526942	0.41134
MZ22526943	1.25397
MZ22526944	0.87656
MZ22526945	0.24014000000000002
MZ22526947	1.8697099999999998
MZ22526948	1.87598
MZ22526949	2.2206900000000003
MZ22526951	0.3369
MZ22526952	0.22053000000000003
MZ22526953	0.71909
MZ22526954	0.04158
MZ22526956	0.25559
MZ22526957	0.29769
MZ22526958	0.81905
MZ22526962	0.02159
MZ22526963	0.37149
MZ22526965	1.43026
MZ22526966	0.31059000000000003
MZ22526967	0.34999
MZ22526968	2.47099
MZ22526969	0.38395999999999997
MZ22526970	1.39859
MZ22526971	0.11350999999999999
MZ22526972	0.15946
MZ22526973	0.69214
MZ22526975	0.36021
MZ22526976	0.41615
MZ22526977	0.23325
MZ22526978	0.52623
MZ22526979	0.5637800000000001
MZ22526980	0.23026
MZ22526982	0.3079
MZ22526983	0.16768
MZ22526984	0.81379
MZ22526985	0.16355999999999998
MZ22526986	1.02745
MZ22526987	0.025330000000000002
MZ22526988	0.41973
MZ22526989	0.33632
MZ22526991	0.5027
MZ22526992	0.77749
MZ22526993	0.43258
MZ22526994	0.768
MZ22526996	8e-05
MZ22526997	0.57284
MZ22526999	0.9638200000000001
MZ22527000	0.67566
MZ22527001	0.54916
MZ22527002	0.332
MZ22527004	0.33355999999999997
MZ22527005	0.53975
MZ22527006	0.5284800000000001
MZ22527007	0.26816
MZ22527008	0.19022999999999998
MZ22527010	0.3782
MZ22527011	0.17954
MZ22527012	1.1760899999999999
MZ22527013	1.42585
MZ22527014	0.89875
MZ22527015	0.4879
MZ22527016	0.17209000000000002
MZ22527017	0.20588
MZ22527018	0.5415399999999999
MZ22527019	0.34569
MZ22527020	0.11727
MZ22527021	1.01775
MZ22527022	0.46535
MZ22527023	2.56197
MZ22527025	0.8409200000000001
MZ22527027	0.36646
MZ22527028	0.93991
MZ22527029	0.2594
MZ22527030	1.11385
MZ22527032	0.38542
MZ22527034	0.03292
MZ22527036	1.4447
MZ22527037	0.57514
MZ22527038	0.67847
MZ22527039	1.02366
MZ22527040	0.78308
MZ22527041	0.14833
MZ22527042	0.1083
MZ22527044	0.57505
MZ22527045	0.14232999999999998
MZ22527048	1.08523
MZ22527049	0.15905999999999998
MZ22527050	0.49168999999999996
MZ22527051	0.67594
MZ22527052	0.18844
MZ22527053	0.7812100000000001
MZ22527054	0.3218
MZ22527056	0.38949
MZ22527057	0.57399
MZ22527058	0.23276
MZ22527059	0.13205999999999998
MZ22527060	0.72185
MZ22527063	0.7122
MZ22527064	0.40718000000000004
MZ22527065	0.16715
MZ22527067	0.41698
MZ22527068	0.46029
MZ22527069	0.35891999999999996
MZ22527070	0.061439999999999995
MZ22527071	0.15019000000000002
MZ22527072	0.25753000000000004
MZ22527073	0.63959
MZ22527074	0.38087
MZ22527075	0.49568999999999996
MZ22527076	0.26539
MZ22527077	0.43673999999999996
MZ22527079	0.6029399999999999
MZ22527081	0.12153
MZ22527082	0.13629000000000002
MZ22527083	0.37725
MZ22527084	0.98465
MZ22527086	0.29024
MZ22527087	1.30798
MZ22527088	0.24535
MZ22527089	0.25551
MZ22527091	0.64215
MZ22527092	0.41508999999999996
MZ22527093	0.38506
MZ22527094	0.44473999999999997
MZ22527095	0.7399399999999999
MZ22527096	0.65064
MZ22527097	0.05001
MZ22527099	0.8889600000000001
MZ22527100	0.31478
MZ22527101	0.46665
MZ22527102	0.54504
MZ22527103	0.70494
MZ22527104	0.75148
MZ22527105	0.24541999999999997
MZ22527106	0.33409
MZ22527107	0.24763000000000002
MZ22527108	0.46235
MZ22527109	0.0552
MZ22527111	1.06332
MZ22527112	0.05704
MZ22527114	0.20574
MZ22527116	0.28820999999999997
MZ22527117	0.88265
MZ22527119	0.613
MZ22527121	0.04872
MZ22527123	0.2573
MZ22527124	0.30475
MZ22527125	4.54411
MZ22527128	0.44853000000000004
MZ22527129	0.96436
MZ22527130	0.04595
MZ22527131	0.59012
MZ22527132	1.17729
MZ22527133	0.26534
MZ22527134	0.23368000000000003
MZ22527135	0.69514
MZ22527136	0.43665
MZ22527137	0.14372000000000001
MZ22527139	1.08744
MZ22527141	0.16564
MZ22527142	1.24159
MZ22527144	0.53677
MZ22527145	0.19937
MZ22527146	0.58306
MZ22527147	0.69762
MZ22527148	0.84609
MZ22527149	0.42444
MZ22527150	0.96906
MZ22527152	0.4629
MZ22527153	0.70906
MZ22527154	0.51735
MZ22527155	0.28381999999999996
MZ22527156	0.7673800000000001
MZ22527160	0.40706
MZ22527161	0.33299
MZ22527163	0.17019
MZ22527164	0.74875
MZ22527165	0.44543999999999995
MZ22527166	0.75452
MZ22527167	1.06164
MZ22527169	0.33505
MZ22527172	0.7510100000000001
MZ22527173	0.8594200000000001
MZ22527174	0.14778
MZ22527176	0.06283
MZ22527177	0.64103
MZ22527178	0.44408000000000003
MZ22527179	0.90196
MZ22527180	0.63188
MZ22527181	0.15604
MZ22527182	0.55672
MZ22527183	0.46988
MZ22527185	0.55483
MZ22527186	0.29543
MZ22527187	0.53593
MZ22527188	0.83901
MZ22527190	1.14165
MZ22527191	6.5578
MZ22527193	0.48518999999999995
MZ22527194	0.09654
MZ22527195	0.09502000000000001
MZ22527197	0.38218
MZ22527198	0.31778
MZ22527199	0.46886000000000005
MZ22527200	0.92256
MZ22527201	0.0072
MZ22527202	0.044719999999999996
MZ22527203	0.53859
MZ22527204	1.1040299999999998
MZ22527205	0.52054
MZ22527206	0.56895
MZ22527207	4.43163
MZ22527208	0.22891999999999998
MZ22527211	0.22455
MZ22527212	0.18433
MZ22527214	0.9632799999999999
MZ22527215	0.19343
MZ22527216	0.1148
MZ22527217	1.47801
MZ22527219	0.10884
MZ22527220	1.0033100000000001
MZ22527221	1.60199
MZ22527222	0.1807
MZ22527223	0.12508
MZ22527224	2.36052
MZ22527227	1.9674599999999998
MZ22527228	0.23212
MZ22527230	0.02545
MZ22527231	0.45538999999999996
MZ22527232	0.39876999999999996
MZ22527233	0.0445
MZ22527235	0.44327
MZ22527236	1.5365799999999998
MZ22527237	0.95704
MZ22527238	1.63726
MZ22527239	0.54351
MZ22527240	0.72022
MZ22527241	0.33488
MZ22527242	0.5009899999999999
MZ22527243	0.45577
MZ22527244	2.29862
MZ22527245	0.43083
MZ22527246	0.84139
MZ22527247	0.25604
MZ22527249	0.38843
MZ22527250	0.8376299999999999
MZ22527251	0.51503
MZ22527252	0.81343
MZ22527253	0.55132
MZ22527254	0.79002
MZ22527255	0.05317
MZ22527256	0.35665
MZ22527258	0.21175
MZ22527259	0.26592
MZ22527260	0.8776299999999999
MZ22527262	0.32638
MZ22527263	0.16108
MZ22527264	0.08872999999999999
MZ22527266	0.35414
MZ22527267	0.0517
MZ22527268	0.27412
MZ22527269	0.66689
MZ22527270	0.7641
MZ22527271	0.15989
MZ22527272	0.8568399999999999
MZ22527273	1.43139
MZ22527275	0.7614
MZ22527276	0.26953
MZ22527277	0.85569
MZ22527278	0.94447
MZ22527279	0.55557
MZ22527282	0.39965
MZ22527283	0.38455
MZ22527284	0.35618
MZ22527286	0.94642
MZ22527289	1.5300200000000002
MZ22527291	0.08891
MZ22527292	0.19913
MZ22527293	0.50026
MZ22527294	0.28169
MZ22527295	0.09076000000000001
MZ22527296	0.44173
MZ22527298	0.02409
MZ22527299	0.51531
MZ22527300	1.05685
MZ22527301	0.82847
MZ22527302	2.84246
MZ22527303	0.38195
MZ22527306	0.48817
MZ22527307	0.31832
MZ22527308	0.15737
MZ22527309	0.18067
MZ22527310	0.43076000000000003
MZ22527312	0.86436
MZ22527313	0.15186
MZ22527315	0.10355
MZ22527316	0.62646
MZ22527317	1.13998
MZ22527318	0.07954
MZ22527320	0.6409699999999999
MZ22527321	0.53233
MZ22527322	0.49022
MZ22527323	0.4898
MZ22527324	0.96378
MZ22527325	0.8447100000000001
MZ22527326	0.01595
MZ22527328	0.05501
MZ22527329	0.15247
MZ22527330	0.62533
MZ22527332	0.9699200000000001
MZ22527334	0.46738
MZ22527337	0.20703000000000002
MZ22527338	0.40696
MZ22527339	0.008329999999999999
MZ22527340	1.2122600000000001
MZ22527341	0.39514
MZ22527342	0.66318
MZ22527343	0.5765
MZ22527344	1.06745
MZ22527345	0.55297
MZ22527346	0.53508
MZ22527347	0.0507
MZ22527349	0.96193
MZ22527350	0.37701
MZ22527351	0.35841999999999996
MZ22527353	0.18161
MZ22527354	0.49722
MZ22527355	0.24320999999999998
MZ22527356	0.34115
MZ22527357	1.5803399999999999
MZ22527358	0.44459
MZ22527359	0.82809
MZ22527361	0.19651
MZ22527362	0.68402
MZ22527363	0.14102
MZ22527364	0.06931
MZ22527365	0.71836
MZ22527366	1.15382
MZ22527367	5.04553
MZ22527368	0.06742999999999999
MZ22527369	1.57159
MZ22527371	1.06598
MZ22527373	1.34132
MZ22527374	0.57894
MZ22527375	1.07332
MZ22527376	0.82891
MZ22527377	0.06504
MZ22527378	0.27398
MZ22527379	0.81853
MZ22527380	0.62758
MZ22527381	0.67281
MZ22527382	0.9047200000000001
MZ22527383	0.6501
MZ22527384	0.3518
MZ22527385	1.28964
MZ22527386	0.5666899999999999
MZ22527387	0.51982
MZ22527389	0.29765
MZ22527391	0.12924000000000002
MZ22527392	0.62039
MZ22527393	2.83984
MZ22527394	0.82325
MZ22527395	1.8349900000000001
MZ22527396	0.8670200000000001
MZ22527397	0.67625
MZ22527398	0.09733
MZ22527399	1.03762
MZ22527400	0.51758
MZ22527401	0.47772
MZ22527402	0.05552000000000001
MZ22527403	0.01942
MZ22527404	0.031160000000000004
MZ22527405	0.0414
MZ22527406	0.25405
MZ22527407	0.8545799999999999
MZ22527409	1.29956
MZ22527410	0.08607999999999999
MZ22527411	1.09802
MZ22527412	0.72587
MZ22527413	1.4080000000000001
MZ22527414	0.4993
MZ22527415	0.6067899999999999
MZ22527417	0.50718
MZ22527418	0.30559000000000003
MZ22527419	0.40718000000000004
MZ22527422	2.0478400000000003
MZ22527423	1.13303
MZ22527424	1.61732
MZ22527425	1.14955
MZ22527426	0.64035
MZ22527427	0.5848399999999999
MZ22527428	0.243
MZ22527429	0.7206600000000001
MZ22527430	0.60301
MZ22527431	1.0681
MZ22527432	0.69486
MZ22527433	0.5170899999999999
MZ22527435	1.03225
MZ22527436	0.16317
MZ22527437	0.42785
MZ22527438	0.1866
MZ22527439	0.48362
MZ22527440	0.61937
MZ22527441	0.26172
MZ22527443	0.23578000000000002
MZ22527444	0.14520999999999998
MZ22527445	0.39195
MZ22527446	0.58865
MZ22527447	0.62437
MZ22527448	2.0952
MZ22527449	0.00016999999999999999
MZ22527450	0.8706
MZ22527451	1.09626
MZ22527452	0.29251
MZ22527453	1.64736
MZ22527454	0.28313
MZ22527455	0.32509
MZ22527456	1.21704
MZ22527457	0.41608
MZ22527458	0.7951699999999999
MZ22527459	0.5219600000000001
MZ22527462	0.9853799999999999
MZ22527463	0.6471399999999999
MZ22527464	0.33361
MZ22527467	0.7526
MZ22527468	0.90022
MZ22527469	0.56815
MZ22527470	5.9999999999999995e-05
MZ22527471	0.09369
MZ22527473	0.4015
MZ22527474	1.35445
MZ22527476	0.62817
MZ22527477	0.50783
MZ22527478	0.33264
MZ22527479	0.30619
MZ22527480	0.12047999999999999
MZ22527481	0.28304
MZ22527482	1.96812
MZ22527483	0.69424
MZ22527484	0.69648
MZ22527486	0.15566
MZ22527487	0.96862
MZ22527489	0.28264
MZ22527490	0.27024000000000004
MZ22527491	0.55288
MZ22527492	1.57774
MZ22527493	1.20907
MZ22527494	0.24483000000000002
MZ22527496	0.85969
MZ22527497	0.73447
MZ22527498	0.6867
MZ22527499	0.050960000000000005
MZ22527500	0.21298000000000003
MZ22527501	0.59311
MZ22527502	0.99831
MZ22527503	0.00013000000000000002
MZ22527504	0.02725
MZ22527505	0.5876
MZ22527506	0.00857
MZ22527508	0.27903
MZ22527509	0.14854
MZ22527510	0.43200000000000005
MZ22527511	0.365
MZ22527512	0.8414200000000001
MZ22527514	0.18825
MZ22527515	0.15317999999999998
MZ22527516	0.9848100000000001
MZ22527518	0.75179
MZ22527519	0.37106
MZ22527520	0.43088999999999994
MZ22527521	0.21191999999999997
MZ22527524	0.15515
MZ22527527	0.25906999999999997
MZ22527529	0.52759
MZ22527530	0.7286
MZ22527531	1.4141
MZ22527532	0.8135899999999999
MZ22527533	0.09466000000000001
MZ22527534	0.35906
MZ22527536	0.16564
MZ22527537	0.45388999999999996
MZ22527538	1.55861
MZ22527539	0.8455600000000001
MZ22527540	0.41839
MZ22527541	0.6550199999999999
MZ22527542	0.39688
MZ22527543	0.7800600000000001
MZ22527544	0.6532899999999999
MZ22527545	0.01881
MZ22527546	0.73875
MZ22527547	0.8848299999999999
MZ22527548	0.20410999999999999
MZ22527549	0.19564
MZ22527550	0.26911999999999997
MZ22527551	1.08639
MZ22527552	0.40326
MZ22527554	0.5220600000000001
MZ22527555	0.8368
MZ22527556	0.5253899999999999
MZ22527557	0.74633
MZ22527558	0.36583000000000004
MZ22527561	1.00201
MZ22527562	0.07858
MZ22527563	0.16526
MZ22527564	0.53838
MZ22527565	0.3492
MZ22527566	0.26193
MZ22527567	0.43783999999999995
MZ22527568	0.57894
MZ22527569	1.0085600000000001
MZ22527570	0.12859
MZ22527571	0.4204
MZ22527572	1.36281
MZ22527574	0.59988
MZ22527576	0.79515
MZ22527578	0.81495
MZ22527579	0.65213
MZ22527580	0.35176999999999997
MZ22527581	1.0666799999999999
MZ22527582	0.15725
MZ22527583	0.08451
MZ22527584	0.41783000000000003
MZ22527586	0.9466700000000001
MZ22527587	1.7661900000000001
MZ22527588	0.3442
MZ22527589	0.91343
MZ22527590	0.17103
MZ22527591	0.8203
MZ22527592	0.62549
MZ22527594	1.0683799999999999
MZ22527595	1.20954
MZ22527596	0.45858000000000004
MZ22527597	1.18709
MZ22527598	0.10705
MZ22527599	0.5726600000000001
MZ22527600	0.8019
MZ22527602	0.17325
MZ22527603	0.10286
MZ22527604	0.18238
MZ22527605	0.47223000000000004
MZ22527606	0.66602
MZ22527607	1.27431
MZ22527609	0.47763
MZ22527610	0.31139
MZ22527611	1.28542
MZ22527612	0.22484
MZ22527613	0.40565
MZ22527614	0.37433
MZ22527615	0.24038
MZ22527616	1.14572
MZ22527617	1.14153
MZ22527618	0.5413600000000001
MZ22527619	0.52018
MZ22527620	0.13184
MZ22527622	0.65859
MZ22527623	0.3789
MZ22527624	0.94996
MZ22527625	0.75437
MZ22527626	0.69504
MZ22527627	1.0860299999999998
MZ22527628	0.80613
MZ22527629	0.09241
MZ22527631	0.67491
MZ22527632	1.0458399999999999
MZ22527634	0.17904
MZ22527635	0.88756
MZ22527636	0.71808
MZ22527637	1.0534
MZ22527638	0.9026799999999999
MZ22527639	0.42596000000000006
MZ22527640	0.01695
MZ22527641	0.60768
MZ22527642	0.65208
MZ22527643	0.2056
MZ22527644	0.21031999999999998
MZ22527645	0.82991
MZ22527646	0.41297
MZ22527647	0.81957
MZ22527648	0.07743
MZ22527650	0.7018800000000001
MZ22527651	0.3314
MZ22527652	0.4725
MZ22527653	0.34401
MZ22527654	0.74145
MZ22527655	0.34273000000000003
MZ22527656	0.37606999999999996
MZ22527657	0.18039000000000002
MZ22527658	0.85251
MZ22527659	0.80293
MZ22527660	0.08054
MZ22527661	0.38363
MZ22527662	0.26377
MZ22527664	0.15547
MZ22527665	0.52854
MZ22527666	0.64037
MZ22527668	0.31167
MZ22527669	0.25146
MZ22527670	0.03015
MZ22527671	0.14085999999999999
MZ22527673	0.16884000000000002
MZ22527675	0.49173999999999995
MZ22527676	0.44511999999999996
MZ22527679	0.552
MZ22527680	3.7576099999999997
MZ22527681	0.36674
MZ22527682	0.32209
MZ22527683	0.5987
MZ22527684	0.3709
MZ22527687	0.32101999999999997
MZ22527688	1.07653
MZ22527689	0.89974
MZ22527690	0.15453
MZ22527691	0.36089
MZ22527692	1.1461
MZ22527693	0.2637
MZ22527694	1.58772
MZ22527695	0.8001199999999999
MZ22527696	0.12625
MZ22527697	0.22654000000000002
MZ22527698	0.10335
MZ22527699	0.48184
MZ22527700	2.33988
MZ22527701	0.8980799999999999
MZ22527703	0.44276000000000004
MZ22527704	0.17715
MZ22527705	0.72587
MZ22527707	0.54119
MZ22527708	0.63543
MZ22527709	0.62611
MZ22527710	0.57568
MZ22527711	0.75525
MZ22527712	0.71411
MZ22527713	0.41306000000000004
MZ22527714	0.97015
MZ22527715	0.57312
MZ22527716	0.34606
MZ22527717	0.47123000000000004
MZ22527718	0.57122
MZ22527720	0.45673
MZ22527721	0.68179
MZ22527722	1.65448
MZ22527723	1.24261
MZ22527724	0.23929
MZ22527725	0.6826300000000001
MZ22527726	0.53686
MZ22527727	0.36745
MZ22527728	0.21306
MZ22527729	0.27414
MZ22527730	0.313
MZ22527731	0.07683
MZ22527732	1.85949
MZ22527733	0.30257
MZ22527734	2.2903700000000002
MZ22527735	0.27871
MZ22527738	0.31592
MZ22527739	0.76673
MZ22527740	0.73265
MZ22527741	1.79555
MZ22527742	0.59744
MZ22527743	1.24973
MZ22527744	1.4692399999999999
MZ22527745	0.037219999999999996
MZ22527746	0.47292
MZ22527747	0.19635
MZ22527748	0.51802
MZ22527749	8.15851
MZ22527750	0.7790199999999999
MZ22527751	0.51452
MZ22527752	1.17876
MZ22527753	0.42308999999999997
MZ22527755	0.27729000000000004
MZ22527756	0.71233
MZ22527757	0.12061
MZ22527758	0.55057
MZ22527759	0.21234
MZ22527760	0.05006
MZ22527761	0.44282
MZ22527762	0.18117
MZ22527763	0.49275
MZ22527764	0.41153
MZ22527765	0.43566000000000005
MZ22527766	0.48008
MZ22527767	0.0652
MZ22527768	0.1173
MZ22527769	0.23019
MZ22527770	0.17231
MZ22527771	1.1950399999999999
MZ22527772	0.6877800000000001
MZ22527773	0.8433299999999999
MZ22527775	0.12797
MZ22527776	0.46692
MZ22527777	0.9764799999999999
MZ22527778	0.25264000000000003
MZ22527779	0.6937
MZ22527780	0.19615
MZ22527781	0.5208
MZ22527782	0.51245
MZ22527783	0.44997
MZ22527784	0.4208
MZ22527785	1.60527
MZ22527786	0.51012
MZ22527787	2.5373
MZ22527788	0.82229
MZ22527789	0.06853
MZ22527790	0.5905600000000001
MZ22527791	1.19678
MZ22527792	0.32439
MZ22527793	0.29735
MZ22527794	0.41455
MZ22527795	1.06916
MZ22527796	0.85182
MZ22527797	0.5109899999999999
MZ22527798	0.56058
MZ22527799	0.74287
MZ22527800	0.8738299999999999
MZ22527801	0.46889
MZ22527802	0.32345
MZ22527803	0.93335
MZ22527804	0.14472000000000002
MZ22527805	0.1022
MZ22527806	0.5211899999999999
MZ22527807	0.15828
MZ22527809	1.26381
MZ22527810	0.49246999999999996
MZ22527811	0.42344
MZ22527812	0.22135
MZ22527813	0.8157800000000001
MZ22527814	0.022940000000000002
MZ22527815	0.62442
MZ22527816	0.1804
MZ22527817	0.02334
MZ22527818	0.0
MZ22527819	0.30854000000000004
MZ22527820	1.00232
MZ22527821	0.23446
MZ22527822	1.01496
MZ22527823	0.75127
MZ22527824	0.75685
MZ22527825	0.03394
MZ22527826	0.44506
MZ22527827	0.43618999999999997
MZ22527828	0.5451600000000001
MZ22527829	0.64256
MZ22527830	0.95501
MZ22527831	0.16614
MZ22527832	0.5040399999999999
MZ22527833	0.54755
MZ22527834	0.2487
MZ22527836	1.00827
MZ22527837	0.48211000000000004
MZ22527838	0.65337
MZ22527839	0.21339
MZ22527840	0.04677
MZ22527841	0.29859
MZ22527842	0.53074
MZ22527843	0.6290100000000001
MZ22527844	0.34581
MZ22527845	0.22096
MZ22527846	0.8303200000000001
MZ22527847	0.46486000000000005
MZ22527848	0.10635
MZ22527849	4.33111
MZ22527850	0.55247
MZ22527851	0.40097
MZ22527852	0.43978
MZ22527853	0.86529
MZ22527854	0.39855
MZ22527855	1.1455799999999998
MZ22527856	0.44916000000000006
MZ22527857	0.23536999999999997
MZ22527858	0.5997899999999999
MZ22527859	0.10712999999999999
MZ22527860	0.24781999999999998
MZ22527861	0.33771
MZ22527862	0.51984
MZ22527863	0.38856
MZ22527864	0.7281
MZ22527865	0.40778000000000003
MZ22527866	2.39164
MZ22527867	0.7079300000000001
MZ22527868	0.71911
MZ22527869	0.07521
MZ22527870	0.1589
MZ22527871	0.13954
MZ22527872	0.36014
MZ22527873	0.20403
MZ22527874	1.24681
MZ22527875	0.65142
MZ22527876	0.7057100000000001
MZ22527877	0.05326
MZ22527878	0.23134000000000002
MZ22527879	0.08532999999999999
MZ22527880	0.24916999999999997
MZ22527881	0.85883
MZ22527883	0.18700999999999998
MZ22527884	1.12261
MZ22527885	0.7738
MZ22527886	1.53558
MZ22527887	0.8501299999999999
MZ22527888	0.014219999999999998
MZ22527889	0.09183
MZ22527890	0.5635
MZ22527891	1.0976299999999999
MZ22527892	0.93342
MZ22527893	0.06294
MZ22527894	0.05702
MZ22527895	0.49601000000000006
MZ22527896	0.8461799999999999
MZ22527897	0.76021
MZ22527898	0.08198
MZ22527899	0.94189
MZ22527900	1.1296700000000002
MZ22527901	0.51154
MZ22527902	0.42078999999999994
MZ22527903	0.31493000000000004
MZ22527904	1.05064
MZ22527905	0.30704000000000004
MZ22527906	0.5777399999999999
MZ22527908	0.7216899999999999
MZ22527909	1.31854
MZ22527910	0.44861
MZ22527911	0.37393000000000004
MZ22527912	1.32633
