orthogroup	CON
MZ22526443	5
MZ22526445	2
MZ22526446	8
MZ22526447	11
MZ22526449	5
MZ22526452	9
MZ22526453	12
MZ22526454	11
MZ22526455	1
MZ22526456	5
MZ22526457	5
MZ22526458	12
MZ22526459	4
MZ22526460	3
MZ22526461	10
MZ22526462	9
MZ22526463	5
MZ22526464	9
MZ22526466	9
MZ22526467	9
MZ22526468	6
MZ22526469	12
MZ22526471	2
MZ22526472	8
MZ22526475	10
MZ22526477	9
MZ22526480	6
MZ22526481	10
MZ22526482	7
MZ22526483	11
MZ22526484	3
MZ22526485	10
MZ22526487	8
MZ22526488	0
MZ22526489	12
MZ22526490	7
MZ22526491	1
MZ22526492	9
MZ22526493	8
MZ22526495	8
MZ22526497	7
MZ22526498	10
MZ22526499	8
MZ22526501	0
MZ22526503	4
MZ22526504	7
MZ22526505	7
MZ22526506	7
MZ22526507	12
MZ22526508	8
MZ22526509	4
MZ22526510	11
MZ22526513	6
MZ22526514	9
MZ22526517	6
MZ22526518	8
MZ22526519	3
MZ22526520	10
MZ22526521	9
MZ22526522	7
MZ22526524	5
MZ22526525	2
MZ22526526	9
MZ22526528	11
MZ22526529	0
MZ22526530	10
MZ22526531	7
MZ22526533	6
MZ22526534	11
MZ22526536	6
MZ22526541	6
MZ22526542	12
MZ22526543	2
MZ22526544	10
MZ22526545	3
MZ22526546	11
MZ22526547	11
MZ22526548	8
MZ22526550	6
MZ22526551	3
MZ22526553	12
MZ22526554	9
MZ22526556	9
MZ22526558	5
MZ22526561	11
MZ22526562	3
MZ22526565	7
MZ22526567	4
MZ22526569	11
MZ22526571	12
MZ22526573	3
MZ22526575	10
MZ22526576	8
MZ22526579	10
MZ22526580	10
MZ22526581	0
MZ22526582	4
MZ22526583	9
MZ22526584	7
MZ22526585	5
MZ22526586	7
MZ22526587	12
MZ22526588	5
MZ22526590	7
MZ22526592	11
MZ22526593	4
MZ22526594	5
MZ22526596	11
MZ22526598	7
MZ22526600	9
MZ22526601	8
MZ22526602	7
MZ22526607	9
MZ22526608	11
MZ22526610	9
MZ22526611	6
MZ22526612	8
MZ22526616	12
MZ22526618	9
MZ22526620	7
MZ22526621	11
MZ22526622	6
MZ22526623	11
MZ22526624	11
MZ22526627	11
MZ22526628	3
MZ22526630	3
MZ22526631	10
MZ22526633	7
MZ22526634	8
MZ22526635	6
MZ22526636	12
MZ22526637	10
MZ22526638	9
MZ22526639	7
MZ22526640	11
MZ22526641	7
MZ22526642	3
MZ22526643	6
MZ22526644	7
MZ22526647	5
MZ22526649	8
MZ22526650	1
MZ22526651	5
MZ22526652	9
MZ22526653	7
MZ22526654	8
MZ22526656	11
MZ22526657	10
MZ22526658	11
MZ22526659	9
MZ22526660	8
MZ22526661	11
MZ22526662	9
MZ22526665	6
MZ22526666	7
MZ22526667	6
MZ22526668	8
MZ22526669	5
MZ22526670	11
MZ22526672	7
MZ22526673	10
MZ22526674	7
MZ22526675	12
MZ22526676	5
MZ22526677	11
MZ22526678	10
MZ22526680	11
MZ22526682	7
MZ22526684	10
MZ22526686	11
MZ22526687	10
MZ22526688	10
MZ22526689	12
MZ22526690	8
MZ22526696	5
MZ22526697	6
MZ22526701	2
MZ22526704	9
MZ22526705	7
MZ22526707	8
MZ22526708	6
MZ22526709	10
MZ22526710	12
MZ22526711	5
MZ22526712	8
MZ22526713	2
MZ22526714	9
MZ22526715	5
MZ22526716	4
MZ22526717	6
MZ22526718	11
MZ22526719	12
MZ22526721	10
MZ22526722	10
MZ22526724	9
MZ22526725	3
MZ22526726	10
MZ22526727	9
MZ22526728	7
MZ22526730	8
MZ22526731	10
MZ22526732	1
MZ22526733	10
MZ22526734	5
MZ22526735	7
MZ22526736	9
MZ22526737	5
MZ22526738	5
MZ22526739	12
MZ22526740	5
MZ22526741	12
MZ22526742	12
MZ22526744	11
MZ22526745	7
MZ22526748	10
MZ22526750	6
MZ22526751	9
MZ22526752	12
MZ22526753	11
MZ22526754	11
MZ22526755	7
MZ22526757	9
MZ22526758	7
MZ22526759	11
MZ22526762	12
MZ22526763	11
MZ22526765	11
MZ22526766	10
MZ22526767	10
MZ22526770	6
MZ22526771	7
MZ22526772	2
MZ22526773	11
MZ22526774	8
MZ22526775	6
MZ22526776	6
MZ22526777	5
MZ22526780	6
MZ22526781	1
MZ22526782	12
MZ22526783	9
MZ22526784	6
MZ22526785	5
MZ22526787	9
MZ22526788	11
MZ22526789	7
MZ22526790	7
MZ22526793	8
MZ22526794	12
MZ22526795	8
MZ22526796	9
MZ22526797	10
MZ22526798	10
MZ22526799	4
MZ22526800	7
MZ22526801	10
MZ22526802	6
MZ22526803	11
MZ22526804	8
MZ22526806	1
MZ22526807	12
MZ22526808	8
MZ22526809	8
MZ22526810	9
MZ22526811	12
MZ22526812	3
MZ22526813	4
MZ22526814	11
MZ22526815	12
MZ22526816	11
MZ22526818	4
MZ22526820	10
MZ22526821	9
MZ22526822	7
MZ22526824	7
MZ22526826	10
MZ22526827	4
MZ22526828	10
MZ22526830	10
MZ22526832	7
MZ22526835	11
MZ22526837	11
MZ22526838	9
MZ22526840	8
MZ22526841	11
MZ22526842	7
MZ22526843	10
MZ22526844	2
MZ22526845	10
MZ22526846	8
MZ22526847	3
MZ22526850	3
MZ22526851	6
MZ22526852	8
MZ22526853	5
MZ22526855	5
MZ22526856	5
MZ22526857	9
MZ22526858	6
MZ22526859	5
MZ22526860	7
MZ22526861	7
MZ22526862	10
MZ22526863	8
MZ22526864	11
MZ22526866	6
MZ22526867	6
MZ22526868	9
MZ22526869	5
MZ22526870	9
MZ22526871	5
MZ22526872	4
MZ22526874	9
MZ22526875	3
MZ22526876	5
MZ22526877	9
MZ22526878	7
MZ22526879	12
MZ22526880	10
MZ22526881	4
MZ22526882	4
MZ22526883	7
MZ22526884	10
MZ22526885	9
MZ22526886	12
MZ22526887	6
MZ22526888	7
MZ22526889	7
MZ22526890	7
MZ22526891	6
MZ22526893	9
MZ22526894	6
MZ22526895	3
MZ22526896	7
MZ22526897	8
MZ22526898	11
MZ22526899	10
MZ22526902	6
MZ22526903	9
MZ22526904	10
MZ22526906	9
MZ22526907	11
MZ22526908	10
MZ22526909	8
MZ22526910	5
MZ22526912	3
MZ22526913	11
MZ22526914	7
MZ22526915	10
MZ22526916	9
MZ22526918	11
MZ22526921	12
MZ22526922	9
MZ22526923	10
MZ22526924	8
MZ22526925	8
MZ22526927	9
MZ22526928	9
MZ22526929	6
MZ22526930	8
MZ22526931	9
MZ22526932	9
MZ22526933	9
MZ22526934	8
MZ22526935	2
MZ22526936	8
MZ22526937	7
MZ22526939	5
MZ22526941	8
MZ22526942	7
MZ22526943	8
MZ22526944	9
MZ22526945	8
MZ22526947	7
MZ22526948	11
MZ22526949	4
MZ22526951	10
MZ22526952	8
MZ22526953	10
MZ22526954	9
MZ22526956	10
MZ22526957	8
MZ22526958	4
MZ22526962	8
MZ22526963	7
MZ22526965	9
MZ22526966	9
MZ22526967	10
MZ22526968	7
MZ22526969	6
MZ22526970	8
MZ22526971	8
MZ22526972	8
MZ22526973	7
MZ22526975	9
MZ22526976	6
MZ22526977	12
MZ22526978	10
MZ22526979	8
MZ22526980	11
MZ22526982	9
MZ22526983	7
MZ22526984	6
MZ22526985	3
MZ22526986	3
MZ22526987	12
MZ22526988	11
MZ22526989	12
MZ22526991	8
MZ22526992	5
MZ22526993	10
MZ22526994	12
MZ22526996	6
MZ22526997	9
MZ22526999	10
MZ22527000	11
MZ22527001	11
MZ22527002	10
MZ22527004	9
MZ22527005	12
MZ22527006	7
MZ22527007	11
MZ22527008	11
MZ22527010	12
MZ22527011	9
MZ22527012	9
MZ22527013	2
MZ22527014	6
MZ22527015	7
MZ22527016	8
MZ22527017	6
MZ22527018	8
MZ22527019	10
MZ22527020	10
MZ22527021	11
MZ22527022	11
MZ22527023	6
MZ22527025	6
MZ22527027	10
MZ22527028	5
MZ22527029	11
MZ22527030	2
MZ22527032	4
MZ22527034	8
MZ22527036	12
MZ22527037	4
MZ22527038	8
MZ22527039	12
MZ22527040	5
MZ22527041	7
MZ22527042	7
MZ22527044	3
MZ22527045	10
MZ22527048	10
MZ22527049	9
MZ22527050	10
MZ22527051	10
MZ22527052	6
MZ22527053	11
MZ22527054	10
MZ22527056	11
MZ22527057	9
MZ22527058	6
MZ22527059	7
MZ22527060	7
MZ22527063	6
MZ22527064	8
MZ22527065	11
MZ22527067	11
MZ22527068	7
MZ22527069	6
MZ22527070	7
MZ22527071	8
MZ22527072	7
MZ22527073	5
MZ22527074	10
MZ22527075	9
MZ22527076	6
MZ22527077	9
MZ22527079	7
MZ22527081	10
MZ22527082	12
MZ22527083	0
MZ22527084	11
MZ22527086	9
MZ22527087	9
MZ22527088	10
MZ22527089	5
MZ22527091	12
MZ22527092	7
MZ22527093	11
MZ22527094	9
MZ22527095	5
MZ22527096	10
MZ22527097	9
MZ22527099	11
MZ22527100	11
MZ22527101	11
MZ22527102	6
MZ22527103	9
MZ22527104	10
MZ22527105	10
MZ22527106	6
MZ22527107	11
MZ22527108	10
MZ22527109	6
MZ22527111	7
MZ22527112	6
MZ22527114	3
MZ22527116	11
MZ22527117	9
MZ22527119	9
MZ22527121	10
MZ22527123	6
MZ22527124	8
MZ22527125	4
MZ22527128	9
MZ22527129	8
MZ22527130	7
MZ22527131	11
MZ22527132	10
MZ22527133	9
MZ22527134	12
MZ22527135	1
MZ22527136	3
MZ22527137	6
MZ22527139	8
MZ22527141	7
MZ22527142	4
MZ22527144	11
MZ22527145	10
MZ22527146	7
MZ22527147	5
MZ22527148	6
MZ22527149	11
MZ22527150	8
MZ22527152	11
MZ22527153	9
MZ22527154	9
MZ22527155	7
MZ22527156	11
MZ22527160	9
MZ22527161	7
MZ22527163	12
MZ22527164	9
MZ22527165	7
MZ22527166	9
MZ22527167	11
MZ22527169	10
MZ22527172	8
MZ22527173	10
MZ22527174	7
MZ22527176	8
MZ22527177	9
MZ22527178	9
MZ22527179	11
MZ22527180	3
MZ22527181	9
MZ22527182	0
MZ22527183	4
MZ22527185	6
MZ22527186	11
MZ22527187	6
MZ22527188	8
MZ22527190	10
MZ22527191	4
MZ22527193	11
MZ22527194	10
MZ22527195	6
MZ22527197	7
MZ22527198	5
MZ22527199	11
MZ22527200	6
MZ22527201	10
MZ22527202	7
MZ22527203	9
MZ22527204	5
MZ22527205	5
MZ22527206	11
MZ22527207	9
MZ22527208	6
MZ22527211	12
MZ22527212	11
MZ22527214	9
MZ22527215	4
MZ22527216	9
MZ22527217	10
MZ22527219	11
MZ22527220	8
MZ22527221	16
MZ22527222	8
MZ22527223	8
MZ22527224	7
MZ22527227	8
MZ22527228	11
MZ22527230	11
MZ22527231	11
MZ22527232	14
MZ22527233	10
MZ22527235	9
MZ22527236	4
MZ22527237	6
MZ22527238	9
MZ22527239	7
MZ22527240	7
MZ22527241	8
MZ22527242	9
MZ22527243	12
MZ22527244	6
MZ22527245	8
MZ22527246	8
MZ22527247	9
MZ22527249	11
MZ22527250	11
MZ22527251	9
MZ22527252	6
MZ22527253	4
MZ22527254	5
MZ22527255	10
MZ22527256	6
MZ22527258	11
MZ22527259	9
MZ22527260	6
MZ22527262	10
MZ22527263	7
MZ22527264	9
MZ22527266	9
MZ22527267	8
MZ22527268	10
MZ22527269	10
MZ22527270	11
MZ22527271	1
MZ22527272	10
MZ22527273	11
MZ22527275	11
MZ22527276	9
MZ22527277	3
MZ22527278	9
MZ22527279	8
MZ22527282	5
MZ22527283	6
MZ22527284	5
MZ22527286	6
MZ22527289	8
MZ22527291	8
MZ22527292	10
MZ22527293	10
MZ22527294	3
MZ22527295	10
MZ22527296	7
MZ22527298	8
MZ22527299	6
MZ22527300	8
MZ22527301	12
MZ22527302	9
MZ22527303	13
MZ22527306	4
MZ22527307	8
MZ22527308	12
MZ22527309	3
MZ22527310	6
MZ22527312	2
MZ22527313	8
MZ22527315	11
MZ22527316	9
MZ22527317	10
MZ22527318	5
MZ22527320	7
MZ22527321	7
MZ22527322	7
MZ22527323	5
MZ22527324	9
MZ22527325	5
MZ22527326	6
MZ22527328	9
MZ22527329	6
MZ22527330	11
MZ22527332	10
MZ22527334	6
MZ22527337	6
MZ22527338	8
MZ22527339	6
MZ22527340	5
MZ22527341	9
MZ22527342	9
MZ22527343	7
MZ22527344	14
MZ22527345	6
MZ22527346	12
MZ22527347	12
MZ22527349	6
MZ22527350	10
MZ22527351	7
MZ22527353	8
MZ22527354	12
MZ22527355	7
MZ22527356	4
MZ22527357	9
MZ22527358	8
MZ22527359	8
MZ22527361	10
MZ22527362	6
MZ22527363	4
MZ22527364	8
MZ22527365	10
MZ22527366	11
MZ22527367	5
MZ22527368	10
MZ22527369	9
MZ22527371	7
MZ22527373	11
MZ22527374	9
MZ22527375	12
MZ22527376	7
MZ22527377	8
MZ22527378	11
MZ22527379	9
MZ22527380	12
MZ22527381	11
MZ22527382	3
MZ22527383	10
MZ22527384	8
MZ22527385	10
MZ22527386	6
MZ22527387	8
MZ22527389	10
MZ22527391	7
MZ22527392	10
MZ22527393	10
MZ22527394	7
MZ22527395	1
MZ22527396	5
MZ22527397	7
MZ22527398	11
MZ22527399	6
MZ22527400	12
MZ22527401	10
MZ22527402	8
MZ22527403	9
MZ22527404	4
MZ22527405	8
MZ22527406	8
MZ22527407	12
MZ22527409	6
MZ22527410	5
MZ22527411	11
MZ22527412	6
MZ22527413	7
MZ22527414	6
MZ22527415	11
MZ22527417	11
MZ22527418	13
MZ22527419	3
MZ22527422	7
MZ22527423	11
MZ22527424	5
MZ22527425	8
MZ22527426	10
MZ22527427	5
MZ22527428	6
MZ22527429	10
MZ22527430	10
MZ22527431	4
MZ22527432	9
MZ22527433	10
MZ22527435	10
MZ22527436	8
MZ22527437	3
MZ22527438	5
MZ22527439	5
MZ22527440	5
MZ22527441	9
MZ22527443	3
MZ22527444	11
MZ22527445	9
MZ22527446	7
MZ22527447	9
MZ22527448	6
MZ22527449	11
MZ22527450	6
MZ22527451	8
MZ22527452	8
MZ22527453	6
MZ22527454	12
MZ22527455	6
MZ22527456	6
MZ22527457	11
MZ22527458	11
MZ22527459	9
MZ22527462	10
MZ22527463	11
MZ22527464	10
MZ22527467	6
MZ22527468	6
MZ22527469	4
MZ22527470	7
MZ22527471	6
MZ22527473	10
MZ22527474	8
MZ22527476	6
MZ22527477	8
MZ22527478	7
MZ22527479	6
MZ22527480	12
MZ22527481	3
MZ22527482	9
MZ22527483	11
MZ22527484	5
MZ22527486	5
MZ22527487	10
MZ22527489	10
MZ22527490	11
MZ22527491	10
MZ22527492	9
MZ22527493	6
MZ22527494	10
MZ22527496	4
MZ22527497	7
MZ22527498	9
MZ22527499	11
MZ22527500	7
MZ22527501	6
MZ22527502	9
MZ22527503	9
MZ22527504	7
MZ22527505	8
MZ22527506	9
MZ22527508	5
MZ22527509	6
MZ22527510	5
MZ22527511	9
MZ22527512	11
MZ22527514	7
MZ22527515	11
MZ22527516	8
MZ22527518	7
MZ22527519	11
MZ22527520	12
MZ22527521	7
MZ22527524	11
MZ22527527	9
MZ22527529	5
MZ22527530	9
MZ22527531	9
MZ22527532	6
MZ22527533	12
MZ22527534	12
MZ22527536	10
MZ22527537	10
MZ22527538	11
MZ22527539	5
MZ22527540	9
MZ22527541	10
MZ22527542	9
MZ22527543	8
MZ22527544	8
MZ22527545	5
MZ22527546	4
MZ22527547	7
MZ22527548	5
MZ22527549	10
MZ22527550	7
MZ22527551	12
MZ22527552	6
MZ22527554	5
MZ22527555	9
MZ22527556	8
MZ22527557	7
MZ22527558	6
MZ22527561	3
MZ22527562	8
MZ22527563	6
MZ22527564	6
MZ22527565	12
MZ22527566	11
MZ22527567	10
MZ22527568	10
MZ22527569	4
MZ22527570	10
MZ22527571	11
MZ22527572	11
MZ22527574	11
MZ22527576	9
MZ22527578	5
MZ22527579	9
MZ22527580	11
MZ22527581	6
MZ22527582	11
MZ22527583	7
MZ22527584	10
MZ22527586	8
MZ22527587	6
MZ22527588	5
MZ22527589	11
MZ22527590	6
MZ22527591	6
MZ22527592	3
MZ22527594	8
MZ22527595	5
MZ22527596	8
MZ22527597	12
MZ22527598	12
MZ22527599	6
MZ22527600	11
MZ22527602	7
MZ22527603	8
MZ22527604	7
MZ22527605	2
MZ22527606	11
MZ22527607	6
MZ22527609	12
MZ22527610	6
MZ22527611	12
MZ22527612	8
MZ22527613	11
MZ22527614	3
MZ22527615	6
MZ22527616	9
MZ22527617	6
MZ22527618	12
MZ22527619	6
MZ22527620	6
MZ22527622	11
MZ22527623	9
MZ22527624	9
MZ22527625	10
MZ22527626	3
MZ22527627	10
MZ22527628	6
MZ22527629	9
MZ22527631	3
MZ22527632	7
MZ22527634	10
MZ22527635	8
MZ22527636	4
MZ22527637	6
MZ22527638	7
MZ22527639	10
MZ22527640	8
MZ22527641	5
MZ22527642	10
MZ22527643	10
MZ22527644	3
MZ22527645	8
MZ22527646	9
MZ22527647	11
MZ22527648	8
MZ22527650	3
MZ22527651	7
MZ22527652	6
MZ22527653	8
MZ22527654	3
MZ22527655	5
MZ22527656	7
MZ22527657	5
MZ22527658	10
MZ22527659	5
MZ22527660	8
MZ22527661	7
MZ22527662	5
MZ22527664	9
MZ22527665	12
MZ22527666	11
MZ22527668	6
MZ22527669	9
MZ22527670	9
MZ22527671	6
MZ22527673	7
MZ22527675	11
MZ22527676	5
MZ22527679	10
MZ22527680	6
MZ22527681	6
MZ22527682	12
MZ22527683	7
MZ22527684	12
MZ22527687	10
MZ22527688	9
MZ22527689	9
MZ22527690	2
MZ22527691	9
MZ22527692	6
MZ22527693	11
MZ22527694	6
MZ22527695	3
MZ22527696	11
MZ22527697	12
MZ22527698	10
MZ22527699	12
MZ22527700	8
MZ22527701	5
MZ22527703	10
MZ22527704	4
MZ22527705	6
MZ22527707	5
MZ22527708	11
MZ22527709	12
MZ22527710	7
MZ22527711	6
MZ22527712	10
MZ22527713	6
MZ22527714	6
MZ22527715	9
MZ22527716	5
MZ22527717	11
MZ22527718	9
MZ22527720	11
MZ22527721	7
MZ22527722	11
MZ22527723	8
MZ22527724	4
MZ22527725	10
MZ22527726	3
MZ22527727	9
MZ22527728	6
MZ22527729	2
MZ22527730	11
MZ22527731	12
MZ22527732	9
MZ22527733	8
MZ22527734	8
MZ22527735	9
MZ22527738	4
MZ22527739	12
MZ22527740	8
MZ22527741	8
MZ22527742	6
MZ22527743	7
MZ22527744	5
MZ22527745	5
MZ22527746	12
MZ22527747	10
MZ22527748	7
MZ22527749	10
MZ22527750	2
MZ22527751	6
MZ22527752	8
MZ22527753	6
MZ22527755	8
MZ22527756	9
MZ22527757	10
MZ22527758	7
MZ22527759	8
MZ22527760	8
MZ22527761	11
MZ22527762	8
MZ22527763	12
MZ22527764	7
MZ22527765	6
MZ22527766	10
MZ22527767	10
MZ22527768	8
MZ22527769	2
MZ22527770	10
MZ22527771	9
MZ22527772	5
MZ22527773	1
MZ22527775	9
MZ22527776	7
MZ22527777	10
MZ22527778	9
MZ22527779	2
MZ22527780	9
MZ22527781	12
MZ22527782	7
MZ22527783	11
MZ22527784	7
MZ22527785	12
MZ22527786	10
MZ22527787	7
MZ22527788	3
MZ22527789	5
MZ22527790	5
MZ22527791	9
MZ22527792	5
MZ22527793	3
MZ22527794	5
MZ22527795	12
MZ22527796	9
MZ22527797	7
MZ22527798	11
MZ22527799	10
MZ22527800	6
MZ22527801	10
MZ22527802	5
MZ22527803	6
MZ22527804	7
MZ22527805	9
MZ22527806	3
MZ22527807	5
MZ22527809	11
MZ22527810	11
MZ22527811	12
MZ22527812	7
MZ22527813	6
MZ22527814	11
MZ22527815	5
MZ22527816	12
MZ22527817	5
MZ22527818	10
MZ22527819	9
MZ22527820	12
MZ22527821	11
MZ22527822	11
MZ22527823	5
MZ22527824	6
MZ22527825	8
MZ22527826	3
MZ22527827	12
MZ22527828	9
MZ22527829	6
MZ22527830	5
MZ22527831	8
MZ22527832	5
MZ22527833	4
MZ22527834	4
MZ22527836	12
MZ22527837	7
MZ22527838	11
MZ22527839	6
MZ22527840	7
MZ22527841	11
MZ22527842	11
MZ22527843	12
MZ22527844	7
MZ22527845	8
MZ22527846	12
MZ22527847	6
MZ22527848	6
MZ22527849	7
MZ22527850	3
MZ22527851	6
MZ22527852	8
MZ22527853	6
MZ22527854	12
MZ22527855	8
MZ22527856	9
MZ22527857	11
MZ22527858	10
MZ22527859	11
MZ22527860	7
MZ22527861	11
MZ22527862	6
MZ22527863	7
MZ22527864	12
MZ22527865	12
MZ22527866	11
MZ22527867	8
MZ22527868	10
MZ22527869	7
MZ22527870	11
MZ22527871	6
MZ22527872	6
MZ22527873	6
MZ22527874	9
MZ22527875	7
MZ22527876	12
MZ22527877	8
MZ22527878	12
MZ22527879	6
MZ22527880	10
MZ22527881	8
MZ22527883	12
MZ22527884	8
MZ22527885	11
MZ22527886	10
MZ22527887	7
MZ22527888	11
MZ22527889	8
MZ22527890	6
MZ22527891	8
MZ22527892	5
MZ22527893	8
MZ22527894	7
MZ22527895	6
MZ22527896	3
MZ22527897	12
MZ22527898	2
MZ22527899	10
MZ22527900	10
MZ22527901	10
MZ22527902	5
MZ22527903	10
MZ22527904	11
MZ22527905	8
MZ22527906	12
MZ22527908	4
MZ22527909	3
MZ22527910	8
MZ22527911	10
MZ22527912	8
MZ22527913	9
MZ22527914	6
MZ22527915	6
MZ22527916	8
MZ22527917	9
MZ22527918	5
MZ22527919	12
MZ22527920	6
MZ22527921	8
MZ22527922	3
MZ22527923	10
MZ22527924	10
MZ22527925	7
MZ22527926	9
MZ22527927	11
MZ22527928	12
MZ22527929	3
MZ22527930	7
MZ22527931	10
MZ22527932	6
MZ22527933	12
MZ22527934	6
MZ22527935	7
MZ22527936	11
MZ22527937	9
MZ22527938	6
MZ22527939	12
MZ22527940	1
MZ22527941	9
MZ22527942	7
MZ22527945	7
MZ22527946	9
MZ22527948	1
MZ22527949	6
MZ22527953	6
MZ22527954	7
MZ22527955	1
MZ22527956	11
MZ22527957	2
MZ22527958	11
MZ22527960	9
MZ22527961	1
MZ22527962	2
MZ22527963	1
MZ22527965	6
MZ22527966	3
MZ22527968	9
MZ22527969	7
MZ22527970	9
MZ22527971	9
MZ22527972	6
MZ22527973	6
MZ22527975	10
MZ22527976	10
MZ22527977	9
MZ22527978	10
MZ22527979	1
MZ22527980	6
MZ22527982	6
MZ22527984	6
MZ22527985	1
MZ22527987	11
MZ22527988	6
MZ22527990	1
MZ22527991	2
MZ22527994	11
MZ22527996	6
MZ22527997	6
MZ22527998	6
MZ22527999	10
MZ22528000	3
MZ22528002	11
MZ22528003	9
MZ22528004	3
MZ22528005	6
MZ22528007	4
MZ22528008	8
MZ22528010	9
MZ22528011	9
MZ22528012	1
MZ22528013	9
MZ22528014	4
MZ22528016	11
MZ22528017	9
MZ22528018	4
MZ22528019	10
MZ22528020	1
MZ22528022	11
MZ22528023	2
MZ22528024	6
MZ22528025	7
MZ22528027	6
MZ22528028	12
MZ22528029	6
MZ22528030	8
MZ22528031	11
MZ22528032	11
MZ22528034	10
MZ22528036	3
MZ22528039	9
MZ22528041	11
MZ22528042	6
MZ22528046	11
MZ22528047	7
MZ22528048	12
MZ22528050	9
MZ22528051	12
MZ22528052	1
MZ22528053	7
MZ22528054	1
MZ22528056	8
MZ22528057	7
MZ22528058	6
MZ22528059	6
MZ22528060	11
MZ22528061	7
MZ22528062	11
MZ22528063	7
MZ22528064	2
MZ22528065	6
MZ22528066	9
MZ22528067	9
MZ22528068	7
MZ22528069	6
MZ22528070	10
MZ22528071	6
MZ22528072	9
MZ22528073	6
MZ22528074	9
MZ22528077	1
MZ22528078	1
MZ22528079	9
MZ22528080	9
MZ22528082	12
MZ22528083	11
MZ22528087	9
MZ22528088	9
MZ22528089	9
MZ22528090	1
MZ22528091	10
MZ22528094	9
MZ22528095	9
MZ22528096	7
MZ22528097	7
MZ22528098	1
MZ22528099	9
MZ22528101	9
MZ22528103	11
MZ22528104	6
MZ22528105	9
MZ22528106	6
MZ22528107	3
MZ22528108	10
MZ22528109	11
MZ22528110	6
MZ22528111	10
MZ22528113	11
MZ22528114	6
MZ22528117	9
MZ22528118	2
MZ22528119	11
MZ22528120	2
MZ22528123	9
MZ22528125	6
MZ22528126	6
MZ22528128	6
MZ22528129	9
MZ22528132	1
MZ22528133	11
MZ22528134	11
MZ22528135	9
MZ22528137	6
MZ22528138	2
MZ22528139	2
MZ22528141	9
MZ22528142	9
MZ22528143	2
MZ22528144	9
MZ22528145	9
MZ22528146	11
MZ22528148	6
MZ22528150	9
MZ22528152	6
MZ22528156	11
MZ22528157	9
MZ22528158	11
MZ22528159	9
MZ22528163	9
MZ22528164	9
MZ22528165	9
MZ22528166	9
MZ22528168	6
MZ22528169	1
MZ22528171	9
MZ22528172	9
MZ22528173	6
MZ22528174	11
MZ22528175	4
MZ22528178	10
MZ22528179	8
MZ22528180	9
MZ22528182	6
MZ22528183	9
MZ22528184	11
MZ22528185	9
MZ22528186	9
MZ22528187	5
MZ22528189	9
MZ22528191	11
MZ22528192	6
MZ22528193	11
MZ22528194	10
MZ22528195	7
MZ22528196	9
MZ22528197	6
MZ22528198	1
MZ22528200	9
MZ22528201	10
MZ22528202	11
MZ22528203	1
MZ22528205	6
MZ22528206	8
MZ22528207	7
MZ22528208	9
MZ22528209	7
MZ22528211	9
MZ22528212	12
MZ22528213	5
MZ22528215	9
MZ22528216	10
MZ22528218	2
MZ22528219	11
MZ22528220	11
MZ22528221	9
MZ22528223	6
MZ22528225	10
MZ22528227	1
MZ22528228	9
MZ22528229	9
MZ22528231	11
MZ22528232	6
MZ22528233	11
MZ22528234	6
MZ22528235	9
MZ22528236	6
MZ22528237	11
MZ22528238	9
MZ22528239	6
MZ22528240	3
MZ22528241	9
MZ22528242	2
MZ22528243	7
MZ22528248	1
MZ22528249	11
MZ22528250	10
MZ22528252	9
MZ22528253	6
MZ22528254	9
MZ22528255	9
MZ22528256	10
MZ22528257	6
MZ22528258	11
MZ22528260	7
MZ22528262	11
MZ22528263	8
MZ22528264	6
MZ22528265	7
MZ22528267	9
MZ22528268	9
MZ22528269	4
MZ22528270	9
MZ22528271	9
MZ22528272	11
MZ22528273	6
MZ22528275	11
MZ22528276	6
MZ22528277	9
MZ22528278	2
MZ22528279	2
MZ22528281	9
MZ22528282	9
MZ22528283	11
MZ22528284	9
MZ22528286	9
MZ22528287	9
MZ22528288	1
MZ22528289	7
MZ22528290	6
MZ22528292	9
MZ22528293	9
MZ22528294	9
MZ22528295	6
MZ22528296	9
MZ22528297	9
MZ22528299	6
MZ22528301	9
MZ22528303	9
MZ22528304	10
MZ22528305	10
MZ22528306	12
MZ22528307	11
MZ22528309	6
MZ22528310	7
MZ22528313	4
MZ22528314	9
MZ22528315	9
MZ22528316	2
MZ22528317	2
MZ22528318	7
MZ22528319	9
MZ22528320	9
MZ22528321	6
MZ22528322	2
MZ22528325	9
MZ22528326	9
MZ22528327	9
MZ22528328	11
MZ22528329	9
MZ22528330	4
MZ22528331	9
MZ22528332	11
MZ22528333	9
MZ22528334	1
MZ22528337	6
MZ22528338	6
MZ22528339	9
MZ22528340	3
MZ22528343	12
MZ22528344	6
MZ22528345	5
MZ22528346	9
MZ22528347	6
MZ22528348	9
MZ22528349	9
MZ22528353	9
MZ22528354	2
MZ22528355	2
MZ22528357	2
MZ22528359	5
MZ22528360	8
MZ22528361	6
MZ22528362	11
MZ22528364	11
MZ22528365	9
MZ22528366	9
MZ22528368	9
MZ22528369	9
MZ22528370	6
MZ22528373	6
MZ22528374	9
MZ22528375	8
MZ22528376	10
MZ22528377	7
MZ22528378	11
MZ22528380	9
MZ22528381	1
MZ22528382	11
MZ22528383	6
MZ22528384	9
MZ22528385	7
MZ22528386	1
MZ22528387	8
