orthogroup	WGA
14036at7399	0.51
14038at7399	0.965
14041at7399	0.71
14043at7399	0.49
14046at7399	0.32
14048at7399	0.87
14049at7399	0.65
14051at7399	0.69
14052at7399	0.88
14064at7399	0.84
14065at7399	0.83
14067at7399	0.78
14068at7399	0.64
14069at7399	0.72
14070at7399	0.93
14072at7399	0.885
14075at7399	0.82
14076at7399	0.86
14084at7399	0.87
14087at7399	0.6
14088at7399	0.96
14090at7399	0.92
14095at7399	0.65
14099at7399	0.73
14103at7399	0.71
14115at7399	0.84
14118at7399	0.63
14120at7399	0.6
14127at7399	0.62
14128at7399	0.72
14130at7399	0.81
14131at7399	0.85
14133at7399	0.53
14135at7399	0.76
14136at7399	0.83
14141at7399	0.86
14156at7399	0.91
14158at7399	0.68
14163at7399	0.95
14174at7399	0.91
14177at7399	0.07
14178at7399	0.44
14182at7399	0.76
14183at7399	0.79
14190at7399	0.94
14192at7399	0.96
14197at7399	0.69
14201at7399	0.89
14203at7399	0.88
14204at7399	0.45
14210at7399	0.95
14212at7399	0.84
14214at7399	0.83
14216at7399	0.81
14217at7399	0.84
14219at7399	0.81
14225at7399	0.82
14232at7399	0.66
14236at7399	0.93
14237at7399	0.54
14242at7399	0.88
14243at7399	0.89
14244at7399	0.93
14245at7399	0.855
14250at7399	0.93
14251at7399	0.9
14254at7399	0.87
14257at7399	0.93
14258at7399	0.76
14259at7399	0.43
14261at7399	0.736666667
14262at7399	0.6
14264at7399	1.0
14270at7399	0.57
14273at7399	0.48
14280at7399	0.71
14282at7399	0.93
14287at7399	0.66
14288at7399	0.91
14291at7399	0.97
14292at7399	0.6
14293at7399	0.54
14295at7399	0.87
14296at7399	0.93
14298at7399	0.74
14302at7399	0.66
14303at7399	0.69
14304at7399	0.69
14312at7399	0.94
14315at7399	0.89
14317at7399	0.85
14328at7399	0.93
14332at7399	0.82
14337at7399	0.37
14350at7399	0.77
14351at7399	0.87
14357at7399	0.83
14366at7399	0.79
14381at7399	0.86
14382at7399	0.71
14395at7399	0.69
14400at7399	0.82
14404at7399	0.71
14406at7399	0.61
14408at7399	0.92
14416at7399	0.89
14419at7399	0.94
14425at7399	0.86
14442at7399	0.92
14447at7399	0.81
14451at7399	0.61
14452at7399	0.87
14453at7399	0.655
14454at7399	0.81
14455at7399	0.84
14458at7399	0.94
14459at7399	0.9
14464at7399	0.83
14465at7399	0.98
14468at7399	0.21
14474at7399	0.9
14483at7399	0.76
14484at7399	0.57
14485at7399	0.6
14488at7399	0.535
14493at7399	0.91
14495at7399	0.85
14498at7399	0.67
14502at7399	0.74
14506at7399	0.45
14514at7399	0.91
14515at7399	0.97
14517at7399	0.75
14518at7399	0.79
14523at7399	0.91
14527at7399	0.81
14530at7399	0.0
14531at7399	0.61
14533at7399	0.77
14535at7399	0.54
14539at7399	0.86
14541at7399	0.61
14544at7399	0.9
14546at7399	0.8
14547at7399	0.79
14551at7399	0.52
14554at7399	0.0
14556at7399	0.71
14557at7399	0.8
14565at7399	0.69
14566at7399	0.91
14568at7399	0.43
14573at7399	0.6
14574at7399	0.48
14575at7399	0.56
14579at7399	0.53
14580at7399	0.65
14582at7399	0.99
14584at7399	0.96
14593at7399	0.44
14594at7399	0.78
14595at7399	0.89
14596at7399	0.72
14597at7399	0.77
14601at7399	0.84
14603at7399	0.93
14610at7399	0.74
14612at7399	0.97
14625at7399	0.84
14629at7399	0.89
14631at7399	0.93
14636at7399	0.38
14638at7399	0.73
14643at7399	0.92
14647at7399	0.9
14649at7399	0.75
14650at7399	0.85
14654at7399	0.94
14657at7399	0.55
14664at7399	0.3
14667at7399	0.85
14668at7399	0.31
14674at7399	0.31
14678at7399	0.25
14679at7399	0.92
14680at7399	0.576666667
14685at7399	0.89
14694at7399	0.64
14697at7399	0.3
14698at7399	0.74
14706at7399	0.54
14710at7399	0.59
14711at7399	0.8
14715at7399	0.44
14716at7399	0.87
14725at7399	0.63
14728at7399	0.83
14734at7399	0.9
14745at7399	0.59
14747at7399	0.52
14754at7399	0.92
14755at7399	0.93
14759at7399	0.37
14762at7399	0.91
14765at7399	0.74
14768at7399	0.66
14772at7399	0.835
14775at7399	0.9
14776at7399	0.87
14781at7399	0.8
14784at7399	0.6
14787at7399	0.81
14793at7399	0.84
14806at7399	0.92
14813at7399	0.74
14814at7399	0.53
14815at7399	0.87
14821at7399	0.77
14822at7399	0.66
14829at7399	0.82
14831at7399	0.78
14838at7399	0.43
14841at7399	0.93
14842at7399	0.63
14848at7399	0.46
14849at7399	0.92
14854at7399	0.96
14863at7399	0.83
14871at7399	0.65
14872at7399	0.92
14877at7399	1.0
14878at7399	0.51
14884at7399	0.67
14886at7399	0.89
14888at7399	0.9
14889at7399	0.78
14895at7399	0.93
14897at7399	0.88
14903at7399	0.87
14906at7399	0.95
14916at7399	0.79
14920at7399	0.91
14923at7399	0.85
14924at7399	0.52
14926at7399	0.78
14927at7399	0.86
14929at7399	0.85
14930at7399	0.94
14935at7399	0.68
14937at7399	0.99
14938at7399	0.32
14940at7399	0.57
14946at7399	0.69
14949at7399	0.49
14951at7399	0.82
14952at7399	0.94
14955at7399	0.9
14959at7399	0.72
14961at7399	0.28
14969at7399	0.91
14970at7399	0.525
14972at7399	0.48
14979at7399	0.33
14980at7399	0.94
14982at7399	0.89
14985at7399	0.93
14986at7399	0.8
14989at7399	0.92
14996at7399	0.94
15001at7399	0.58
15002at7399	0.99
15006at7399	0.58
15008at7399	0.97
15009at7399	0.89
15011at7399	0.99
15015at7399	0.91
15017at7399	0.97
15029at7399	0.43
15032at7399	0.7
15040at7399	0.46
15042at7399	0.2
15043at7399	0.75
15048at7399	0.89
15052at7399	0.88
15053at7399	0.87
15054at7399	0.88
15060at7399	0.98
15062at7399	0.82
15063at7399	0.58
15065at7399	0.76
15071at7399	0.76
15089at7399	0.68
15093at7399	0.37
15099at7399	0.32
15101at7399	0.95
15103at7399	0.9
15104at7399	0.46
15105at7399	0.91
15115at7399	0.48
15116at7399	0.56
15120at7399	0.77
15123at7399	0.86
15128at7399	0.95
15129at7399	0.84
15132at7399	0.89
15138at7399	0.8
15140at7399	0.78
15141at7399	0.86
15142at7399	0.96
15144at7399	0.63
15145at7399	0.85
15147at7399	0.95
15150at7399	0.81
15152at7399	0.95
15157at7399	0.94
15165at7399	0.49
15172at7399	0.43
15174at7399	0.84
15186at7399	0.71
15187at7399	0.88
15192at7399	0.87
15199at7399	0.96
15200at7399	0.89
15204at7399	0.5
15206at7399	0.78
15208at7399	0.87
15210at7399	0.89
15214at7399	0.62
15215at7399	0.75
15222at7399	0.56
15223at7399	0.9
15229at7399	0.58
15230at7399	0.56
15233at7399	0.85
15237at7399	0.83
15240at7399	1.0
15245at7399	0.58
15248at7399	0.53
15250at7399	0.75
15256at7399	0.91
15259at7399	0.75
15264at7399	0.91
15267at7399	0.81
15274at7399	0.72
15275at7399	0.41
15279at7399	0.88
15280at7399	0.71
15283at7399	0.92
15287at7399	0.74
15290at7399	0.84
15293at7399	0.48
15294at7399	0.67
15295at7399	0.37
15300at7399	0.88
15304at7399	0.82
15305at7399	0.91
15309at7399	0.91
15314at7399	0.76
15319at7399	0.88
15320at7399	0.89
15322at7399	0.81
15331at7399	0.94
15336at7399	0.59
15338at7399	0.825
15339at7399	0.96
15340at7399	0.8
15342at7399	0.96
15361at7399	0.66
15362at7399	0.68
15366at7399	0.9
15367at7399	0.67
15373at7399	0.91
15377at7399	0.79
15380at7399	0.91
15386at7399	0.68
15388at7399	0.84
15391at7399	0.83
15392at7399	0.87
15395at7399	0.98
15402at7399	0.68
15406at7399	0.663333333
15414at7399	0.23
15420at7399	0.89
15421at7399	0.93
15422at7399	0.8
15429at7399	0.81
15430at7399	0.52
15431at7399	0.99
15432at7399	0.95
15438at7399	0.88
15439at7399	0.92
15441at7399	0.88
15444at7399	0.7
15445at7399	0.84
15447at7399	0.95
15450at7399	0.83
15456at7399	0.815454545
15457at7399	0.93
15459at7399	0.49
15465at7399	0.59
15467at7399	0.54
15474at7399	0.9
15475at7399	0.51
15481at7399	0.8633333329999999
15482at7399	0.88
15484at7399	0.55
15489at7399	0.85
15495at7399	0.84
15497at7399	0.88
15504at7399	0.78
15506at7399	0.61
15507at7399	0.81
15514at7399	0.77
15516at7399	0.46
15521at7399	0.99
15522at7399	0.95
15528at7399	0.55
15531at7399	0.39
15532at7399	0.82
15536at7399	0.73
15539at7399	0.91
15542at7399	0.94
15543at7399	0.69
15551at7399	0.84
15553at7399	0.78
15556at7399	0.79
15558at7399	0.31
15562at7399	0.63
15585at7399	0.9
15586at7399	0.94
15587at7399	0.595
15589at7399	0.88
15602at7399	0.81
15603at7399	0.95
15605at7399	0.41
15611at7399	0.15
15616at7399	0.88
15619at7399	0.94
15623at7399	0.95
15628at7399	0.83
15630at7399	0.86
15633at7399	0.95
15638at7399	0.21
15639at7399	0.8
15644at7399	0.47
15649at7399	0.83
15656at7399	0.96
15659at7399	0.74
15661at7399	0.93
15665at7399	0.92
15668at7399	0.94
15671at7399	0.79625
15672at7399	0.6
15673at7399	0.46
15679at7399	0.78
15681at7399	0.85
15683at7399	0.99
15684at7399	0.8
15686at7399	0.77
15687at7399	0.92
15690at7399	0.56
15691at7399	0.81
15696at7399	0.86
15700at7399	0.88
15703at7399	0.71
15707at7399	0.77
15713at7399	0.98
15716at7399	0.59
15717at7399	0.14
15722at7399	0.76
15730at7399	0.81
15732at7399	0.48
15736at7399	0.54
15737at7399	0.99
15739at7399	0.945
15744at7399	0.93
15746at7399	0.85
15747at7399	0.93
15749at7399	0.71
15750at7399	0.57
15752at7399	0.89
15753at7399	0.73
15757at7399	0.69
15762at7399	0.99
15763at7399	0.85
15764at7399	0.57
15765at7399	0.8
15766at7399	0.82
15769at7399	0.92
15770at7399	0.89
15771at7399	0.95
15773at7399	0.78
15780at7399	0.57
15782at7399	0.72
15787at7399	0.675
15788at7399	0.79
15795at7399	0.9
15800at7399	0.86
15801at7399	0.72
15802at7399	0.75
15803at7399	0.78
15808at7399	0.81
15809at7399	0.89
15822at7399	0.83
15829at7399	0.615
15830at7399	0.685
15835at7399	1.0
15841at7399	0.91
15846at7399	0.98
15850at7399	0.64
15852at7399	0.81
15855at7399	0.42
15858at7399	0.94
15862at7399	0.7
15865at7399	0.87
15872at7399	0.3
15876at7399	0.88
15879at7399	0.76
15880at7399	0.84
15884at7399	0.67
15890at7399	0.7
15892at7399	0.81
15895at7399	0.96
15899at7399	0.95
15903at7399	0.83
15908at7399	1.0
15909at7399	0.77
15911at7399	0.24
15914at7399	0.93
15919at7399	0.51
15920at7399	0.703333333
15928at7399	0.63
15930at7399	0.99
15935at7399	0.85
15937at7399	1.0
15939at7399	0.7
15941at7399	0.91
15950at7399	0.68
15958at7399	0.94
15962at7399	0.91
15963at7399	0.88
15967at7399	0.64
15970at7399	0.536
15972at7399	0.39
15973at7399	0.79
15979at7399	0.66
15988at7399	0.94
15989at7399	0.62
15993at7399	0.86
15996at7399	0.95
15997at7399	0.86
15998at7399	0.99
15999at7399	0.85
16003at7399	0.61
16004at7399	0.95
16005at7399	0.88
16007at7399	0.45
16010at7399	0.95
16011at7399	0.87
16012at7399	0.74
16014at7399	0.74
16022at7399	0.77
16041at7399	0.85
16047at7399	0.86
16048at7399	0.99
16050at7399	0.75
16058at7399	0.29
16059at7399	0.73
16069at7399	0.92
16077at7399	0.66
16083at7399	0.93
16094at7399	0.85
16095at7399	0.93
16101at7399	1.0
16102at7399	0.97
16107at7399	0.9
16108at7399	0.68
16110at7399	0.81
16112at7399	0.78
16116at7399	0.73
16122at7399	0.66
16133at7399	0.89
16136at7399	0.94
16137at7399	0.84
16138at7399	0.89
16141at7399	0.98
16142at7399	0.92
16153at7399	0.55
16164at7399	0.8
16165at7399	0.92
16166at7399	0.77
16167at7399	0.55
16170at7399	0.7
16173at7399	0.59
16175at7399	0.84
16183at7399	0.82
16186at7399	0.89
16187at7399	0.62
16191at7399	0.88
16202at7399	0.74
16207at7399	0.5
16215at7399	0.9
16222at7399	0.93
16223at7399	0.66
16226at7399	0.9
16230at7399	0.83
16232at7399	0.68
16233at7399	0.59
16235at7399	0.92
16236at7399	0.55
16237at7399	0.63
16243at7399	0.86
16246at7399	0.36
16247at7399	0.97
16250at7399	0.7
16254at7399	0.685
16255at7399	0.91
16256at7399	0.75
16257at7399	0.89
16261at7399	0.89
16264at7399	0.83
16270at7399	0.54
16272at7399	0.87
16277at7399	0.88
16278at7399	0.65
16280at7399	0.92
16282at7399	0.85
16283at7399	0.8
16285at7399	0.97
16287at7399	0.78
16289at7399	0.65
16293at7399	0.68
16295at7399	0.92
16299at7399	0.18
16304at7399	0.79
16306at7399	0.96
16310at7399	0.76
16312at7399	0.5
16314at7399	0.91
16317at7399	0.51
16323at7399	0.91
16327at7399	0.833333333
16329at7399	0.97
16332at7399	0.83
16337at7399	0.52
16340at7399	0.69
16341at7399	0.56
16347at7399	0.97
16350at7399	0.72
16353at7399	0.55
16358at7399	0.51
16359at7399	0.93
16360at7399	0.745
16361at7399	0.53
16362at7399	0.76
16363at7399	0.72
16364at7399	0.74
16365at7399	0.87
16366at7399	0.9
16367at7399	0.94
16369at7399	0.83
16371at7399	0.3
16372at7399	0.92
16374at7399	0.8
16379at7399	0.5
16390at7399	0.56
16391at7399	0.71
16392at7399	0.67
16393at7399	0.8
16394at7399	0.54
16401at7399	0.7
16402at7399	0.698333333
16404at7399	0.88
16406at7399	0.77
16407at7399	0.97
16408at7399	0.7
16412at7399	0.98
16415at7399	0.46
16417at7399	0.54
16425at7399	0.79
16426at7399	0.9
16427at7399	0.39
16433at7399	0.93
16435at7399	0.8
16436at7399	0.74
16437at7399	0.68
16439at7399	0.51
16446at7399	0.92
16453at7399	0.8
16455at7399	0.89
16457at7399	0.87
16459at7399	0.97
16460at7399	0.8
16461at7399	0.81
16471at7399	0.555
16472at7399	0.67
16474at7399	0.87
16476at7399	0.68
16487at7399	0.87
16494at7399	0.8
16496at7399	0.82
16501at7399	0.47
16502at7399	0.8
16511at7399	0.966666667
16514at7399	0.87
16517at7399	0.65
16520at7399	0.79
16522at7399	0.81
16526at7399	0.82
16527at7399	0.57
16533at7399	0.83
16534at7399	0.44
16535at7399	0.64
16536at7399	0.96
16538at7399	0.48
16540at7399	0.67
16543at7399	0.72
16549at7399	0.82
16554at7399	0.48
16555at7399	0.536666667
16567at7399	0.93
16568at7399	0.83
16569at7399	0.38
16572at7399	0.543333333
16575at7399	0.68
16581at7399	0.91
16587at7399	0.62
16588at7399	0.88
16593at7399	0.88
16595at7399	1.0
16597at7399	0.48
16599at7399	0.89
16605at7399	0.91
16609at7399	0.67
16614at7399	0.9
16616at7399	0.92
16617at7399	0.83
16620at7399	0.75
16621at7399	0.77
16628at7399	0.93
16633at7399	0.82
16634at7399	0.6
16639at7399	0.87
16640at7399	0.81
16643at7399	0.79
16653at7399	0.86
16661at7399	0.99
16662at7399	0.28
16669at7399	0.99
16675at7399	0.98
16685at7399	0.97
16687at7399	0.74
16688at7399	0.66
16701at7399	0.91
16705at7399	0.9
16711at7399	0.95
16713at7399	0.91
16722at7399	0.8
16730at7399	0.71
16734at7399	0.88
16735at7399	0.94
16736at7399	0.99
16737at7399	0.68
16738at7399	0.82
16746at7399	0.89
16747at7399	0.08
16749at7399	0.73
16751at7399	0.57
16752at7399	0.76
16755at7399	0.8
16757at7399	0.86
16759at7399	0.68
16761at7399	0.65
16765at7399	0.54
16766at7399	0.88
16767at7399	0.91
16768at7399	0.63
16772at7399	0.58
16773at7399	0.77
16776at7399	0.75
16777at7399	0.74
16780at7399	0.59
16781at7399	0.81
16784at7399	0.93
16792at7399	0.85
16793at7399	0.93
16794at7399	0.8
16796at7399	0.86
16816at7399	0.78
16823at7399	0.8
16828at7399	0.77
16830at7399	0.94
16838at7399	0.94
16839at7399	0.66
16843at7399	0.75
16846at7399	0.62
16849at7399	0.9
16853at7399	0.82
16854at7399	0.88
16855at7399	0.29
16857at7399	0.0
16860at7399	0.595
16865at7399	0.35
16867at7399	0.65
16868at7399	0.71
16871at7399	0.64
16877at7399	0.96
16878at7399	0.37
16879at7399	0.82
16884at7399	0.34
16885at7399	0.8
16894at7399	0.73
16895at7399	0.78
16899at7399	0.62
16902at7399	0.56
16906at7399	0.94
16907at7399	0.94
16910at7399	0.58
16911at7399	0.91
16912at7399	0.44
16913at7399	0.92
16919at7399	0.9
16921at7399	0.89
16930at7399	0.83
16935at7399	0.8
16936at7399	0.72
16937at7399	0.92
16942at7399	0.83
16943at7399	0.9
16946at7399	0.563333333
16950at7399	0.71
16954at7399	0.53
16956at7399	0.99
16959at7399	0.57
16962at7399	0.82
16964at7399	0.745
16967at7399	0.97
16973at7399	0.88
16979at7399	0.9
16981at7399	0.51
16989at7399	0.81
16994at7399	0.9
16996at7399	0.75
16997at7399	0.89
16998at7399	0.87
16999at7399	0.49
17000at7399	0.87
17007at7399	0.87
17009at7399	0.91
17015at7399	0.35
17017at7399	0.7725
17018at7399	0.23
17020at7399	0.6
17021at7399	0.74
17022at7399	0.85
17025at7399	0.39
17027at7399	0.63
17028at7399	0.95
17033at7399	0.9
17034at7399	0.93
17035at7399	0.93
17037at7399	0.39
17041at7399	0.58
17042at7399	0.79
17043at7399	0.39285714299999996
17045at7399	0.87
17046at7399	0.87
17048at7399	0.95
17049at7399	0.78
17050at7399	0.32
17053at7399	0.86
17063at7399	0.74
17065at7399	0.53
17067at7399	0.54
17087at7399	0.19
17089at7399	0.88
17094at7399	0.45
17098at7399	0.69
17099at7399	0.83
17102at7399	0.95
17113at7399	0.76
17121at7399	0.34
17123at7399	0.43
17125at7399	0.92
17126at7399	0.64
17128at7399	0.71
17132at7399	0.82
17134at7399	0.86
17139at7399	0.78
17143at7399	0.61
17148at7399	0.63
17151at7399	0.88
17153at7399	1.0
17157at7399	0.62
17158at7399	0.91
17160at7399	0.85
17161at7399	0.62
17162at7399	0.88
17165at7399	0.79
17167at7399	0.84
17169at7399	0.47
17182at7399	0.58
17189at7399	0.69
17200at7399	0.97
17205at7399	0.34
17208at7399	0.85
17216at7399	0.89
17231at7399	0.88
17233at7399	0.79
17234at7399	0.58
17238at7399	0.48
17241at7399	0.88
17244at7399	0.91
17254at7399	0.91
17256at7399	0.93
17258at7399	0.62
17267at7399	0.68
17274at7399	0.51
17277at7399	0.91
17281at7399	0.71
17295at7399	0.8
17297at7399	0.44
17301at7399	0.81
17302at7399	0.94
17310at7399	0.65
17311at7399	0.5
17317at7399	0.88
17325at7399	0.92
17329at7399	0.8
17333at7399	0.6
17339at7399	0.64
17342at7399	0.77
17348at7399	0.91
17350at7399	0.94
17356at7399	0.71
17357at7399	0.9
17365at7399	0.55
17370at7399	0.95
17371at7399	0.86
17384at7399	0.7
17386at7399	0.43
17389at7399	0.82
17396at7399	0.48
17410at7399	0.76
17411at7399	0.87
17417at7399	0.8
17418at7399	0.83
17419at7399	0.85
17420at7399	0.89
17423at7399	0.83
17425at7399	0.63
17428at7399	0.54
17430at7399	0.29
17434at7399	0.93
17445at7399	0.905
17449at7399	0.47
17450at7399	0.99
17456at7399	0.93
17463at7399	0.9
17466at7399	0.9
17467at7399	0.99
17469at7399	0.11
17472at7399	0.85
17480at7399	0.45
17485at7399	0.93
17486at7399	0.53
17492at7399	0.96
17496at7399	0.9
17497at7399	0.78
17498at7399	0.29
17499at7399	0.81
17503at7399	0.63
17504at7399	0.63
17505at7399	0.93
17506at7399	0.61
17508at7399	0.93
17509at7399	0.67
17512at7399	0.85
17520at7399	0.88
17521at7399	0.91
17525at7399	0.52
17529at7399	0.46
17530at7399	0.55
17534at7399	0.94
17536at7399	0.87
17545at7399	0.87
17555at7399	0.55
17561at7399	0.75
17562at7399	0.95
17564at7399	0.46
17570at7399	0.62
17572at7399	0.82
17574at7399	0.95
17575at7399	0.89
17577at7399	0.72
17578at7399	0.9
17581at7399	0.75
17583at7399	0.71
17587at7399	0.56
17591at7399	0.89
17593at7399	0.9
17598at7399	0.84
17600at7399	0.49
17602at7399	0.64
17603at7399	0.92
17604at7399	0.765
17608at7399	0.89
17609at7399	0.94
17621at7399	0.83
17635at7399	0.82
17638at7399	0.53
17644at7399	0.87
17650at7399	0.9
17652at7399	0.51
17656at7399	0.78
17657at7399	0.65
17661at7399	0.91
17663at7399	0.93
17665at7399	0.73
17666at7399	0.81
17677at7399	0.77
17681at7399	0.96
17683at7399	0.77
17684at7399	0.77
17692at7399	0.82
17694at7399	1.0
17697at7399	0.75
17700at7399	0.79
17702at7399	0.84
17703at7399	0.685
17704at7399	0.533333333
17721at7399	0.99
17728at7399	0.91
17730at7399	0.94
17732at7399	0.5
17735at7399	0.74
17743at7399	0.715
17749at7399	0.89
17750at7399	0.87
17752at7399	0.6
17753at7399	0.5
17757at7399	0.53
17759at7399	0.73
17761at7399	0.72
17764at7399	0.93
17768at7399	0.84
17771at7399	0.85
17775at7399	0.89
17776at7399	0.72
17777at7399	0.93
17779at7399	0.87
17787at7399	0.94
17790at7399	0.83
17797at7399	0.91
17800at7399	0.81
17801at7399	0.43
17803at7399	0.78
17804at7399	0.91
17815at7399	0.95
17817at7399	0.88
17821at7399	0.78
17824at7399	0.74
17826at7399	0.72
17827at7399	0.8
17841at7399	0.78
17842at7399	0.9
17850at7399	0.73
17851at7399	0.9
17859at7399	0.99
17860at7399	0.93
17871at7399	0.9
17872at7399	0.9
17873at7399	0.81
17875at7399	0.48
17881at7399	0.66
17886at7399	0.89
17890at7399	0.74
17892at7399	0.78
17895at7399	0.84
17900at7399	0.71
17901at7399	0.683333333
17903at7399	0.35
17904at7399	0.9
17909at7399	0.87
17911at7399	0.96
17912at7399	0.78
17918at7399	0.87
17920at7399	0.67
17922at7399	0.8
17923at7399	0.79
17926at7399	0.93
17927at7399	0.82
17934at7399	0.85
17939at7399	0.89
17945at7399	0.92
17946at7399	0.75
17947at7399	0.85
17948at7399	0.94
17951at7399	0.9
17952at7399	0.78
17954at7399	0.5
17965at7399	0.66
17967at7399	0.76
17969at7399	0.73
17970at7399	0.85
17971at7399	0.92
17974at7399	0.95
17978at7399	0.95
17987at7399	0.94
17990at7399	0.9
17991at7399	0.94
17993at7399	0.92
17994at7399	0.91
17995at7399	0.92
18007at7399	0.61
18010at7399	0.72
18011at7399	0.59
18016at7399	0.86
18018at7399	0.61
18026at7399	0.9
18027at7399	0.81
18031at7399	0.56
18032at7399	0.78
18033at7399	0.87
18036at7399	0.73
18038at7399	0.54
18039at7399	0.41
18041at7399	0.76
18042at7399	0.79
18046at7399	0.55
18049at7399	0.87
18050at7399	0.97
18056at7399	0.726666667
18057at7399	0.87
18058at7399	0.72
18059at7399	0.35
18066at7399	0.44
18067at7399	0.84
18070at7399	0.95
18073at7399	0.96
18076at7399	0.9
18077at7399	0.8
18078at7399	0.62
18081at7399	0.89
18084at7399	0.86
18087at7399	0.8
18099at7399	0.9
18100at7399	0.91
18103at7399	0.96
18105at7399	0.92
18109at7399	0.7
18121at7399	0.91
18124at7399	0.82
18126at7399	0.89
18132at7399	0.69
18135at7399	0.95
18136at7399	0.02
18142at7399	0.58
18151at7399	0.97
18153at7399	0.86
18168at7399	0.95
18169at7399	0.61
18175at7399	0.65
18176at7399	0.9
18177at7399	0.89
18182at7399	0.71
18183at7399	0.94
18186at7399	0.81
18187at7399	0.89
18195at7399	0.79
18204at7399	0.77
18211at7399	0.92
18212at7399	0.53
18213at7399	0.9
18214at7399	0.21
18215at7399	0.8
18217at7399	0.52
18222at7399	0.65
18225at7399	0.86
18228at7399	0.88
18232at7399	0.97
18237at7399	0.93
18238at7399	0.59
18240at7399	0.41
18241at7399	0.73
18242at7399	0.92
18247at7399	0.6
18248at7399	0.83
18251at7399	0.67
18253at7399	0.93
18259at7399	0.92
18260at7399	0.84
18272at7399	0.53
18273at7399	0.7
18275at7399	0.55
18280at7399	0.76
18284at7399	0.63
18286at7399	0.57
18294at7399	0.89
18295at7399	0.71
18301at7399	1.0
18303at7399	0.92
18314at7399	0.66
18315at7399	0.82
18316at7399	0.69
18320at7399	0.41
18321at7399	0.82
18322at7399	0.82
18323at7399	0.91
18324at7399	0.82
18326at7399	0.78
18329at7399	1.0
18331at7399	0.6321428570000001
18335at7399	0.36
18337at7399	0.62
18339at7399	0.96
18345at7399	0.99
18361at7399	0.88
18363at7399	0.39
18368at7399	0.82
18370at7399	0.9
18373at7399	0.75
18374at7399	0.0
18375at7399	0.87
18382at7399	0.98
18385at7399	0.93
18403at7399	0.89
18406at7399	0.79
18407at7399	0.8
18408at7399	0.35
18411at7399	0.63
18412at7399	0.98
18413at7399	0.86
18416at7399	0.54
18424at7399	0.91
18425at7399	0.6
18427at7399	0.19
18428at7399	0.96
18435at7399	0.21
18437at7399	0.6
18445at7399	0.52
18447at7399	0.85
18453at7399	0.72
18457at7399	0.89
18458at7399	0.78
18462at7399	0.97
18464at7399	0.83
18474at7399	0.89
18479at7399	0.87
18482at7399	0.9
18488at7399	0.49
18489at7399	0.52
18490at7399	0.57
18493at7399	0.53
18494at7399	0.7
18498at7399	0.89
18503at7399	0.96
18505at7399	0.63
18508at7399	0.5
18511at7399	0.9
18526at7399	0.92
18535at7399	0.86
18539at7399	0.7
18543at7399	0.86
18546at7399	0.89
18548at7399	0.65
18557at7399	0.66
18558at7399	0.64
18562at7399	0.44
18563at7399	0.66
18568at7399	0.76
18572at7399	0.89
18574at7399	1.0
18575at7399	0.73
18576at7399	0.91
18577at7399	0.83
18585at7399	0.77
18596at7399	0.89
18597at7399	0.6
18600at7399	0.95
18602at7399	0.83
18603at7399	0.87
18608at7399	0.92
18609at7399	0.8
18615at7399	0.64
18616at7399	0.9
18617at7399	0.31
18619at7399	0.92
18626at7399	0.65
18629at7399	0.88
18630at7399	0.88
18631at7399	0.94
18633at7399	0.87
18634at7399	0.87
18641at7399	0.61
18647at7399	0.86
18650at7399	0.91
18653at7399	0.715
18657at7399	0.87
18658at7399	0.94
18660at7399	0.98
18662at7399	0.76
18664at7399	0.28
18672at7399	0.85
18673at7399	0.88
18679at7399	0.73
18692at7399	0.85
18701at7399	0.93
18703at7399	0.97
18709at7399	0.72
18710at7399	0.89
18714at7399	0.78
18715at7399	0.62
18716at7399	0.95
18723at7399	0.74
18724at7399	0.77
18726at7399	0.73
18729at7399	0.53
18731at7399	0.87
18732at7399	0.895
18733at7399	0.87
18734at7399	0.95
18743at7399	0.81
18748at7399	0.62
18749at7399	0.9
18751at7399	0.81
18752at7399	0.9
18753at7399	0.36
18755at7399	0.785
18759at7399	0.85
18761at7399	0.24
18763at7399	0.95
18765at7399	0.61
18766at7399	0.95
18769at7399	0.72
18770at7399	0.53
18773at7399	0.74
18775at7399	0.93
18776at7399	0.62
18779at7399	0.93
18791at7399	0.78
18794at7399	0.65
18795at7399	0.92
18796at7399	0.65
18799at7399	0.38
18803at7399	0.95
18807at7399	0.88
18808at7399	0.94
18811at7399	0.54
18813at7399	0.62
18815at7399	0.72
18816at7399	0.88
18820at7399	0.786666667
18823at7399	0.63
18824at7399	0.84
18830at7399	0.46
18833at7399	0.66
18834at7399	0.73
18836at7399	0.75
18839at7399	0.66
18847at7399	0.79
18853at7399	0.69
18855at7399	0.65
18856at7399	0.94
18866at7399	0.75
18867at7399	0.82
18869at7399	0.68
18871at7399	0.94
18875at7399	0.87
18876at7399	0.96
18879at7399	0.46
18884at7399	0.77
18887at7399	0.98
18893at7399	0.73
18896at7399	0.85
18898at7399	0.52
18899at7399	0.87
18900at7399	0.64
18901at7399	0.89
18906at7399	0.9
18909at7399	0.93
18917at7399	0.65
18923at7399	0.89
18926at7399	0.95
18930at7399	0.91
18935at7399	0.94
18939at7399	0.49
18941at7399	0.54
18942at7399	0.85
18948at7399	0.6
18952at7399	0.66
18953at7399	0.83
18954at7399	0.96
18955at7399	0.47
