orthogroup	PHC
14036at7399	0.03
14038at7399	0.59
14041at7399	0.23
14043at7399	0.14
14046at7399	0.085
14048at7399	0.43
14049at7399	0.36
14051at7399	0.26
14052at7399	0.34
14064at7399	0.48
14065at7399	0.32
14067at7399	0.39
14068at7399	0.34
14069at7399	0.4
14070at7399	0.63
14072at7399	0.43
14075at7399	0.36
14076at7399	0.41
14084at7399	0.63
14087at7399	0.15
14088at7399	0.69
14090at7399	0.53
14095at7399	0.4
14099at7399	0.15
14103at7399	0.15
14115at7399	0.51
14118at7399	0.44
14120at7399	0.35
14127at7399	0.12
14128at7399	0.35
14130at7399	0.06
14131at7399	0.48
14133at7399	0.31
14135at7399	0.48
14136at7399	0.15
14141at7399	0.5
14156at7399	0.54
14158at7399	0.39
14163at7399	0.49
14174at7399	0.57
14177at7399	0.01
14178at7399	0.02
14182at7399	0.38
14183at7399	0.49
14190at7399	0.62
14192at7399	0.64
14197at7399	0.19
14201at7399	0.44
14203at7399	0.47
14204at7399	0.2
14210at7399	0.6
14212at7399	0.43
14214at7399	0.49
14216at7399	0.49
14217at7399	0.42
14219at7399	0.46
14225at7399	0.21
14232at7399	0.19
14236at7399	0.72
14237at7399	0.12
14242at7399	0.32
14243at7399	0.39
14244at7399	0.55
14245at7399	0.22
14250at7399	0.66
14251at7399	0.43
14254at7399	0.55
14257at7399	0.5
14258at7399	0.53
14259at7399	0.2
14261at7399	0.263333333
14262at7399	0.2
14264at7399	0.87
14270at7399	0.23
14273at7399	0.19
14280at7399	0.25
14282at7399	0.42
14287at7399	0.42
14288at7399	0.6
14291at7399	0.64
14292at7399	0.3
14293at7399	0.23
14295at7399	0.43
14296at7399	0.51
14298at7399	0.37
14302at7399	0.23
14303at7399	0.4
14304at7399	0.17
14312at7399	0.64
14315at7399	0.7
14317at7399	0.44
14328at7399	0.49
14332at7399	0.68
14337at7399	0.14
14350at7399	0.23
14351at7399	0.59
14357at7399	0.44
14366at7399	0.33
14381at7399	0.48
14382at7399	0.38
14395at7399	0.22
14400at7399	0.32
14404at7399	0.35
14406at7399	0.25
14408at7399	0.2
14416at7399	0.33
14419at7399	0.65
14425at7399	0.18
14442at7399	0.54
14447at7399	0.28
14451at7399	0.14
14452at7399	0.6
14453at7399	0.38
14454at7399	0.43
14455at7399	0.48
14458at7399	0.68
14459at7399	0.49
14464at7399	0.59
14465at7399	0.9
14468at7399	0.05
14474at7399	0.53
14483at7399	0.42
14484at7399	0.21
14485at7399	0.16
14488at7399	0.155
14493at7399	0.57
14495at7399	0.44
14498at7399	0.28
14502at7399	0.3
14506at7399	0.11
14514at7399	0.6
14515at7399	0.67
14517at7399	0.38
14518at7399	0.51
14523at7399	0.67
14527at7399	0.29
14530at7399	0.0
14531at7399	0.14
14533at7399	0.26
14535at7399	0.16
14539at7399	0.38
14541at7399	0.24
14544at7399	0.57
14546at7399	0.43
14547at7399	0.285
14551at7399	0.28
14554at7399	0.0
14556at7399	0.44
14557at7399	0.41
14565at7399	0.28
14566at7399	0.61
14568at7399	0.05
14573at7399	0.06
14574at7399	0.18
14575at7399	0.11
14579at7399	0.29
14580at7399	0.25
14582at7399	0.905
14584at7399	0.44
14593at7399	0.11
14594at7399	0.37
14595at7399	0.45
14596at7399	0.16
14597at7399	0.41
14601at7399	0.46
14603at7399	0.63
14610at7399	0.3
14612at7399	0.6
14625at7399	0.36
14629at7399	0.51
14631at7399	0.57
14636at7399	0.11
14638at7399	0.6
14643at7399	0.56
14647at7399	0.41
14649at7399	0.45
14650at7399	0.37
14654at7399	0.47
14657at7399	0.21
14664at7399	0.16
14667at7399	0.41
14668at7399	0.15
14674at7399	0.16
14678at7399	0.09
14679at7399	0.59
14680at7399	0.253333333
14685at7399	0.45
14694at7399	0.24
14697at7399	0.06
14698at7399	0.3
14706at7399	0.24
14710at7399	0.25
14711at7399	0.38
14715at7399	0.2
14716at7399	0.58
14725at7399	0.28
14728at7399	0.08
14734at7399	0.53
14745at7399	0.4
14747at7399	0.19
14754at7399	0.65
14755at7399	0.66
14759at7399	0.18
14762at7399	0.63
14765at7399	0.14
14768at7399	0.22
14772at7399	0.375
14775at7399	0.65
14776at7399	0.48
14781at7399	0.32
14784at7399	0.23
14787at7399	0.25
14793at7399	0.4
14806at7399	0.67
14813at7399	0.28
14814at7399	0.21
14815at7399	0.35
14821at7399	0.49
14822at7399	0.46
14829at7399	0.35
14831at7399	0.08
14838at7399	0.11
14841at7399	0.38
14842at7399	0.115
14848at7399	0.13
14849at7399	0.56
14854at7399	0.72
14863at7399	0.39
14871at7399	0.07
14872at7399	0.52
14877at7399	0.98
14878at7399	0.18
14884at7399	0.25
14886at7399	0.47
14888at7399	0.64
14889at7399	0.32
14895at7399	0.66
14897at7399	0.58
14903at7399	0.52
14906at7399	0.69
14916at7399	0.43
14920at7399	0.6
14923at7399	0.22
14924at7399	0.1
14926at7399	0.21
14927at7399	0.32
14929at7399	0.43
14930at7399	0.58
14935at7399	0.37
14937at7399	0.58
14938at7399	0.09
14940at7399	0.26
14946at7399	0.26
14949at7399	0.25
14951at7399	0.51
14952at7399	0.43
14955at7399	0.46
14959at7399	0.47
14961at7399	0.07
14969at7399	0.41
14970at7399	0.32
14972at7399	0.16
14979at7399	0.16
14980at7399	0.68
14982at7399	0.25
14985at7399	0.42
14986at7399	0.57
14989at7399	0.39
14996at7399	0.37
15001at7399	0.35
15002at7399	0.83
15006at7399	0.17
15008at7399	0.4
15009at7399	0.39
15011at7399	0.29
15015at7399	0.58
15017at7399	0.61
15029at7399	0.2
15032at7399	0.18
15040at7399	0.08
15042at7399	0.03
15043at7399	0.36
15048at7399	0.51
15052at7399	0.31
15053at7399	0.45
15054at7399	0.55
15060at7399	0.69
15062at7399	0.18
15063at7399	0.14
15065at7399	0.18
15071at7399	0.31
15089at7399	0.49
15093at7399	0.16
15099at7399	0.15
15101at7399	0.2
15103at7399	0.28
15104at7399	0.19
15105at7399	0.27
15115at7399	0.11
15116at7399	0.11
15120at7399	0.13
15123at7399	0.41
15128at7399	0.64
15129at7399	0.49
15132at7399	0.27
15138at7399	0.37
15140at7399	0.53
15141at7399	0.39
15142at7399	0.74
15144at7399	0.39
15145at7399	0.56
15147at7399	0.75
15150at7399	0.19
15152at7399	0.61
15157at7399	0.65
15165at7399	0.27
15172at7399	0.18
15174at7399	0.325
15186at7399	0.27
15187at7399	0.55
15192at7399	0.45
15199at7399	0.68
15200at7399	0.54
15204at7399	0.26
15206at7399	0.41
15208at7399	0.4
15210at7399	0.54
15214at7399	0.39
15215at7399	0.16
15222at7399	0.32
15223at7399	0.49
15229at7399	0.16
15230at7399	0.17
15233at7399	0.45
15237at7399	0.5
15240at7399	0.92
15245at7399	0.08
15248at7399	0.3
15250at7399	0.46
15256at7399	0.55
15259at7399	0.37
15264at7399	0.44
15267at7399	0.31
15274at7399	0.35
15275at7399	0.1
15279at7399	0.15
15280at7399	0.4
15283at7399	0.53
15287at7399	0.29
15290at7399	0.11
15293at7399	0.27
15294at7399	0.15
15295at7399	0.07
15300at7399	0.6
15304at7399	0.4
15305at7399	0.57
15309at7399	0.53
15314at7399	0.32
15319at7399	0.48
15320at7399	0.58
15322at7399	0.48
15331at7399	0.52
15336at7399	0.43
15338at7399	0.56
15339at7399	0.67
15340at7399	0.41
15342at7399	0.82
15361at7399	0.4
15362at7399	0.21
15366at7399	0.44
15367at7399	0.23
15373at7399	0.54
15377at7399	0.4
15380at7399	0.33
15386at7399	0.02
15388at7399	0.42
15391at7399	0.24
15392at7399	0.57
15395at7399	0.86
15402at7399	0.32
15406at7399	0.10666666699999999
15414at7399	0.14
15420at7399	0.73
15421at7399	0.63
15422at7399	0.44
15429at7399	0.38
15430at7399	0.15
15431at7399	0.48
15432at7399	0.8
15438at7399	0.47
15439at7399	0.57
15441at7399	0.22
15444at7399	0.24
15445at7399	0.45
15447at7399	0.71
15450at7399	0.49
15456at7399	0.033636364
15457at7399	0.5
15459at7399	0.16
15465at7399	0.15
15467at7399	0.12
15474at7399	0.4
15475at7399	0.23
15481at7399	0.096666667
15482at7399	0.36
15484at7399	0.1
15489at7399	0.58
15495at7399	0.47
15497at7399	0.3
15504at7399	0.5
15506at7399	0.21
15507at7399	0.52
15514at7399	0.48
15516at7399	0.18
15521at7399	0.45
15522at7399	0.68
15528at7399	0.22
15531at7399	0.23
15532at7399	0.61
15536at7399	0.39
15539at7399	0.51
15542at7399	0.6
15543at7399	0.15
15551at7399	0.36
15553at7399	0.28
15556at7399	0.2
15558at7399	0.09
15562at7399	0.23
15585at7399	0.38
15586at7399	0.54
15587at7399	0.355
15589at7399	0.51
15602at7399	0.41
15603at7399	0.6
15605at7399	0.18
15611at7399	0.06
15616at7399	0.31
15619at7399	0.5
15623at7399	0.74
15628at7399	0.52
15630at7399	0.47
15633at7399	0.67
15638at7399	0.02
15639at7399	0.39
15644at7399	0.32
15649at7399	0.45
15656at7399	0.7
15659at7399	0.43
15661at7399	0.65
15665at7399	0.59
15668at7399	0.49
15671at7399	0.09125
15672at7399	0.35
15673at7399	0.29
15679at7399	0.42
15681at7399	0.61
15683at7399	0.92
15684at7399	0.38
15686at7399	0.38
15687at7399	0.44
15690at7399	0.15
15691at7399	0.48
15696at7399	0.24
15700at7399	0.29
15703at7399	0.05
15707at7399	0.29
15713at7399	0.32
15716at7399	0.21
15717at7399	0.04
15722at7399	0.38
15730at7399	0.32
15732at7399	0.29
15736at7399	0.17
15737at7399	0.43
15739at7399	0.52
15744at7399	0.6
15746at7399	0.44
15747at7399	0.46
15749at7399	0.38
15750at7399	0.3
15752at7399	0.48
15753at7399	0.22
15757at7399	0.21
15762at7399	0.33
15763at7399	0.36
15764at7399	0.17
15765at7399	0.38
15766at7399	0.43
15769at7399	0.63
15770at7399	0.42
15771at7399	0.69
15773at7399	0.46
15780at7399	0.27
15782at7399	0.5
15787at7399	0.4
15788at7399	0.29
15795at7399	0.69
15800at7399	0.33
15801at7399	0.19
15802at7399	0.27
15803at7399	0.32
15808at7399	0.395
15809at7399	0.34
15822at7399	0.24
15829at7399	0.325
15830at7399	0.165
15835at7399	0.96
15841at7399	0.52
15846at7399	0.55
15850at7399	0.16
15852at7399	0.42
15855at7399	0.21
15858at7399	0.46
15862at7399	0.28
15865at7399	0.48
15872at7399	0.04
15876at7399	0.43
15879at7399	0.45
15880at7399	0.33
15884at7399	0.25
15890at7399	0.19
15892at7399	0.46
15895at7399	0.41
15899at7399	0.6
15903at7399	0.44
15908at7399	0.98
15909at7399	0.41
15911at7399	0.06
15914at7399	0.34
15919at7399	0.08
15920at7399	0.083333333
15928at7399	0.32
15930at7399	0.95
15935at7399	0.43
15937at7399	0.83
15939at7399	0.36
15941at7399	0.42
15950at7399	0.32
15958at7399	0.71
15962at7399	0.63
15963at7399	0.59
15967at7399	0.24
15970at7399	0.17800000000000002
15972at7399	0.09
15973at7399	0.29
15979at7399	0.27
15988at7399	0.57
15989at7399	0.1
15993at7399	0.34
15996at7399	0.67
15997at7399	0.43
15998at7399	0.77
15999at7399	0.45
16003at7399	0.16
16004at7399	0.79
16005at7399	0.55
16007at7399	0.23
16010at7399	0.56
16011at7399	0.66
16012at7399	0.44
16014at7399	0.49
16022at7399	0.34
16041at7399	0.3
16047at7399	0.33
16048at7399	0.8
16050at7399	0.28
16058at7399	0.08
16059at7399	0.34
16069at7399	0.66
16077at7399	0.22
16083at7399	0.58
16094at7399	0.34
16095at7399	0.38
16101at7399	0.8
16102at7399	0.79
16107at7399	0.59
16108at7399	0.43
16110at7399	0.43
16112at7399	0.54
16116at7399	0.33
16122at7399	0.2
16133at7399	0.45
16136at7399	0.53
16137at7399	0.36
16138at7399	0.52
16141at7399	0.72
16142at7399	0.55
16153at7399	0.43
16164at7399	0.32
16165at7399	0.62
16166at7399	0.36
16167at7399	0.13
16170at7399	0.21
16173at7399	0.29
16175at7399	0.41
16183at7399	0.6
16186at7399	0.42
16187at7399	0.22
16191at7399	0.36
16202at7399	0.36
16207at7399	0.23
16215at7399	0.4
16222at7399	0.52
16223at7399	0.27
16226at7399	0.57
16230at7399	0.49
16232at7399	0.32
16233at7399	0.37
16235at7399	0.64
16236at7399	0.26
16237at7399	0.37
16243at7399	0.56
16246at7399	0.12
16247at7399	0.68
16250at7399	0.34
16254at7399	0.11
16255at7399	0.71
16256at7399	0.35
16257at7399	0.6
16261at7399	0.39
16264at7399	0.33
16270at7399	0.14
16272at7399	0.52
16277at7399	0.5
16278at7399	0.09
16280at7399	0.56
16282at7399	0.43
16283at7399	0.5
16285at7399	0.67
16287at7399	0.47
16289at7399	0.29
16293at7399	0.34
16295at7399	0.6
16299at7399	0.08
16304at7399	0.43
16306at7399	0.76
16310at7399	0.34
16312at7399	0.18
16314at7399	0.61
16317at7399	0.15
16323at7399	0.61
16327at7399	0.35666666700000005
16329at7399	0.67
16332at7399	0.55
16337at7399	0.2
16340at7399	0.4
16341at7399	0.18
16347at7399	0.74
16350at7399	0.1
16353at7399	0.2
16358at7399	0.1
16359at7399	0.26
16360at7399	0.145
16361at7399	0.31
16362at7399	0.32
16363at7399	0.33
16364at7399	0.72
16365at7399	0.36
16366at7399	0.36
16367at7399	0.52
16369at7399	0.45
16371at7399	0.16
16372at7399	0.47
16374at7399	0.32
16379at7399	0.17
16390at7399	0.28
16391at7399	0.35
16392at7399	0.29
16393at7399	0.48
16394at7399	0.18
16401at7399	0.29
16402at7399	0.030833332999999997
16404at7399	0.48
16406at7399	0.44
16407at7399	0.47
16408at7399	0.48
16412at7399	0.59
16415at7399	0.26
16417at7399	0.18
16425at7399	0.32
16426at7399	0.34
16427at7399	0.16
16433at7399	0.52
16435at7399	0.27
16436at7399	0.15
16437at7399	0.39
16439at7399	0.27
16446at7399	0.61
16453at7399	0.43
16455at7399	0.51
16457at7399	0.39
16459at7399	0.48
16460at7399	0.35
16461at7399	0.4
16471at7399	0.355
16472at7399	0.42
16474at7399	0.39
16476at7399	0.32
16487at7399	0.56
16494at7399	0.49
16496at7399	0.37
16501at7399	0.15
16502at7399	0.53
16511at7399	0.13
16514at7399	0.5
16517at7399	0.32
16520at7399	0.33
16522at7399	0.39
16526at7399	0.41
16527at7399	0.34
16533at7399	0.49
16534at7399	0.12
16535at7399	0.33
16536at7399	0.5
16538at7399	0.33
16540at7399	0.26
16543at7399	0.34
16549at7399	0.35
16554at7399	0.04
16555at7399	0.176666667
16567at7399	0.59
16568at7399	0.32
16569at7399	0.11
16572at7399	0.02
16575at7399	0.24
16581at7399	0.47
16587at7399	0.4
16588at7399	0.49
16593at7399	0.41
16595at7399	0.72
16597at7399	0.11
16599at7399	0.79
16605at7399	0.42
16609at7399	0.12
16614at7399	0.67
16616at7399	0.53
16617at7399	0.42
16620at7399	0.41
16621at7399	0.4
16628at7399	0.55
16633at7399	0.32
16634at7399	0.2
16639at7399	0.48
16640at7399	0.38
16643at7399	0.22
16653at7399	0.51
16661at7399	0.93
16662at7399	0.1
16669at7399	0.96
16675at7399	0.56
16685at7399	0.82
16687at7399	0.39
16688at7399	0.22
16701at7399	0.58
16705at7399	0.55
16711at7399	0.61
16713at7399	0.54
16722at7399	0.5
16730at7399	0.26
16734at7399	0.62
16735at7399	0.68
16736at7399	0.84
16737at7399	0.12
16738at7399	0.22
16746at7399	0.43
16747at7399	0.04
16749at7399	0.29
16751at7399	0.31
16752at7399	0.28
16755at7399	0.34
16757at7399	0.61
16759at7399	0.07
16761at7399	0.26
16765at7399	0.22
16766at7399	0.46
16767at7399	0.51
16768at7399	0.39
16772at7399	0.17
16773at7399	0.5
16776at7399	0.34
16777at7399	0.3
16780at7399	0.12
16781at7399	0.36
16784at7399	0.61
16792at7399	0.53
16793at7399	0.43
16794at7399	0.17
16796at7399	0.33
16816at7399	0.21
16823at7399	0.4
16828at7399	0.35
16830at7399	0.49
16838at7399	0.4
16839at7399	0.3
16843at7399	0.16
16846at7399	0.1
16849at7399	0.64
16853at7399	0.31
16854at7399	0.49
16855at7399	0.23
16857at7399	0.0
16860at7399	0.08
16865at7399	0.05
16867at7399	0.19
16868at7399	0.34
16871at7399	0.23
16877at7399	0.72
16878at7399	0.16
16879at7399	0.46
16884at7399	0.09
16885at7399	0.21
16894at7399	0.27
16895at7399	0.29
16899at7399	0.34
16902at7399	0.26
16906at7399	0.54
16907at7399	0.43
16910at7399	0.19
16911at7399	0.41
16912at7399	0.06
16913at7399	0.48
16919at7399	0.4
16921at7399	0.69
16930at7399	0.14
16935at7399	0.36
16936at7399	0.36
16937at7399	0.54
16942at7399	0.15
16943at7399	0.53
16946at7399	0.023333332999999998
16950at7399	0.32
16954at7399	0.11
16956at7399	0.81
16959at7399	0.15
16962at7399	0.4
16964at7399	0.24
16967at7399	0.53
16973at7399	0.39
16979at7399	0.48
16981at7399	0.17
16989at7399	0.08
16994at7399	0.24
16996at7399	0.05
16997at7399	0.73
16998at7399	0.58
16999at7399	0.21
17000at7399	0.38
17007at7399	0.29
17009at7399	0.45
17015at7399	0.09
17017at7399	0.0475
17018at7399	0.04
17020at7399	0.11
17021at7399	0.45
17022at7399	0.58
17025at7399	0.17
17027at7399	0.0
17028at7399	0.66
17033at7399	0.5
17034at7399	0.56
17035at7399	0.52
17037at7399	0.12
17041at7399	0.22
17042at7399	0.29
17043at7399	0.048571429000000006
17045at7399	0.34
17046at7399	0.62
17048at7399	0.45
17049at7399	0.36
17050at7399	0.18
17053at7399	0.06
17063at7399	0.29
17065at7399	0.2
17067at7399	0.24
17087at7399	0.07
17089at7399	0.39
17094at7399	0.14
17098at7399	0.27
17099at7399	0.39
17102at7399	0.65
17113at7399	0.38
17121at7399	0.13
17123at7399	0.205
17125at7399	0.4
17126at7399	0.28
17128at7399	0.35
17132at7399	0.26
17134at7399	0.38
17139at7399	0.36
17143at7399	0.29
17148at7399	0.17
17151at7399	0.49
17153at7399	0.74
17157at7399	0.35
17158at7399	0.28
17160at7399	0.45
17161at7399	0.35
17162at7399	0.44
17165at7399	0.52
17167at7399	0.24
17169at7399	0.26
17182at7399	0.35
17189at7399	0.11
17200at7399	0.72
17205at7399	0.16
17208at7399	0.36
17216at7399	0.55
17231at7399	0.37
17233at7399	0.17
17234at7399	0.16
17238at7399	0.18
17241at7399	0.5
17244at7399	0.53
17254at7399	0.4
17256at7399	0.73
17258at7399	0.05
17267at7399	0.25
17274at7399	0.2
17277at7399	0.34
17281at7399	0.29
17295at7399	0.32
17297at7399	0.12
17301at7399	0.07
17302at7399	0.62
17310at7399	0.42
17311at7399	0.14
17317at7399	0.51
17325at7399	0.46
17329at7399	0.17
17333at7399	0.36
17339at7399	0.22
17342at7399	0.42
17348at7399	0.49
17350at7399	0.45
17356at7399	0.19
17357at7399	0.52
17365at7399	0.15
17370at7399	0.63
17371at7399	0.41
17384at7399	0.13
17386at7399	0.09
17389at7399	0.36
17396at7399	0.15
17410at7399	0.33
17411at7399	0.5
17417at7399	0.37
17418at7399	0.42
17419at7399	0.44
17420at7399	0.56
17423at7399	0.4
17425at7399	0.28
17428at7399	0.1
17430at7399	0.13
17434at7399	0.53
17445at7399	0.175
17449at7399	0.17
17450at7399	0.4
17456at7399	0.47
17463at7399	0.52
17466at7399	0.55
17467at7399	0.44
17469at7399	0.0
17472at7399	0.5
17480at7399	0.08
17485at7399	0.6
17486at7399	0.24
17492at7399	0.68
17496at7399	0.38
17497at7399	0.25
17498at7399	0.09
17499at7399	0.27
17503at7399	0.27
17504at7399	0.09
17505at7399	0.45
17506at7399	0.33
17508at7399	0.38
17509at7399	0.33
17512at7399	0.41
17520at7399	0.37
17521at7399	0.58
17525at7399	0.14
17529at7399	0.12
17530at7399	0.34
17534at7399	0.7
17536at7399	0.4
17545at7399	0.26
17555at7399	0.28
17561at7399	0.32
17562at7399	0.64
17564at7399	0.05
17570at7399	0.12
17572at7399	0.48
17574at7399	0.37
17575at7399	0.39
17577at7399	0.42
17578at7399	0.49
17581at7399	0.2
17583at7399	0.49
17587at7399	0.34
17591at7399	0.47
17593at7399	0.51
17598at7399	0.385
17600at7399	0.155
17602at7399	0.21
17603at7399	0.34
17604at7399	0.1
17608at7399	0.66
17609at7399	0.66
17621at7399	0.38
17635at7399	0.34
17638at7399	0.26
17644at7399	0.66
17650at7399	0.42
17652at7399	0.11
17656at7399	0.4
17657at7399	0.15
17661at7399	0.56
17663at7399	0.51
17665at7399	0.23
17666at7399	0.46
17677at7399	0.36
17681at7399	0.7
17683at7399	0.33
17684at7399	0.34
17692at7399	0.41
17694at7399	0.85
17697at7399	0.2
17700at7399	0.29
17702at7399	0.35
17703at7399	0.28
17704at7399	0.083333333
17721at7399	0.6
17728at7399	0.49
17730at7399	0.58
17732at7399	0.17
17735at7399	0.18
17743at7399	0.445
17749at7399	0.42
17750at7399	0.36
17752at7399	0.2
17753at7399	0.22
17757at7399	0.22
17759at7399	0.115
17761at7399	0.135
17764at7399	0.25
17768at7399	0.49
17771at7399	0.51
17775at7399	0.45
17776at7399	0.24
17777at7399	0.43
17779at7399	0.45
17787at7399	0.65
17790at7399	0.41
17797at7399	0.4
17800at7399	0.55
17801at7399	0.04
17803at7399	0.21
17804at7399	0.63
17815at7399	0.36
17817at7399	0.4
17821at7399	0.56
17824at7399	0.36
17826at7399	0.1
17827at7399	0.09
17841at7399	0.32
17842at7399	0.42
17850at7399	0.49
17851at7399	0.53
17859at7399	0.78
17860at7399	0.63
17871at7399	0.5
17872at7399	0.33
17873at7399	0.31
17875at7399	0.21
17881at7399	0.24
17886at7399	0.5
17890at7399	0.38
17892at7399	0.48
17895at7399	0.29
17900at7399	0.43
17901at7399	0.41333333299999997
17903at7399	0.13
17904at7399	0.46
17909at7399	0.24
17911at7399	0.74
17912at7399	0.38
17918at7399	0.52
17920at7399	0.23
17922at7399	0.41
17923at7399	0.27
17926at7399	0.3
17927at7399	0.25
17934at7399	0.07
17939at7399	0.46
17945at7399	0.61
17946at7399	0.28
17947at7399	0.36
17948at7399	0.42
17951at7399	0.6
17952at7399	0.43
17954at7399	0.18
17965at7399	0.28
17967at7399	0.27
17969at7399	0.3
17970at7399	0.44
17971at7399	0.4
17974at7399	0.88
17978at7399	0.35
17987at7399	0.41
17990at7399	0.58
17991at7399	0.59
17993at7399	0.48
17994at7399	0.49
17995at7399	0.43
18007at7399	0.44
18010at7399	0.21
18011at7399	0.11
18016at7399	0.42
18018at7399	0.28
18026at7399	0.53
18027at7399	0.2
18031at7399	0.3
18032at7399	0.4
18033at7399	0.37
18036at7399	0.23
18038at7399	0.17
18039at7399	0.04
18041at7399	0.4
18042at7399	0.22
18046at7399	0.17
18049at7399	0.15
18050at7399	0.55
18056at7399	0.14
18057at7399	0.38
18058at7399	0.21
18059at7399	0.15
18066at7399	0.22
18067at7399	0.18
18070at7399	0.66
18073at7399	0.71
18076at7399	0.1075
18077at7399	0.56
18078at7399	0.11
18081at7399	0.38
18084at7399	0.33
18087at7399	0.45
18099at7399	0.47
18100at7399	0.64
18103at7399	0.68
18105at7399	0.48
18109at7399	0.22
18121at7399	0.56
18124at7399	0.42
18126at7399	0.53
18132at7399	0.31
18135at7399	0.5
18136at7399	0.0
18142at7399	0.16
18151at7399	0.74
18153at7399	0.59
18168at7399	0.68
18169at7399	0.335
18175at7399	0.35
18176at7399	0.42
18177at7399	0.53
18182at7399	0.3
18183at7399	0.66
18186at7399	0.22
18187at7399	0.67
18195at7399	0.38
18204at7399	0.31
18211at7399	0.39
18212at7399	0.14
18213at7399	0.52
18214at7399	0.09
18215at7399	0.43
18217at7399	0.18
18222at7399	0.34
18225at7399	0.45
18228at7399	0.55
18232at7399	0.49
18237at7399	0.48
18238at7399	0.09
18240at7399	0.23
18241at7399	0.37
18242at7399	0.48
18247at7399	0.21
18248at7399	0.31
18251at7399	0.18
18253at7399	0.55
18259at7399	0.55
18260at7399	0.3
18272at7399	0.13
18273at7399	0.35
18275at7399	0.21
18280at7399	0.47
18284at7399	0.21
18286at7399	0.1
18294at7399	0.49
18295at7399	0.4
18301at7399	0.74
18303at7399	0.36
18314at7399	0.21
18315at7399	0.41
18316at7399	0.34
18320at7399	0.03
18321at7399	0.3
18322at7399	0.45
18323at7399	0.59
18324at7399	0.46
18326at7399	0.5
18329at7399	0.96
18331at7399	0.026428571
18335at7399	0.1
18337at7399	0.14
18339at7399	0.29
18345at7399	0.605
18361at7399	0.145
18363at7399	0.05
18368at7399	0.15
18370at7399	0.12
18373at7399	0.54
18374at7399	0.0
18375at7399	0.41
18382at7399	0.75
18385at7399	0.57
18403at7399	0.52
18406at7399	0.43
18407at7399	0.32
18408at7399	0.11
18411at7399	0.13
18412at7399	0.37
18413at7399	0.46
18416at7399	0.39
18424at7399	0.57
18425at7399	0.41
18427at7399	0.06
18428at7399	0.51
18435at7399	0.06
18437at7399	0.19
18445at7399	0.29
18447at7399	0.32
18453at7399	0.32
18457at7399	0.37
18458at7399	0.36
18462at7399	0.52
18464at7399	0.05
18474at7399	0.52
18479at7399	0.62
18482at7399	0.53
18488at7399	0.2
18489at7399	0.2
18490at7399	0.2
18493at7399	0.23
18494at7399	0.25
18498at7399	0.23
18503at7399	0.68
18505at7399	0.47
18508at7399	0.27
18511at7399	0.56
18526at7399	0.47
18535at7399	0.57
18539at7399	0.37
18543at7399	0.4
18546at7399	0.56
18548at7399	0.48
18557at7399	0.2
18558at7399	0.24
18562at7399	0.14
18563at7399	0.3
18568at7399	0.42
18572at7399	0.34
18574at7399	0.98
18575at7399	0.29
18576at7399	0.49
18577at7399	0.4
18585at7399	0.44
18596at7399	0.45
18597at7399	0.1
18600at7399	0.66
18602at7399	0.36
18603at7399	0.54
18608at7399	0.33
18609at7399	0.176666667
18615at7399	0.1
18616at7399	0.64
18617at7399	0.17
18619at7399	0.52
18626at7399	0.09
18629at7399	0.53
18630at7399	0.57
18631at7399	0.44
18633at7399	0.47
18634at7399	0.18
18641at7399	0.19
18647at7399	0.49
18650at7399	0.57
18653at7399	0.48
18657at7399	0.28
18658at7399	0.4
18660at7399	0.85
18662at7399	0.36
18664at7399	0.18
18672at7399	0.31
18673at7399	0.35
18679at7399	0.28
18692at7399	0.41
18701at7399	0.55
18703at7399	0.5
18709at7399	0.24
18710at7399	0.6
18714at7399	0.19
18715at7399	0.37
18716at7399	0.71
18723at7399	0.42
18724at7399	0.44
18726at7399	0.29
18729at7399	0.28
18731at7399	0.5
18732at7399	0.305
18733at7399	0.37
18734at7399	0.42
18743at7399	0.32
18748at7399	0.27
18749at7399	0.57
18751at7399	0.31
18752at7399	0.54
18753at7399	0.24
18755at7399	0.305
18759at7399	0.5
18761at7399	0.01
18763at7399	0.63
18765at7399	0.25
18766at7399	0.69
18769at7399	0.42
18770at7399	0.22
18773at7399	0.4
18775at7399	0.68
18776at7399	0.29
18779at7399	0.56
18791at7399	0.45
18794at7399	0.19
18795at7399	0.56
18796at7399	0.32
18799at7399	0.12
18803at7399	0.6
18807at7399	0.5
18808at7399	0.63
18811at7399	0.36
18813at7399	0.13
18815at7399	0.01
18816at7399	0.11
18820at7399	0.246666667
18823at7399	0.32
18824at7399	0.22
18830at7399	0.08
18833at7399	0.17
18834at7399	0.4
18836at7399	0.47
18839at7399	0.1
18847at7399	0.43
18853at7399	0.46
18855at7399	0.16
18856at7399	0.6
18866at7399	0.075
18867at7399	0.46
18869at7399	0.29
18871at7399	0.62
18875at7399	0.45
18876at7399	0.69
18879at7399	0.15
18884at7399	0.38
18887at7399	0.62
18893at7399	0.3
18896at7399	0.57
18898at7399	0.11
18899at7399	0.44
18900at7399	0.36
18901at7399	0.46
18906at7399	0.62
18909at7399	0.6
18917at7399	0.17
18923at7399	0.53
18926at7399	0.82
18930at7399	0.58
18935at7399	0.64
18939at7399	0.21
18941at7399	0.16
18942at7399	0.42
18948at7399	0.27
18952at7399	0.27
18953at7399	0.3
18954at7399	0.67
