gene	PHC
GB48953	0.49
GB48640	0.27
GB55374	0.37
GB50098	0.53
GB43365	0.39
GB40238	0.74
GB49529	0.39
GB50366	0.56
GB47284	0.75
GB42500	0.19
GB54747	0.61
GB48345	0.65
GB46513	0.27
GB52459,GB52458	0.325
GB46188,GB46188	0.27
GB55444	0.55
GB43914	0.45
GB49337	0.68
GB50034	0.54
GB53832	0.26
GB44211	0.41
GB44115	0.4
GB48384	0.54
GB46914	0.39
GB51357	0.16
GB55198	0.32
GB54992	0.49
GB41175	0.16
GB49649	0.17
GB43833	0.45
GB45356	0.5
GB45399	0.92
GB43693	0.08
GB55196	0.3
GB51615	0.46
GB48943	0.55
GB52700	0.37
GB44144	0.44
GB53677	0.31
GB53719	0.35
GB55088	0.1
GB46068	0.15
GB43989	0.53
GB54427	0.29
GB53327	0.11
GB55744	0.27
GB40390	0.15
GB48331	0.07
GB47816	0.6
GB55091	0.4
GB42038	0.57
GB47655	0.53
GB50457	0.32
GB55423	0.48
GB45649	0.58
GB41873	0.52
GB52603	0.43
GB55356,GB53844	0.56
GB43179	0.67
GB48362	0.41
GB47636	0.82
GB51700	0.4
GB40773	0.21
GB55163	0.44
GB48435	0.23
GB45041	0.54
GB44969	0.4
GB43081	0.33
GB47270	0.02
GB45193	0.42
GB43837	0.24
GB40932	0.57
GB44782	0.86
GB50158	0.32
GB47975,GB47974,GB43571	0.10666666699999999
GB50847	0.14
GB51517	0.73
GB54978	0.63
GB44867	0.44
GB51479	0.38
GB51764	0.15
GB45806	0.48
GB45098	0.8
GB46376	0.47
GB46459	0.57
GB45464	0.22
GB53506	0.24
GB50722	0.45
GB49348	0.71
GB41046	0.49
GB52407,GB52398,GB52402,GB52396,GB52397,GB52399,GB52393,GB52395,GB52403,GB52404,GB52400	0.033636364
GB42375	0.5
GB53602	0.16
GB41922	0.15
GB40478	0.12
GB45664	0.4
GB54032	0.23
GB52378,GB52375,GB52377	0.096666667
GB43486	0.36
GB46414	0.1
GB50097	0.58
GB43827	0.47
GB47011	0.3
GB41975	0.5
GB49853	0.21
GB53086	0.52
GB52039,GB52039	0.48
GB54303	0.18
GB55017	0.45
GB44926	0.68
GB43604	0.22
GB47788	0.23
GB49296	0.61
GB48135	0.39
GB48645	0.51
GB50018	0.6
GB41222	0.15
GB46333	0.36
GB56004	0.28
GB45951	0.2
GB54483	0.23
GB53726	0.38
GB52740	0.54
GB45063,GB45062	0.355
GB49158	0.51
GB51103	0.41
GB47463	0.6
GB41986	0.18
GB43106	0.06
GB46441	0.31
GB46532	0.5
GB42321	0.74
GB45369	0.52
GB53939	0.47
GB47576	0.67
GB49498	0.02
GB43847	0.39
GB41085	0.32
GB50602	0.45
GB52060	0.7
GB48072	0.43
GB43215	0.65
GB41755	0.59
GB43150	0.49
GB49888,GB40284,GB49885,GB49890,GB49878,GB49894,GB49892,GB45746	0.09125
GB46956	0.29
GB50354	0.42
GB46144	0.61
GB50144	0.92
GB51369	0.38
GB43132	0.44
GB46768	0.15
GB44830	0.48
GB47337	0.24
GB41607	0.29
GB44427	0.05
GB40301	0.29
GB46897	0.32
GB46030	0.21
GB55974	0.04
GB42682	0.38
GB48936	0.32
GB47493	0.29
GB48769	0.17
GB41788	0.43
GB46468,GB54705	0.52
GB44841	0.6
GB50075	0.44
GB53698	0.46
GB51278	0.38
GB55262	0.3
GB40207	0.48
GB46286	0.22
GB48311	0.21
GB43710	0.33
GB40422	0.36
GB46697	0.17
GB48827	0.43
GB42930	0.63
GB40747	0.42
GB50297	0.69
GB50850	0.46
GB53096	0.27
GB48271	0.5
GB55663,GB45975	0.4
GB50434	0.29
GB53867	0.69
GB40983	0.33
GB55170	0.19
GB46025,GB46025	0.27
GB52351	0.32
GB51261,GB55135	0.395
GB44343	0.34
GB45737	0.24
GB47463,GB51455	0.325
GB41390,GB41387	0.165
GB45552	0.96
GB52981	0.52
GB46504	0.55
GB40233	0.16
GB54683	0.42
GB48999	0.21
GB43236	0.46
GB46146	0.28
GB55914	0.48
GB47656,GB46832,GB46832	0.04
GB45678	0.43
GB45220	0.45
GB55824	0.33
GB54868	0.25
GB43246	0.19
GB44143	0.46
GB53619	0.41
GB55539	0.6
GB48855	0.44
GB43468	0.98
GB45535	0.41
GB41403	0.06
GB40340	0.34
GB40337	0.08
GB54485,GB52179,GB54460	0.083333333
GB46465	0.32
GB48565	0.95
GB51031	0.43
GB50950	0.83
GB40126	0.36
GB53223	0.42
GB41138	0.32
GB53154	0.71
GB42231	0.63
GB52164	0.59
GB45404	0.24
GB44787,GB44787,GB44787,GB44402,GB44402	0.17800000000000002
GB54178	0.09
GB52448	0.29
GB55948	0.27
GB53136	0.57
GB43772	0.1
GB42544	0.34
GB46430	0.67
GB42922	0.43
GB44450	0.77
GB51429	0.45
GB46902,GB46902	0.16
GB42529	0.79
GB43913	0.55
GB48913,GB53801	0.23
GB54830	0.56
GB43427	0.66
GB46656	0.44
GB43991,GB43991	0.49
GB45878	0.34
GB54311	0.3
GB45814	0.33
GB41841	0.8
GB41029	0.28
GB46789	0.08
GB53427	0.34
GB44083	0.66
GB53437	0.22
GB48671	0.58
GB51603	0.34
GB46345	0.38
GB51562	0.8
GB47769	0.79
GB49633	0.59
GB50193	0.43
GB51034	0.43
GB47400	0.54
GB45110	0.33
GB44046	0.2
GB54650	0.53
GB51955	0.36
GB50194	0.52
GB48620	0.72
GB49264	0.55
GB50874	0.43
GB47817	0.32
GB55464	0.62
GB46066	0.36
GB40312	0.13
GB43739	0.21
GB50458	0.29
GB48316	0.41
GB42036	0.6
GB41368	0.42
GB48935	0.22
GB50944	0.36
GB53603	0.36
GB42541,GB45092	0.23
GB50657	0.4
GB43905	0.52
GB49356	0.27
GB46681	0.57
GB40085	0.49
GB43230	0.32
GB40142	0.37
GB55102	0.64
GB50411	0.26
GB50301	0.37
GB48419	0.56
GB45884	0.12
GB46040	0.68
GB50243	0.34
GB51802,GB47843	0.11
GB41800	0.71
GB51759	0.35
GB46059	0.6
GB45544	0.39
GB54044	0.33
GB50629	0.14
GB47588	0.52
GB45221	0.5
GB50454	0.09
GB45368	0.56
GB49413	0.43
GB52927	0.5
GB40483	0.67
GB50196	0.47
GB42904	0.29
GB51114	0.34
GB50214	0.6
GB48440	0.08
GB53225	0.43
GB42645	0.76
GB41179	0.34
GB43949	0.18
GB44580	0.61
GB52879	0.15
GB48409	0.61
GB40138,GB40136,GB40137	0.35666666700000005
GB49928	0.67
GB45850	0.55
GB44495	0.2
GB40934	0.4
GB47318,GB47354,GB47354,GB45988	0.18
GB44229	0.74
GB45749	0.1
GB44842,GB44842,GB44842	0.2
GB50164	0.1
GB54435	0.26
GB46749,GB42434	0.145
GB43628	0.31
GB47890	0.32
GB46145	0.33
GB42776	0.72
GB47187	0.36
GB49039	0.36
GB50966	0.52
GB55010	0.45
GB46577	0.16
GB45250,GB45250	0.47
GB55513	0.32
GB52438	0.17
GB55849	0.28
GB41439	0.35
GB40154	0.29
GB55496	0.48
GB42385	0.18
GB55016	0.29
GB52370,GB52365,GB52373,GB52367,GB52371,GB52369,GB52375,GB52364,GB52374,GB52373,GB52368,GB52363	0.030833332999999997
GB55774	0.48
GB48772	0.44
GB48876	0.47
GB44442	0.48
GB54166	0.59
GB40701	0.26
GB44014	0.18
GB49653	0.32
GB53303	0.34
GB46987	0.16
GB51271	0.52
GB42206	0.27
GB51672	0.15
GB48603	0.39
GB53637	0.27
GB49329	0.61
GB50925	0.43
GB46569	0.51
GB48482	0.39
GB54371	0.48
GB45077	0.4
GB54141,GB42128	0.355
GB43507	0.42
GB54999	0.39
GB43133,GB43133	0.32
GB42654	0.56
GB49389	0.49
GB41889	0.37
GB47941	0.15
GB44976	0.53
GB43728,GB43713,GB43727	0.13
GB49411	0.5
GB54294	0.32
GB46673	0.33
GB41346	0.39
GB50970	0.41
GB54250	0.34
GB50322	0.49
GB52553	0.12
GB46378	0.33
GB50534	0.5
GB50965	0.33
GB40735	0.26
GB42748	0.34
GB41485	0.35
GB43800	0.04
GB51783,GB51782,GB51783	0.176666667
GB53656	0.59
GB54208	0.32
GB49623	0.11
GB43026,GB43024,GB43026,GB43024,GB43023,GB46324	0.02
GB41184	0.24
GB51806	0.47
GB48133	0.4
GB53971	0.49
GB49974	0.41
GB49788	0.72
GB42527	0.11
GB49605	0.79
GB52917	0.42
GB51772	0.12
GB49307	0.67
GB53667	0.53
GB52530	0.42
GB50377	0.41
GB50934	0.4
GB53613	0.55
GB53105	0.32
GB46365	0.2
GB44768	0.48
GB47162	0.38
GB40734	0.22
GB50875	0.51
GB41881	0.93
GB50531	0.1
GB51849	0.96
GB40397	0.56
GB46247	0.82
GB49311	0.39
GB43825	0.22
GB44773	0.58
GB46420	0.55
GB55994	0.61
GB49048	0.54
GB52154	0.5
GB52246	0.26
GB42719	0.62
GB44426	0.68
GB52151	0.84
GB51727	0.12
GB41419	0.22
GB41189	0.43
GB48955	0.04
GB51122	0.29
GB44167	0.31
GB51661,GB51661	0.28
GB50763	0.34
GB41674	0.61
GB55939	0.07
GB46537	0.26
GB50239	0.22
GB41300	0.46
GB53131	0.51
GB49751	0.39
GB54506	0.17
GB40519	0.5
GB51413	0.34
GB46038	0.3
GB46426	0.12
GB40779	0.36
GB41154	0.61
GB48086	0.53
GB46174	0.43
GB50014	0.33
GB41912	0.21
GB48307	0.4
GB50902	0.35
GB55421	0.49
GB50057	0.4
GB53672	0.3
GB54611	0.16
GB47303	0.1
GB55840	0.64
GB53138	0.31
GB51043	0.49
GB47161	0.23
GB42810	0.0
GB51236,GB51238	0.08
GB54316,GB54316	0.05
GB54890	0.19
GB52504,GB51681	0.34
GB53500	0.23
GB50587	0.72
GB50953	0.46
GB54941	0.09
GB55611	0.21
GB54331	0.27
GB54693	0.29
GB48776	0.34
GB49924	0.26
GB44103	0.54
GB41715	0.43
GB45397	0.19
GB47570	0.41
GB42466	0.06
GB46369	0.48
GB41135	0.4
GB54916	0.69
GB53179	0.14
GB50744	0.36
GB49901	0.36
GB51709	0.54
GB50053	0.15
GB48017	0.53
GB48703,GB48704,GB48703,GB48703,GB44714,GB42589,GB48703,GB44714,GB46559	0.023333332999999998
GB50269	0.32
GB42469	0.11
GB48578	0.81
GB45757	0.15
GB54135,GB54136	0.4
GB55330,GB49708	0.24
GB40562	0.53
GB45866	0.39
GB52982	0.48
GB40754,GB40754	0.17
GB51383	0.08
GB54212	0.24
GB42170	0.05
GB47030	0.73
GB53705	0.58
GB54547	0.21
GB51756	0.38
GB54179	0.29
GB55185	0.45
GB52415,GB52414,GB52416,GB52414,GB52413,GB52416,GB52416,GB52415	0.0475
GB52804	0.04
GB47929,GB47929	0.11
GB50010	0.45
GB49439	0.58
GB51247	0.17
GB50272	0.0
GB44540	0.66
GB46112	0.5
GB52727	0.56
GB50623	0.52
GB54546	0.12
GB48005	0.22
GB48898,GB48899,GB48897,GB52653,GB46095,GB46096,GB46096	0.048571429000000006
GB48857	0.34
GB52995	0.62
GB44977	0.45
GB52343	0.36
GB41691	0.18
GB47720	0.06
GB54605	0.29
GB43813	0.2
GB43702	0.24
GB50087	0.39
GB55946	0.14
GB42917	0.39
GB50984	0.65
GB50347	0.38
GB55046	0.13
GB45887,GB46235	0.205
GB45820	0.4
GB46926	0.28
GB52354	0.35
GB51085	0.26
GB45582	0.38
GB43175	0.36
GB42377	0.29
GB42072	0.17
GB54687	0.49
GB41626	0.74
GB55898	0.35
GB44671	0.28
GB55638	0.45
GB50510	0.35
GB40748	0.44
GB43814	0.52
GB49770	0.24
GB43092	0.26
GB49807	0.35
GB47885	0.11
GB43706	0.72
GB46767	0.16
GB42693	0.36
GB49116	0.55
GB45451	0.37
GB49339	0.17
GB49331	0.16
GB55241	0.18
GB55160	0.5
GB42192	0.53
GB45514	0.4
GB49955	0.73
GB48664	0.05
GB53373	0.25
GB43621	0.2
GB50887	0.34
GB47515	0.29
GB41301	0.32
GB55408	0.12
GB53080	0.07
GB50242	0.62
GB52761	0.42
GB48080	0.14
GB41207	0.51
GB46337	0.46
GB51231	0.36
GB46471	0.22
GB44129	0.42
GB50995	0.49
GB50298	0.45
GB40806	0.19
GB46606	0.52
GB52560	0.15
GB52792	0.63
GB43389	0.41
GB47668	0.13
GB46500	0.09
GB51654	0.36
GB46547	0.15
GB40416	0.33
GB41471	0.5
GB44732	0.37
GB54279	0.42
GB47328	0.44
GB41901	0.56
GB54215	0.4
GB42303	0.28
GB40830,GB40830	0.1
GB50933	0.13
GB42785	0.53
GB49868,GB49919	0.175
GB41047	0.17
GB46646	0.4
GB48412	0.47
GB40596	0.52
GB55626	0.55
GB52646	0.44
GB45886	0.0
GB47658	0.5
GB41591	0.08
GB52946	0.6
GB43546	0.24
GB44109	0.68
GB40239	0.38
GB42350	0.25
GB49019	0.09
GB43755	0.27
GB45688	0.27
GB40831,GB40831	0.09
GB40496	0.45
GB53407	0.33
GB43904	0.38
GB42112	0.33
GB47046	0.41
GB54259	0.37
GB45504	0.58
GB49897	0.14
GB42829	0.12
GB48143	0.34
GB55667	0.7
GB50312	0.4
GB49402	0.26
GB53940,GB53940	0.28
GB45775	0.32
GB53335	0.64
GB53803	0.05
GB48195	0.12
GB40019	0.48
GB54187	0.37
GB49384	0.39
GB45709	0.42
GB43868	0.49
GB53965	0.2
GB52721	0.49
GB55596	0.34
GB50042	0.47
GB51129	0.51
GB47455,GB52437	0.385
GB48486,GB45532	0.155
GB50013	0.21
GB52693	0.34
GB54808,GB40047	0.1
GB50427	0.66
GB51556	0.66
GB47324	0.38
GB52040	0.34
GB55798	0.26
GB40358	0.66
GB43564	0.42
GB52030	0.11
GB55009	0.4
GB53731	0.15
GB44780	0.56
GB47735	0.51
GB48779,GB48779	0.23
GB41677	0.46
GB55370	0.36
GB42649	0.7
GB48798	0.33
GB53337	0.34
GB46642	0.41
GB43521	0.85
GB51670	0.2
GB41302	0.29
GB46763	0.35
GB40053,GB40169	0.28
GB43311,GB43310,GB48321	0.083333333
GB46536	0.6
GB48674	0.49
GB46495	0.58
GB53524	0.17
GB42084	0.18
GB45501,GB45500	0.445
GB53023	0.42
GB47878	0.36
GB45295	0.2
GB45146	0.22
GB55228	0.22
GB53347,GB53346	0.115
GB51685,GB53876	0.135
GB45628	0.25
GB51084	0.49
GB45342	0.51
GB55788	0.45
GB51683	0.24
GB49895	0.43
GB41159	0.45
GB54968	0.65
GB46494	0.41
GB50658	0.4
GB53385	0.55
GB55070	0.04
GB51524	0.21
GB47272	0.63
GB52245	0.36
GB55941	0.4
GB45511,GB45511	0.56
GB42315	0.36
GB40836	0.1
GB41162	0.32
GB47651	0.42
GB42592	0.49
GB55975	0.53
GB54018	0.78
GB46121	0.63
GB40303	0.5
GB54698	0.33
GB44718	0.31
GB49784	0.21
GB55108,GB55108	0.24
GB48600	0.5
GB40069	0.38
GB40659	0.48
GB50756	0.29
GB47234	0.43
GB53249,GB45509,GB45510	0.41333333299999997
GB40733	0.13
GB54813	0.46
GB50551	0.24
GB48010	0.74
GB54767	0.38
GB45251	0.52
GB48488	0.23
GB53882	0.41
GB42924	0.27
GB52747	0.3
GB53354	0.25
GB52393	0.07
GB40222	0.46
GB45435	0.61
GB54386	0.28
GB54089	0.36
GB46706	0.42
GB46285	0.6
GB55281	0.43
GB50865	0.18
GB54949	0.28
GB41842	0.27
GB45632,GB45632	0.3
GB42678	0.44
GB45869	0.4
GB47065	0.88
GB49963	0.35
GB43193	0.41
GB48430	0.58
GB41137	0.59
GB51867	0.48
GB46123	0.49
GB40778	0.43
GB48278	0.44
GB44871	0.21
GB42400	0.11
GB42526	0.42
GB52069	0.28
GB46616	0.53
GB55263	0.2
GB44058	0.3
GB52655	0.4
GB50235	0.37
GB49414	0.23
GB42075	0.17
GB43353	0.04
GB51394	0.4
GB42052	0.22
GB41486	0.17
GB46386	0.15
GB44181	0.55
GB50055,GB50052,GB50054	0.14
GB43155	0.38
GB48364	0.21
GB41240	0.15
GB48121	0.22
GB49975	0.18
GB53398	0.66
GB48448	0.71
GB52410,GB52412,GB52410,GB52410	0.1075
GB48132	0.56
GB42981	0.11
GB41569	0.38
GB45855	0.33
GB50128	0.45
GB48039	0.47
GB42051	0.64
GB52915	0.68
GB53068,GB53068	0.48
GB46201	0.22
GB45854	0.56
GB54956	0.42
GB54848	0.53
GB53230	0.31
GB55316	0.5
GB55559	0.0
GB42550	0.16
GB48604	0.74
GB49446	0.59
GB55053	0.68
GB51203,GB53877	0.335
GB48826	0.35
GB44154	0.42
GB41128	0.53
GB44514	0.3
GB44289	0.66
GB53256	0.22
GB47229	0.67
GB47203	0.38
GB47828	0.31
GB54583	0.39
GB40225,GB51380	0.14
GB42824	0.52
GB44110	0.09
GB47749	0.43
GB49979	0.18
GB49259	0.34
GB52080	0.45
GB53609	0.55
GB50077	0.49
GB48411	0.48
GB43519	0.09
GB53434	0.23
GB40781	0.37
GB49762	0.48
GB55285	0.21
GB48597	0.31
GB49504	0.18
GB43964	0.55
GB41367	0.55
GB47010	0.3
GB46461	0.13
GB45247	0.35
GB40554	0.21
GB41258	0.47
GB49321	0.21
GB51888	0.1
GB48408	0.49
GB48231,GB48231	0.4
GB40102	0.74
GB41146	0.36
GB40837	0.21
GB47159	0.41
GB54302,GB54302,GB54302	0.34
GB54334	0.03
GB43884	0.3
GB44039	0.45
GB46980	0.59
GB55510	0.46
GB44139	0.5
GB50305	0.96
GB45078,GB45081,GB45079,GB45079,GB45079,GB45078,GB40668,GB40666,GB40664,GB40665,GB40667,GB40666,GB45078,GB49208	0.026428571
GB55066	0.1
GB49826	0.14
GB40511	0.29
GB54855,GB54856	0.605
GB50384,GB50383	0.145
GB52466	0.05
GB49371	0.15
GB43690	0.12
GB42301	0.54
GB43819	0.0
GB43419	0.41
GB41882	0.75
GB42139	0.57
GB49810	0.52
GB51945	0.43
GB53921	0.32
GB51141	0.11
GB47134	0.13
GB43332	0.37
GB55978	0.46
GB41785	0.39
GB54033	0.57
GB48630	0.41
GB44336	0.06
GB55825	0.51
GB43625	0.06
GB48109	0.19
GB44113	0.29
GB52629,GB52629	0.32
GB41178	0.32
GB43466	0.37
GB54655	0.36
GB44098	0.52
GB44558	0.05
GB42230	0.52
GB43554	0.62
GB50990	0.53
GB54292	0.2
GB51227,GB51227	0.2
GB45256	0.2
GB51657	0.23
GB47678	0.25
GB43955	0.23
GB44312	0.68
GB44707	0.47
GB48983	0.27
GB44484	0.56
GB40113	0.47
GB55419	0.57
GB41234	0.37
GB40938	0.4
GB51578	0.56
GB46202	0.48
GB55963	0.2
GB46073	0.24
GB49672,GB49672	0.14
GB41203	0.3
GB52029	0.42
GB54205	0.34
GB45637	0.98
GB48134	0.29
GB53829	0.49
GB48032	0.4
GB46131	0.44
GB55841	0.45
GB52854	0.1
GB45267	0.66
GB50598	0.36
GB47553	0.54
GB49789	0.33
GB51733,GB40635,GB45983	0.176666667
GB51650	0.1
GB50998	0.64
GB49139	0.17
GB55077	0.52
GB49609	0.09
GB49813	0.53
GB40360	0.57
GB50181	0.44
GB41263	0.47
GB40425	0.18
GB40157	0.19
GB53646	0.49
GB45831	0.57
GB41647,GB41695	0.48
GB49416	0.28
GB52344	0.4
GB53404	0.85
GB54540	0.36
GB53723	0.18
GB49643	0.31
GB55161	0.35
GB54388	0.28
GB42786	0.41
GB52345	0.55
GB48235	0.5
GB43586	0.24
GB48450	0.6
GB45239	0.19
GB42918	0.37
GB46408	0.71
GB48241	0.42
GB49632	0.44
GB45851	0.29
GB41724	0.28
GB55422	0.5
GB41599,GB49018	0.305
GB50893	0.37
GB42050	0.42
GB44400	0.32
GB47551	0.27
GB50811	0.57
GB46772	0.31
GB52754	0.54
GB52799	0.24
GB53953,GB45420	0.305
GB52728	0.5
GB51602	0.01
GB40456	0.63
GB56029	0.25
GB53421	0.69
GB46727	0.42
GB52303	0.22
GB50867	0.4
GB44415	0.68
GB52464	0.29
GB40098	0.56
GB44044	0.45
GB44585	0.56
GB55516	0.32
GB49180	0.12
GB53915	0.6
GB49638	0.5
GB49340	0.63
GB52331	0.36
GB41360	0.13
GB50647	0.01
GB43219	0.11
GB54717,GB43781,GB43787	0.246666667
GB40061,GB40061	0.32
GB45934	0.22
GB49515	0.17
GB40556	0.4
GB49552	0.1
GB40057	0.43
GB44501	0.46
GB42618	0.16
GB55440	0.6
GB41339,GB41326	0.075
GB51002	0.46
GB45437	0.29
GB55906	0.62
GB43548	0.45
GB51643	0.69
GB44821	0.15
GB46022	0.38
GB49904	0.62
GB46444	0.3
GB44800	0.57
GB45057	0.11
GB46726	0.44
GB51331	0.36
GB41690,GB41690	0.46
GB42775	0.62
GB46774	0.6
GB52156	0.17
GB50996	0.53
GB46766	0.82
GB45230	0.64
GB54340	0.21
GB49347	0.16
GB50869	0.42
GB41483	0.27
GB48466	0.27
GB44132	0.3
GB54244	0.67
GB43634	0.2
GB45023	0.2
GB42613	0.56
GB46635	0.11
GB46275	0.39
GB51078	0.5
GB44171,GB50929	0.695
GB45538	0.11
GB45925	0.32
GB41981	0.55
GB44191	0.36
GB45255	0.23
GB47315	0.24
GB46210	0.45
GB47968	0.51
GB41549	0.14
GB42811	0.06
GB43036,GB43035	0.1
GB43563	0.34
GB54401	0.16
GB42614	0.88
GB47933	0.12
GB42707	0.54
GB40270	0.39
GB50106	0.34
GB45305,GB45305	0.11
GB54888	0.08
GB40561	0.21
GB45515	0.52
GB42742	0.26
GB49350	0.43
GB53736,GB53736	0.18
GB52652	0.5
GB51108	0.51
GB47580	0.11
GB42891	0.33
GB41519	0.45
GB42672	0.3
GB40673	0.33
GB47849	0.28
GB54297	0.54
GB51115	0.45
GB42468,GB42475,GB42467,GB48511,GB48512	0.046
GB40639,GB40639	0.27
GB52600,GB52600	0.45
GB43742	0.43
GB52662	0.6
GB46368	0.45
GB52696	0.43
GB40439	0.12
GB50824	0.5
GB48085	0.38
GB50901	0.4
GB50436	0.29
GB42568	0.59
GB53207	0.44
GB48617	0.55
GB40473	0.37
GB41667	0.35
GB40731	0.13
GB45418	0.11
GB48534	0.14
GB40164	0.16
GB49073	0.27
GB47092	0.14
GB45096	0.32
GB55264	0.13
GB49862	0.24
GB50250	0.26
GB42411	0.23
GB44891	0.73
GB45567	0.29
GB47399	0.27
GB47804,GB47805	0.135
GB53706	0.35
GB54467	0.26
GB53240	0.41
GB46915	0.42
GB42714	0.58
GB45426	0.2
GB51428	0.4
GB42292	0.31
GB54851	0.3
GB52007	0.72
GB48453	0.11
GB55661	0.56
GB44572	0.23
GB55571	0.41
GB40780	0.33
GB53143	0.22
GB43195	0.43
GB40268	0.08
GB42447	0.61
GB50515	0.19
GB43401	0.13
GB48210	0.13
GB42673	0.17
GB55240	0.03
GB46043	0.31
GB51628	0.39
GB49772	0.43
GB42300	0.36
GB46000	0.2
GB54174	0.49
GB42492	0.01
GB47540	0.13
GB52347	0.28
GB40705	0.47
GB42452	0.55
GB43131	0.37
GB54932	0.42
GB52991	0.34
GB44824	0.13
GB42555	0.27
GB43479	0.48
GB55706,GB55707	0.155
GB51800,GB51800	0.17
GB51786	0.24
GB52883	0.4
GB44225	0.26
GB48727	0.57
GB55326	0.66
GB46880	0.36
GB54315	0.07
GB49902	0.38
GB55000	0.31
GB41600	0.59
GB50816	0.12
GB41143	0.16
GB45697	0.25
GB54440	0.02
GB42962	0.32
GB42968	0.37
GB53574,GB53574	0.14
GB53208	0.13
GB53183,GB53253	0.31
GB50686	0.47
GB51536	0.45
GB48960	0.15
GB44739	0.34
GB41227	0.43
GB40459	0.43
GB47770	0.43
GB50533	0.38
GB42792	0.3
GB45596,GB53872	0.24
GB45037	0.46
GB44432	0.46
GB42580	0.23
GB41242	0.37
GB41491	0.36
GB45700	0.32
GB51419	0.31
GB46590	0.38
GB40617	0.14
GB54917	0.48
GB55535	0.75
GB45419	0.43
GB44596	0.29
GB40576	0.48
GB40289	0.68
GB54076,GB54076	0.32
GB52390,GB52386	0.105
GB54580	0.63
GB50200	0.19
GB47320	0.45
GB52072	0.37
GB48599	0.43
GB55610	0.19
GB55265	0.4
GB48575	0.57
GB45625	0.12
GB52641	0.42
GB42561	0.62
GB41414	0.31
GB44509	0.3
GB49338	0.06
GB50858	0.34
GB49408	0.62
GB54432	0.52
GB43258	0.37
GB42476	0.55
GB44361	0.5
GB43471	0.68
GB43818	0.38
GB40339	0.68
GB51930	0.47
GB41517	0.38
GB42558	0.6
GB52209	0.06
GB45216	0.43
GB43585	0.09
GB50496,GB50496	0.13
GB44172	0.58
GB51620	0.61
GB52308	0.02
GB51587	0.49
GB53185	0.04
GB54426	0.13
GB50270	0.16
GB54720,GB40180	0.33
GB43876	0.37
GB52123	0.09
GB49313	0.38
GB42676	0.45
GB42584	0.26
GB42519	0.26
GB48682	0.38
GB48207	0.26
GB43941	0.29
GB42903	0.24
GB44205	0.61
GB49805,GB49806	0.5
GB46458	0.33
GB47200	0.58
GB47659	0.37
GB44532,GB50545	0.22
GB54866	0.1
GB52256	0.2
GB41778	0.36
GB49357	0.45
GB45040	0.59
GB41760	0.14
GB42595	0.43
GB51521	0.25
GB49016	0.46
GB51284	0.4
GB43443	0.51
GB53653	0.27
GB40699	0.65
GB40760	0.57
GB53311	0.68
GB54299	0.05
GB55515	0.42
GB42010,GB42010	0.62
GB55105	0.42
GB55286,GB42027	0.39
GB50248	0.49
GB44257	0.22
GB55429	0.27
GB40805	0.72
GB43302	0.28
GB49407	0.64
GB53020	0.62
GB54045	0.48
GB53727,GB41235,GB41235	0.37
GB42086	0.59
GB44310	0.46
GB47567	0.47
GB47398	0.5
GB53775	0.22
GB44876	0.27
GB46906	0.3
GB40884	0.44
GB45170	0.11
GB42685	0.14
GB46916	0.51
GB45047	0.67
GB50107	0.48
GB43799	0.17
GB54153	0.31
GB41976	0.64
GB42862	0.52
GB51072	0.52
GB52998	0.64
GB52434	0.63
GB51607	0.21
GB55467	0.28
GB41163	0.25
GB44449	0.21
GB55040	0.26
GB50688	0.45
GB45137	0.58
GB46087	0.28
GB44125	0.25
GB49912	0.45
GB44424	0.27
GB47839	0.54
GB51846	0.51
GB49248	0.29
GB43851	0.23
GB43952	0.54
GB44152	0.57
GB47831	0.23
GB50880	0.23
GB44930	0.5
GB40906	0.29
GB52133,GB52133,GB52133	0.19
GB47543	0.08
GB54982	0.66
GB41684	0.29
GB43916	0.1
GB53195	0.03
GB40666	0.01
GB50088	0.19
GB47842	0.58
GB53661	0.43
GB48676	0.49
GB52520	0.2
GB46001,GB46001	0.24
GB49811	0.67
GB50429	0.19
GB43504	0.38
GB46203	0.34
GB44070	0.34
GB44902	0.34
GB47419	0.81
GB44064	0.51
GB52748	0.02
GB53344	0.15
GB53644	0.62
GB55432	0.0
GB45285	0.58
GB41662	0.27
GB51089	0.43
GB47322,GB47322	0.37
GB49427	0.21
GB44945	0.19
GB44577	0.81
GB48429	0.32
GB50278	0.64
GB42378	0.19
GB51439	0.54
GB42587,GB42587	0.08
GB45307	0.59
GB55518	0.68
GB55001	0.52
GB42274	0.54
GB50125	0.73
GB54656	0.47
GB49659	0.51
GB44499	0.38
GB48928	0.43
GB49112	0.6
GB48863	0.07
GB53864,GB53864	0.07
GB41443	0.18
GB42073	0.44
GB44055,GB44185,GB53301	0.276666667
GB42465	0.65
GB42985	0.2
GB51358	0.15
GB41340	0.22
GB46147	0.47
GB51842	0.05
GB42364	0.37
GB48183	0.1
GB40839	0.1
GB48799	0.36
GB46309	0.22
GB54659	0.58
GB54919	0.33
GB48859	0.23
GB47827	0.24
GB48009	0.26
GB50636	0.41
GB40712	0.56
GB53918	0.44
GB51071	0.46
GB49420	0.17
GB49245,GB41113	0.23
GB55304	0.44
GB47490	0.24
GB49312	0.17
GB43084	0.34
GB53177	0.47
GB45274	0.39
GB44539	0.14
GB51533	0.47
