gene	WGA
GB48953	0.84
GB48640	0.89
GB55374	0.8
GB50098	0.78
GB43365	0.86
GB40238	0.96
GB49529	0.63
GB50366	0.85
GB47284	0.95
GB42500	0.81
GB54747	0.95
GB48345	0.94
GB46513	0.49
GB52459,GB52458	0.84
GB46188,GB46188	0.71
GB55444	0.88
GB43914	0.87
GB49337	0.96
GB50034	0.89
GB53832	0.5
GB44211	0.78
GB44115	0.87
GB48384	0.89
GB46914	0.62
GB51357	0.75
GB55198	0.56
GB54992	0.9
GB41175	0.58
GB49649	0.56
GB43833	0.85
GB45356	0.83
GB45399	1.0
GB43693	0.58
GB55196	0.53
GB51615	0.75
GB48943	0.91
GB52700	0.75
GB44144	0.91
GB53677	0.81
GB53719	0.72
GB55088	0.41
GB46068	0.88
GB43989	0.92
GB54427	0.74
GB53327	0.84
GB55744	0.48
GB40390	0.67
GB48331	0.37
GB47816	0.88
GB55091	0.82
GB42038	0.91
GB47655	0.91
GB50457	0.76
GB55423	0.88
GB45649	0.89
GB41873	0.94
GB52603	0.59
GB55356,GB53844	0.825
GB43179	0.96
GB48362	0.8
GB47636	0.96
GB51700	0.66
GB40773	0.68
GB55163	0.9
GB48435	0.67
GB45041	0.91
GB44969	0.79
GB43081	0.91
GB47270	0.68
GB45193	0.84
GB43837	0.83
GB40932	0.87
GB44782	0.98
GB50158	0.68
GB47975,GB47974,GB43571	0.663333333
GB50847	0.23
GB51517	0.89
GB54978	0.93
GB44867	0.8
GB51479	0.81
GB51764	0.52
GB45806	0.99
GB45098	0.95
GB46376	0.88
GB46459	0.92
GB45464	0.88
GB53506	0.7
GB50722	0.84
GB49348	0.95
GB41046	0.83
GB52407,GB52398,GB52402,GB52396,GB52397,GB52399,GB52393,GB52395,GB52403,GB52404,GB52400	0.815454545
GB42375	0.93
GB53602	0.49
GB41922	0.59
GB40478	0.54
GB45664	0.9
GB54032	0.51
GB52378,GB52375,GB52377	0.8633333329999999
GB43486	0.88
GB46414	0.55
GB50097	0.85
GB43827	0.84
GB47011	0.88
GB41975	0.78
GB49853	0.61
GB53086	0.81
GB52039,GB52039	0.77
GB54303	0.46
GB55017	0.99
GB44926	0.95
GB43604	0.55
GB47788	0.39
GB49296	0.82
GB48135	0.73
GB48645	0.91
GB50018	0.94
GB41222	0.69
GB46333	0.84
GB56004	0.78
GB45951	0.79
GB54483	0.63
GB53726	0.9
GB52740	0.94
GB45063,GB45062	0.595
GB49158	0.88
GB51103	0.81
GB47463	0.95
GB41986	0.41
GB43106	0.15
GB46441	0.88
GB46532	0.94
GB42321	0.95
GB45369	0.83
GB53939	0.86
GB47576	0.95
GB49498	0.21
GB43847	0.8
GB41085	0.47
GB50602	0.83
GB52060	0.96
GB48072	0.74
GB43215	0.93
GB41755	0.92
GB43150	0.94
GB49888,GB40284,GB49885,GB49890,GB49878,GB49894,GB49892,GB45746	0.79625
GB46956	0.46
GB50354	0.78
GB46144	0.85
GB50144	0.99
GB51369	0.77
GB43132	0.92
GB46768	0.56
GB44830	0.81
GB47337	0.86
GB41607	0.88
GB44427	0.71
GB40301	0.77
GB46897	0.98
GB46030	0.59
GB55974	0.14
GB42682	0.76
GB48936	0.81
GB47493	0.48
GB48769	0.54
GB41788	0.99
GB46468,GB54705	0.945
GB44841	0.93
GB50075	0.85
GB53698	0.93
GB51278	0.71
GB55262	0.57
GB40207	0.89
GB46286	0.73
GB48311	0.69
GB43710	0.99
GB40422	0.85
GB46697	0.57
GB48827	0.82
GB42930	0.92
GB40747	0.89
GB50297	0.95
GB50850	0.78
GB53096	0.57
GB48271	0.72
GB55663,GB45975	0.675
GB50434	0.79
GB53867	0.9
GB40983	0.86
GB55170	0.72
GB46025,GB46025	0.75
GB52351	0.78
GB51261,GB55135	0.81
GB44343	0.89
GB45737	0.83
GB47463,GB51455	0.615
GB41390,GB41387	0.685
GB45552	1.0
GB52981	0.91
GB46504	0.98
GB40233	0.64
GB54683	0.81
GB48999	0.42
GB43236	0.94
GB46146	0.7
GB55914	0.87
GB47656,GB46832,GB46832	0.3
GB45678	0.88
GB45220	0.76
GB55824	0.84
GB54868	0.67
GB43246	0.7
GB44143	0.81
GB53619	0.96
GB55539	0.95
GB48855	0.83
GB43468	1.0
GB45535	0.77
GB41403	0.24
GB40340	0.93
GB40337	0.51
GB54485,GB52179,GB54460	0.703333333
GB46465	0.63
GB48565	0.99
GB51031	0.85
GB50950	1.0
GB40126	0.7
GB53223	0.91
GB41138	0.68
GB53154	0.94
GB42231	0.91
GB52164	0.88
GB45404	0.64
GB44787,GB44787,GB44787,GB44402,GB44402	0.536
GB54178	0.39
GB52448	0.79
GB55948	0.66
GB53136	0.94
GB43772	0.62
GB42544	0.86
GB46430	0.95
GB42922	0.86
GB44450	0.99
GB51429	0.85
GB46902,GB46902	0.61
GB42529	0.95
GB43913	0.88
GB48913,GB53801	0.45
GB54830	0.95
GB43427	0.87
GB46656	0.74
GB43991,GB43991	0.74
GB45878	0.77
GB54311	0.85
GB45814	0.86
GB41841	0.99
GB41029	0.75
GB46789	0.29
GB53427	0.73
GB44083	0.92
GB53437	0.66
GB48671	0.93
GB51603	0.85
GB46345	0.93
GB51562	1.0
GB47769	0.97
GB49633	0.9
GB50193	0.68
GB51034	0.81
GB47400	0.78
GB45110	0.73
GB44046	0.66
GB54650	0.94
GB51955	0.84
GB50194	0.89
GB48620	0.98
GB49264	0.92
GB50874	0.55
GB47817	0.8
GB55464	0.92
GB46066	0.77
GB40312	0.55
GB43739	0.7
GB50458	0.59
GB48316	0.84
GB42036	0.82
GB41368	0.89
GB48935	0.62
GB50944	0.88
GB53603	0.74
GB42541,GB45092	0.5
GB50657	0.9
GB43905	0.93
GB49356	0.66
GB46681	0.9
GB40085	0.83
GB43230	0.68
GB40142	0.59
GB55102	0.92
GB50411	0.55
GB50301	0.63
GB48419	0.86
GB45884	0.36
GB46040	0.97
GB50243	0.7
GB51802,GB47843	0.685
GB41800	0.91
GB51759	0.75
GB46059	0.89
GB45544	0.89
GB54044	0.83
GB50629	0.54
GB47588	0.87
GB45221	0.88
GB50454	0.65
GB45368	0.92
GB49413	0.85
GB52927	0.8
GB40483	0.97
GB50196	0.78
GB42904	0.65
GB51114	0.68
GB50214	0.92
GB48440	0.18
GB53225	0.79
GB42645	0.96
GB41179	0.76
GB43949	0.5
GB44580	0.91
GB52879	0.51
GB48409	0.91
GB40138,GB40136,GB40137	0.833333333
GB49928	0.97
GB45850	0.83
GB44495	0.52
GB40934	0.69
GB47318,GB47354,GB47354,GB45988	0.56
GB44229	0.97
GB45749	0.72
GB44842,GB44842,GB44842	0.55
GB50164	0.51
GB54435	0.93
GB46749,GB42434	0.745
GB43628	0.53
GB47890	0.76
GB46145	0.72
GB42776	0.74
GB47187	0.87
GB49039	0.9
GB50966	0.94
GB55010	0.83
GB46577	0.3
GB45250,GB45250	0.92
GB55513	0.8
GB52438	0.5
GB55849	0.56
GB41439	0.71
GB40154	0.67
GB55496	0.8
GB42385	0.54
GB55016	0.7
GB52370,GB52365,GB52373,GB52367,GB52371,GB52369,GB52375,GB52364,GB52374,GB52373,GB52368,GB52363	0.698333333
GB55774	0.88
GB48772	0.77
GB48876	0.97
GB44442	0.7
GB54166	0.98
GB40701	0.46
GB44014	0.54
GB49653	0.79
GB53303	0.9
GB46987	0.39
GB51271	0.93
GB42206	0.8
GB51672	0.74
GB48603	0.68
GB53637	0.51
GB49329	0.92
GB50925	0.8
GB46569	0.89
GB48482	0.87
GB54371	0.97
GB45077	0.81
GB54141,GB42128	0.555
GB43507	0.67
GB54999	0.87
GB43133,GB43133	0.68
GB42654	0.87
GB49389	0.8
GB41889	0.82
GB47941	0.47
GB44976	0.8
GB43728,GB43713,GB43727	0.966666667
GB49411	0.87
GB54294	0.65
GB46673	0.79
GB41346	0.81
GB50970	0.82
GB54250	0.57
GB50322	0.83
GB52553	0.44
GB46378	0.64
GB50534	0.96
GB50965	0.48
GB40735	0.67
GB42748	0.72
GB41485	0.82
GB43800	0.48
GB51783,GB51782,GB51783	0.536666667
GB53656	0.93
GB54208	0.83
GB49623	0.38
GB43026,GB43024,GB43026,GB43024,GB43023,GB46324	0.543333333
GB41184	0.68
GB51806	0.91
GB48133	0.62
GB53971	0.88
GB49974	0.88
GB49788	1.0
GB42527	0.48
GB49605	0.89
GB52917	0.91
GB51772	0.67
GB49307	0.9
GB53667	0.92
GB52530	0.83
GB50377	0.75
GB50934	0.77
GB53613	0.93
GB53105	0.82
GB46365	0.6
GB44768	0.87
GB47162	0.81
GB40734	0.79
GB50875	0.86
GB41881	0.99
GB50531	0.28
GB51849	0.99
GB40397	0.98
GB46247	0.97
GB49311	0.74
GB43825	0.66
GB44773	0.91
GB46420	0.9
GB55994	0.95
GB49048	0.91
GB52154	0.8
GB52246	0.71
GB42719	0.88
GB44426	0.94
GB52151	0.99
GB51727	0.68
GB41419	0.82
GB41189	0.89
GB48955	0.08
GB51122	0.73
GB44167	0.57
GB51661,GB51661	0.76
GB50763	0.8
GB41674	0.86
GB55939	0.68
GB46537	0.65
GB50239	0.54
GB41300	0.88
GB53131	0.91
GB49751	0.63
GB54506	0.58
GB40519	0.77
GB51413	0.75
GB46038	0.74
GB46426	0.59
GB40779	0.81
GB41154	0.93
GB48086	0.85
GB46174	0.93
GB50014	0.86
GB41912	0.78
GB48307	0.8
GB50902	0.77
GB55421	0.94
GB50057	0.94
GB53672	0.66
GB54611	0.75
GB47303	0.62
GB55840	0.9
GB53138	0.82
GB51043	0.88
GB47161	0.29
GB42810	0.0
GB51236,GB51238	0.595
GB54316,GB54316	0.35
GB54890	0.65
GB52504,GB51681	0.71
GB53500	0.64
GB50587	0.96
GB50953	0.82
GB54941	0.34
GB55611	0.8
GB54331	0.73
GB54693	0.78
GB48776	0.62
GB49924	0.56
GB44103	0.94
GB41715	0.94
GB45397	0.58
GB47570	0.91
GB42466	0.44
GB46369	0.92
GB41135	0.9
GB54916	0.89
GB53179	0.83
GB50744	0.8
GB49901	0.72
GB51709	0.92
GB50053	0.83
GB48017	0.9
GB48703,GB48704,GB48703,GB48703,GB44714,GB42589,GB48703,GB44714,GB46559	0.563333333
GB50269	0.71
GB42469	0.53
GB48578	0.99
GB45757	0.57
GB54135,GB54136	0.82
GB55330,GB49708	0.745
GB40562	0.97
GB45866	0.88
GB52982	0.9
GB40754,GB40754	0.51
GB51383	0.81
GB54212	0.9
GB42170	0.75
GB47030	0.89
GB53705	0.87
GB54547	0.49
GB51756	0.87
GB54179	0.87
GB55185	0.91
GB52415,GB52414,GB52416,GB52414,GB52413,GB52416,GB52416,GB52415	0.7725
GB52804	0.23
GB47929,GB47929	0.6
GB50010	0.74
GB49439	0.85
GB51247	0.39
GB50272	0.63
GB44540	0.95
GB46112	0.9
GB52727	0.93
GB50623	0.93
GB54546	0.39
GB48005	0.58
GB48898,GB48899,GB48897,GB52653,GB46095,GB46096,GB46096	0.39285714299999996
GB48857	0.87
GB52995	0.87
GB44977	0.95
GB52343	0.78
GB41691	0.32
GB47720	0.86
GB54605	0.74
GB43813	0.53
GB43702	0.54
GB50087	0.88
GB55946	0.45
GB42917	0.83
GB50984	0.95
GB50347	0.76
GB55046	0.34
GB45887,GB46235	0.43
GB45820	0.92
GB46926	0.64
GB52354	0.71
GB51085	0.82
GB45582	0.86
GB43175	0.78
GB42377	0.61
GB42072	0.63
GB54687	0.88
GB41626	1.0
GB55898	0.62
GB44671	0.91
GB55638	0.85
GB50510	0.62
GB40748	0.88
GB43814	0.79
GB49770	0.84
GB43092	0.47
GB49807	0.58
GB47885	0.69
GB43706	0.97
GB46767	0.34
GB42693	0.85
GB49116	0.89
GB45451	0.88
GB49339	0.79
GB49331	0.58
GB55241	0.48
GB55160	0.88
GB42192	0.91
GB45514	0.91
GB49955	0.93
GB48664	0.62
GB53373	0.68
GB43621	0.51
GB50887	0.91
GB47515	0.71
GB41301	0.8
GB55408	0.44
GB53080	0.81
GB50242	0.94
GB52761	0.65
GB48080	0.5
GB41207	0.88
GB46337	0.92
GB51231	0.6
GB46471	0.64
GB44129	0.77
GB50995	0.91
GB50298	0.94
GB40806	0.71
GB46606	0.9
GB52560	0.55
GB52792	0.95
GB43389	0.86
GB47668	0.7
GB46500	0.43
GB51654	0.82
GB46547	0.48
GB40416	0.76
GB41471	0.87
GB44732	0.8
GB54279	0.83
GB47328	0.85
GB41901	0.89
GB54215	0.83
GB42303	0.63
GB40830,GB40830	0.54
GB50933	0.29
GB42785	0.93
GB49868,GB49919	0.905
GB41047	0.47
GB46646	0.99
GB48412	0.93
GB40596	0.9
GB55626	0.9
GB52646	0.99
GB45886	0.11
GB47658	0.85
GB41591	0.45
GB52946	0.93
GB43546	0.53
GB44109	0.96
GB40239	0.9
GB42350	0.78
GB49019	0.29
GB43755	0.81
GB45688	0.63
GB40831,GB40831	0.63
GB40496	0.93
GB53407	0.61
GB43904	0.93
GB42112	0.67
GB47046	0.85
GB54259	0.88
GB45504	0.91
GB49897	0.52
GB42829	0.46
GB48143	0.55
GB55667	0.94
GB50312	0.87
GB49402	0.87
GB53940,GB53940	0.55
GB45775	0.75
GB53335	0.95
GB53803	0.46
GB48195	0.62
GB40019	0.82
GB54187	0.95
GB49384	0.89
GB45709	0.72
GB43868	0.9
GB53965	0.75
GB52721	0.71
GB55596	0.56
GB50042	0.89
GB51129	0.9
GB47455,GB52437	0.84
GB48486,GB45532	0.49
GB50013	0.64
GB52693	0.92
GB54808,GB40047	0.765
GB50427	0.89
GB51556	0.94
GB47324	0.83
GB52040	0.82
GB55798	0.53
GB40358	0.87
GB43564	0.9
GB52030	0.51
GB55009	0.78
GB53731	0.65
GB44780	0.91
GB47735	0.93
GB48779,GB48779	0.73
GB41677	0.81
GB55370	0.77
GB42649	0.96
GB48798	0.77
GB53337	0.77
GB46642	0.82
GB43521	1.0
GB51670	0.75
GB41302	0.79
GB46763	0.84
GB40053,GB40169	0.685
GB43311,GB43310,GB48321	0.533333333
GB46536	0.99
GB48674	0.91
GB46495	0.94
GB53524	0.5
GB42084	0.74
GB45501,GB45500	0.715
GB53023	0.89
GB47878	0.87
GB45295	0.6
GB45146	0.5
GB55228	0.53
GB53347,GB53346	0.73
GB51685,GB53876	0.72
GB45628	0.93
GB51084	0.84
GB45342	0.85
GB55788	0.89
GB51683	0.72
GB49895	0.93
GB41159	0.87
GB54968	0.94
GB46494	0.83
GB50658	0.91
GB53385	0.81
GB55070	0.43
GB51524	0.78
GB47272	0.91
GB52245	0.95
GB55941	0.88
GB45511,GB45511	0.78
GB42315	0.74
GB40836	0.72
GB41162	0.78
GB47651	0.9
GB42592	0.73
GB55975	0.9
GB54018	0.99
GB46121	0.93
GB40303	0.9
GB54698	0.9
GB44718	0.81
GB49784	0.48
GB55108,GB55108	0.66
GB48600	0.89
GB40069	0.74
GB40659	0.78
GB50756	0.84
GB47234	0.71
GB53249,GB45509,GB45510	0.683333333
GB40733	0.35
GB54813	0.9
GB50551	0.87
GB48010	0.96
GB54767	0.78
GB45251	0.87
GB48488	0.67
GB53882	0.8
GB42924	0.79
GB52747	0.93
GB53354	0.82
GB52393	0.85
GB40222	0.89
GB45435	0.92
GB54386	0.75
GB54089	0.85
GB46706	0.94
GB46285	0.9
GB55281	0.78
GB50865	0.5
GB54949	0.66
GB41842	0.76
GB45632,GB45632	0.73
GB42678	0.85
GB45869	0.92
GB47065	0.95
GB49963	0.95
GB43193	0.94
GB48430	0.9
GB41137	0.94
GB51867	0.92
GB46123	0.91
GB40778	0.92
GB48278	0.61
GB44871	0.72
GB42400	0.59
GB42526	0.86
GB52069	0.61
GB46616	0.9
GB55263	0.81
GB44058	0.56
GB52655	0.78
GB50235	0.87
GB49414	0.73
GB42075	0.54
GB43353	0.41
GB51394	0.76
GB42052	0.79
GB41486	0.55
GB46386	0.87
GB44181	0.97
GB50055,GB50052,GB50054	0.726666667
GB43155	0.87
GB48364	0.72
GB41240	0.35
GB48121	0.44
GB49975	0.84
GB53398	0.95
GB48448	0.96
GB52410,GB52412,GB52410,GB52410	0.9
GB48132	0.8
GB42981	0.62
GB41569	0.89
GB45855	0.86
GB50128	0.8
GB48039	0.9
GB42051	0.91
GB52915	0.96
GB53068,GB53068	0.92
GB46201	0.7
GB45854	0.91
GB54956	0.82
GB54848	0.89
GB53230	0.69
GB55316	0.95
GB55559	0.02
GB42550	0.58
GB48604	0.97
GB49446	0.86
GB55053	0.95
GB51203,GB53877	0.61
GB48826	0.65
GB44154	0.9
GB41128	0.89
GB44514	0.71
GB44289	0.94
GB53256	0.81
GB47229	0.89
GB47203	0.79
GB47828	0.77
GB54583	0.92
GB40225,GB51380	0.53
GB42824	0.9
GB44110	0.21
GB47749	0.8
GB49979	0.52
GB49259	0.65
GB52080	0.86
GB53609	0.88
GB50077	0.97
GB48411	0.93
GB43519	0.59
GB53434	0.41
GB40781	0.73
GB49762	0.92
GB55285	0.6
GB48597	0.83
GB49504	0.67
GB43964	0.93
GB41367	0.92
GB47010	0.84
GB46461	0.53
GB45247	0.7
GB40554	0.55
GB41258	0.76
GB49321	0.63
GB51888	0.57
GB48408	0.89
GB48231,GB48231	0.71
GB40102	1.0
GB41146	0.92
GB40837	0.66
GB47159	0.82
GB54302,GB54302,GB54302	0.69
GB54334	0.41
GB43884	0.82
GB44039	0.82
GB46980	0.91
GB55510	0.82
GB44139	0.78
GB50305	1.0
GB45078,GB45081,GB45079,GB45079,GB45079,GB45078,GB40668,GB40666,GB40664,GB40665,GB40667,GB40666,GB45078,GB49208	0.6321428570000001
GB55066	0.36
GB49826	0.62
GB40511	0.96
GB54855,GB54856	0.99
GB50384,GB50383	0.88
GB52466	0.39
GB49371	0.82
GB43690	0.9
GB42301	0.75
GB43819	0.0
GB43419	0.87
GB41882	0.98
GB42139	0.93
GB49810	0.89
GB51945	0.79
GB53921	0.8
GB51141	0.35
GB47134	0.63
GB43332	0.98
GB55978	0.86
GB41785	0.54
GB54033	0.91
GB48630	0.6
GB44336	0.19
GB55825	0.96
GB43625	0.21
GB48109	0.6
GB44113	0.52
GB52629,GB52629	0.85
GB41178	0.72
GB43466	0.89
GB54655	0.78
GB44098	0.97
GB44558	0.83
GB42230	0.89
GB43554	0.87
GB50990	0.9
GB54292	0.49
GB51227,GB51227	0.52
GB45256	0.57
GB51657	0.53
GB47678	0.7
GB43955	0.89
GB44312	0.96
GB44707	0.63
GB48983	0.5
GB44484	0.9
GB40113	0.92
GB55419	0.86
GB41234	0.7
GB40938	0.86
GB51578	0.89
GB46202	0.65
GB55963	0.66
GB46073	0.64
GB49672,GB49672	0.44
GB41203	0.66
GB52029	0.76
GB54205	0.89
GB45637	1.0
GB48134	0.73
GB53829	0.91
GB48032	0.83
GB46131	0.77
GB55841	0.89
GB52854	0.6
GB45267	0.95
GB50598	0.83
GB47553	0.87
GB49789	0.92
GB51733,GB40635,GB45983	0.8
GB51650	0.64
GB50998	0.9
GB49139	0.31
GB55077	0.92
GB49609	0.65
GB49813	0.88
GB40360	0.88
GB50181	0.94
GB41263	0.87
GB40425	0.87
GB40157	0.61
GB53646	0.86
GB45831	0.91
GB41647,GB41695	0.715
GB49416	0.87
GB52344	0.94
GB53404	0.98
GB54540	0.76
GB53723	0.28
GB49643	0.85
GB55161	0.88
GB54388	0.73
GB42786	0.85
GB52345	0.93
GB48235	0.97
GB43586	0.72
GB48450	0.89
GB45239	0.78
GB42918	0.62
GB46408	0.95
GB48241	0.74
GB49632	0.77
GB45851	0.73
GB41724	0.53
GB55422	0.87
GB41599,GB49018	0.895
GB50893	0.87
GB42050	0.95
GB44400	0.81
GB47551	0.62
GB50811	0.9
GB46772	0.81
GB52754	0.9
GB52799	0.36
GB53953,GB45420	0.785
GB52728	0.85
GB51602	0.24
GB40456	0.95
GB56029	0.61
GB53421	0.95
GB46727	0.72
GB52303	0.53
GB50867	0.74
GB44415	0.93
GB52464	0.62
GB40098	0.93
GB44044	0.78
GB44585	0.92
GB55516	0.65
GB49180	0.38
GB53915	0.95
GB49638	0.88
GB49340	0.94
GB52331	0.54
GB41360	0.62
GB50647	0.72
GB43219	0.88
GB54717,GB43781,GB43787	0.786666667
GB40061,GB40061	0.63
GB45934	0.84
GB49515	0.66
GB40556	0.73
GB49552	0.66
GB40057	0.79
GB44501	0.69
GB42618	0.65
GB55440	0.94
GB41339,GB41326	0.75
GB51002	0.82
GB45437	0.68
GB55906	0.94
GB43548	0.87
GB51643	0.96
GB44821	0.46
GB46022	0.77
GB49904	0.98
GB46444	0.73
GB44800	0.85
GB45057	0.52
GB46726	0.87
GB51331	0.64
GB41690,GB41690	0.89
GB42775	0.9
GB46774	0.93
GB52156	0.65
GB50996	0.89
GB46766	0.95
GB45230	0.94
GB54340	0.49
GB49347	0.54
GB50869	0.85
GB41483	0.6
GB48466	0.66
GB44132	0.83
GB54244	0.96
GB43634	0.47
GB45023	0.51
GB42613	0.93
GB46635	0.51
GB46275	0.91
GB51078	0.85
GB44171,GB50929	0.955
GB45538	0.39
GB45925	0.57
GB41981	0.9
GB44191	0.88
GB45255	0.35
GB47315	0.76
GB46210	0.77
GB47968	0.93
GB41549	0.42
GB42811	0.15
GB43036,GB43035	0.385
GB43563	0.86
GB54401	0.5
GB42614	0.98
GB47933	0.66
GB42707	0.94
GB40270	0.94
GB50106	0.87
GB45305,GB45305	0.39
GB54888	0.56
GB40561	0.4
GB45515	0.92
GB42742	0.86
GB49350	0.88
GB53736,GB53736	0.59
GB52652	0.94
GB51108	0.84
GB47580	0.91
GB42891	0.82
GB41519	0.87
GB42672	0.8
GB40673	0.77
GB47849	0.7
GB54297	0.92
GB51115	0.93
GB42468,GB42475,GB42467,GB48511,GB48512	0.644
GB40639,GB40639	0.85
GB52600,GB52600	0.83
GB43742	0.92
GB52662	0.93
GB46368	0.85
GB52696	0.91
GB40439	0.64
GB50824	0.88
GB48085	0.65
GB50901	0.83
GB50436	0.71
GB42568	0.9
GB53207	0.9
GB48617	0.92
GB40473	0.89
GB41667	0.71
GB40731	0.63
GB45418	0.26
GB48534	0.21
GB40164	0.49
GB49073	0.51
GB47092	0.64
GB45096	0.91
GB55264	0.74
GB49862	0.58
GB50250	0.67
GB42411	0.53
GB44891	1.0
GB45567	0.75
GB47399	0.51
GB47804,GB47805	0.715
GB53706	0.56
GB54467	0.63
GB53240	0.72
GB46915	0.87
GB42714	0.86
GB45426	0.83
GB51428	0.82
GB42292	0.54
GB54851	0.75
GB52007	0.93
GB48453	0.57
GB55661	0.95
GB44572	0.53
GB55571	0.87
GB40780	0.82
GB53143	0.78
GB43195	0.98
GB40268	0.69
GB42447	0.92
GB50515	0.59
GB43401	0.47
GB48210	0.52
GB42673	0.57
GB55240	0.12
GB46043	0.76
GB51628	0.73
GB49772	0.73
GB42300	0.64
GB46000	0.5
GB54174	0.9
GB42492	0.02
GB47540	0.6
GB52347	0.85
GB40705	0.89
GB42452	0.87
GB43131	0.72
GB54932	0.83
GB52991	0.76
GB44824	0.51
GB42555	0.86
GB43479	0.87
GB55706,GB55707	0.675
GB51800,GB51800	0.56
GB51786	0.83
GB52883	0.91
GB44225	0.92
GB48727	0.82
GB55326	0.94
GB46880	0.77
GB54315	0.47
GB49902	0.83
GB55000	0.61
GB41600	0.95
GB50816	0.82
GB41143	0.87
GB45697	0.9
GB54440	0.77
GB42962	0.77
GB42968	0.81
GB53574,GB53574	0.3
GB53208	0.41
GB53183,GB53253	0.59
GB50686	0.76
GB51536	0.73
GB48960	0.43
GB44739	0.7
GB41227	0.61
GB40459	0.86
GB47770	0.94
GB50533	0.59
GB42792	0.7
GB45596,GB53872	0.695
GB45037	0.87
GB44432	0.62
GB42580	0.52
GB41242	0.8
GB41491	0.87
GB45700	0.86
GB51419	0.72
GB46590	0.84
GB40617	0.79
GB54917	0.87
GB55535	0.94
GB45419	0.85
GB44596	0.76
GB40576	0.64
GB40289	0.98
GB54076,GB54076	0.65
GB52390,GB52386	0.95
GB54580	0.91
GB50200	0.87
GB47320	0.98
GB52072	0.89
GB48599	0.72
GB55610	0.5
GB55265	0.95
GB48575	0.93
GB45625	0.77
GB52641	0.84
GB42561	0.92
GB41414	0.64
GB44509	0.9
GB49338	0.44
GB50858	0.8
GB49408	0.95
GB54432	0.75
GB43258	0.72
GB42476	0.91
GB44361	0.89
GB43471	0.93
GB43818	0.81
GB40339	0.96
GB51930	0.84
GB41517	0.86
GB42558	0.9
GB52209	0.09
GB45216	0.82
GB43585	0.57
GB50496,GB50496	0.66
GB44172	0.87
GB51620	0.97
GB52308	0.66
GB51587	0.89
GB53185	0.15
GB54426	0.51
GB50270	0.64
GB54720,GB40180	0.725
GB43876	0.71
GB52123	0.87
GB49313	0.73
GB42676	0.87
GB42584	0.56
GB42519	0.77
GB48682	0.85
GB48207	0.65
GB43941	0.73
GB42903	0.65
GB44205	0.94
GB49805,GB49806	0.725
GB46458	0.76
GB47200	0.88
GB47659	0.88
GB44532,GB50545	0.52
GB54866	0.73
GB52256	0.53
GB41778	0.91
GB49357	0.79
GB45040	0.91
GB41760	0.79
GB42595	0.77
GB51521	0.64
GB49016	0.83
GB51284	0.59
GB43443	0.91
GB53653	0.83
GB40699	0.99
GB40760	0.84
GB53311	0.92
GB54299	0.37
GB55515	0.68
GB42010,GB42010	0.94
GB55105	0.9
GB55286,GB42027	0.695
GB50248	0.9
GB44257	0.78
GB55429	0.45
GB40805	0.93
GB43302	0.71
GB49407	0.91
GB53020	0.91
GB54045	0.87
GB53727,GB41235,GB41235	0.78
GB42086	0.96
GB44310	0.73
GB47567	0.87
GB47398	0.96
GB53775	0.62
GB44876	0.67
GB46906	0.77
GB40884	0.71
GB45170	0.42
GB42685	0.78
GB46916	0.89
GB45047	0.96
GB50107	0.66
GB43799	0.62
GB54153	0.79
GB41976	0.91
GB42862	0.91
GB51072	0.9
GB52998	0.95
GB52434	0.96
GB51607	0.68
GB55467	0.66
GB41163	0.8
GB44449	0.9
GB55040	0.71
GB50688	0.74
GB45137	0.89
GB46087	0.76
GB44125	0.91
GB49912	0.73
GB44424	0.7
GB47839	0.89
GB51846	0.9
GB49248	0.74
GB43851	0.64
GB43952	0.88
GB44152	0.91
GB47831	0.76
GB50880	0.64
GB44930	0.85
GB40906	0.57
GB52133,GB52133,GB52133	0.44
GB47543	0.51
GB54982	0.94
GB41684	0.78
GB43916	0.75
GB53195	0.64
GB40666	0.57
GB50088	0.96
GB47842	0.91
GB53661	0.82
GB48676	0.94
GB52520	0.57
GB46001,GB46001	0.7
GB49811	0.97
GB50429	0.55
GB43504	0.8
GB46203	0.85
GB44070	0.79
GB44902	0.91
GB47419	0.98
GB44064	0.87
GB52748	0.06
GB53344	0.51
GB53644	0.7
GB55432	0.02
GB45285	0.89
GB41662	0.62
GB51089	0.79
GB47322,GB47322	0.76
GB49427	0.45
GB44945	0.74
GB44577	0.98
GB48429	0.59
GB50278	0.97
GB42378	0.53
GB51439	0.82
GB42587,GB42587	0.67
GB45307	0.85
GB55518	0.96
GB55001	0.87
GB42274	0.94
GB50125	0.96
GB54656	0.86
GB49659	0.79
GB44499	0.84
GB48928	0.9
GB49112	0.92
GB48863	0.18
GB53864,GB53864	0.92
GB41443	0.57
GB42073	0.84
GB44055,GB44185,GB53301	0.683333333
GB42465	0.97
GB42985	0.83
GB51358	0.4
GB41340	0.83
GB46147	0.87
GB51842	0.82
GB42364	0.75
GB48183	0.43
GB40839	0.62
GB48799	0.85
GB46309	0.73
GB54659	0.89
GB54919	0.91
GB48859	0.78
GB47827	0.45
GB48009	0.4
GB50636	0.77
GB40712	0.91
GB53918	0.83
GB51071	0.94
GB49420	0.71
GB49245,GB41113	0.8
GB55304	0.73
GB47490	0.41
GB49312	0.4
GB43084	0.65
GB53177	0.79
GB45274	0.87
GB44539	0.79
GB51533	0.85
GB45727	0.86
