gene	STA
GB51428	77
GB42292	74
GB54851	78
GB52007	77
GB48453	79
GB55661	80
GB44572	78
GB55571	79
GB40780	78
GB53143	78
GB43195	77
GB40268	53
GB42447	80
GB50515	77
GB43401	76
GB48210	78
GB42673	77
GB55240	78
GB46043	77
GB51628	79
GB49772	79
GB42300	78
GB46000	72
GB54174	70
GB42492	79
GB47540	74
GB52347	71
GB40705	78
GB42452	79
GB43131	77
GB54932	76
GB52991	78
GB44824	72
GB42555	77
GB43479	79
GB55706,GB55707	69
GB51800,GB51800	72
GB51786	75
GB52883	79
GB44225	64
GB48727	77
GB55326	74
GB46880	74
GB54315	60
GB49902	79
GB55000	78
GB41600	77
GB50816	77
GB41143	78
GB45697	74
GB54440	77
GB42962	80
GB42968	80
GB53574,GB53574	70
GB53208	77
GB53183,GB53253	78
GB50686	77
GB51536	80
GB48960	77
GB44739	75
GB41227	78
GB40459	79
GB47770	75
GB50533	75
GB42792	78
GB45596,GB53872	72
GB45037	78
GB44432	76
GB42580	78
GB41242	79
GB41491	79
GB45700	62
GB51419	72
GB46590	79
GB40617	74
GB54917	78
GB55535	74
GB45419	79
GB44596	76
GB40576	73
GB40289	78
GB54076,GB54076	79
GB52390,GB52386	67
GB54580	76
GB50200	79
GB47320	73
GB52072	77
GB48599	80
GB55610	75
GB55265	74
GB48575	79
GB45625	73
GB52641	77
GB42561	80
GB41414	80
GB44509	76
GB49338	77
GB50858	76
GB49408	78
GB54432	80
GB43258	78
GB42476	79
GB44361	76
GB43471	79
GB43818	80
GB40339	78
GB51930	79
GB41517	72
GB42558	78
GB52209	77
GB45216	78
GB43585	66
GB50496,GB50496	77
GB44172	80
GB51620	78
GB52308	57
GB51587	77
GB53185	80
GB54426	77
GB50270	79
GB54720,GB40180	69
GB43876	78
GB52123	72
GB49313	79
GB42676	80
GB42584	78
GB42519	80
GB48682	80
GB48207	77
GB43941	71
GB42903	77
GB44205	80
GB49805,GB49806	70
GB46458	71
GB47200	76
GB47659	78
GB44532,GB50545	63
GB54866	59
GB52256	78
GB41778	62
GB49357	75
GB45040	80
GB41760	56
GB42595	74
GB51521	78
GB49016	78
GB51284	78
GB43443	80
GB53653	78
GB40699	74
GB40760	80
GB53311	76
GB54299	69
GB55515	77
GB42010,GB42010	58
GB55105	80
GB55286,GB42027	78
GB50248	79
GB44257	78
GB55429	76
GB40805	77
GB43302	79
GB49407	79
GB53020	79
GB54045	80
GB53727,GB41235,GB41235	73
GB42086	79
GB44310	78
GB47567	79
GB47398	71
GB53775	79
GB44876	76
GB46906	79
GB40884	74
GB45170	70
GB42685	76
GB46916	78
GB45047	79
GB50107	80
GB43799	65
GB54153	76
GB41976	78
GB42862	73
GB51072	76
GB52998	78
GB52434	79
GB51607	80
GB55467	77
GB41163	68
GB44449	77
GB55040	79
GB50688	80
GB45137	77
GB46087	75
GB44125	80
GB49912	79
GB44424	80
GB47839	78
GB51846	79
GB49248	77
GB43851	72
GB43952	78
GB44152	80
GB47831	79
GB50880	75
GB44930	77
GB40906	77
GB52133,GB52133,GB52133	77
GB47543	77
GB54982	77
GB41684	77
GB43916	63
GB53195	79
GB40666	54
GB50088	61
GB47842	80
GB53661	79
GB48676	78
GB52520	80
GB46001,GB46001	74
GB49811	79
GB50429	71
GB43504	73
GB46203	76
GB44070	72
GB44902	79
GB47419	78
GB44064	77
GB52748	70
GB53344	70
GB53644	80
GB55432	80
GB45285	77
GB41662	79
GB51089	77
GB47322,GB47322	78
GB49427	77
GB44945	72
GB44577	78
GB48429	77
GB50278	79
GB42378	73
GB51439	70
GB42587,GB42587	60
GB45307	76
GB55518	75
GB55001	77
GB42274	79
GB50125	76
GB54656	72
GB49659	78
GB44499	79
GB48928	79
GB49112	79
GB48863	72
GB53864,GB53864	44
GB41443	77
GB42073	69
GB44055,GB44185,GB53301	68
GB42465	79
GB42985	59
GB51358	79
GB41340	78
GB46147	80
GB51842	63
GB42364	60
GB48183	73
GB40839	69
GB48799	78
GB46309	75
GB54659	79
GB54919	77
GB48859	77
GB47827	79
GB48009	79
GB50636	74
GB40712	80
GB53918	79
GB51071	77
GB49420	75
GB49245,GB41113	76
GB55304	74
GB47490	75
GB49312	72
GB43084	75
GB53177	79
GB45274	74
GB44539	78
GB51533	80
GB45727	73
GB40895	80
GB49154	77
GB49395	75
GB53350	74
GB53716	71
GB47799	80
GB46898	79
GB47237	76
GB44677	78
GB50596	62
GB55997	78
GB48304	76
GB41399	69
GB56035	79
GB47000,GB47895,GB52230,GB55636,GB55636,GB46100,GB46823,GB52230,GB47895,GB47000,GB52230	26
GB55036	76
GB43218	76
GB41364	78
GB51299	80
GB48346	78
GB47180	80
GB55803	73
GB49981,GB49983	61
GB44826	77
GB53359	80
GB52529	80
GB43566	68
GB44469	77
GB45188	77
GB49457	78
GB48892	74
GB55445	77
GB46291	79
GB42576	76
GB49123	77
GB55666	79
GB50851	77
GB48886	78
GB43436	70
GB44978	78
GB52061	79
GB51105	79
GB47319	79
GB55531	80
GB45183	79
GB53334	77
GB48961	77
GB50561,GB43768	78
GB55943	80
GB53975	79
GB52288	80
GB46928	79
GB54243	71
GB54227	78
GB53201	80
GB47296	78
GB54925	80
GB41849	77
GB48363	70
GB47638	80
GB41270	80
GB55970	78
GB53318	79
GB44731	77
GB49368	77
GB46743	79
GB45696	75
GB42790	78
GB42634	78
GB44980,GB44981	77
GB44931	78
GB45848	76
GB41197	64
GB41176	77
GB55601	79
GB46410	72
GB44043	56
GB45633	76
GB50512	76
GB51606	80
GB41646	79
GB41815	77
GB47140	62
GB42899	76
GB40114	79
GB44869	79
GB46404	80
GB45042	76
GB40728	73
GB45105	80
GB41030	79
GB49691	70
GB49752	61
GB41458	73
GB40460	77
GB51631	77
GB55753	80
GB47609	76
GB47202	80
GB53316,GB50320	78
GB48810	78
GB48152	79
GB45025	80
GB46983	79
GB53245	79
GB41034	73
GB55600	76
GB51555	79
GB44878	78
GB49654	80
GB40265	80
GB54541	77
GB42339	72
GB55640	75
GB41168	79
GB43100	80
GB52467	74
GB49100	79
GB45375	79
GB45639	76
GB49265	78
GB48641	78
GB50881	60
GB42760	73
GB41341	79
GB50062	58
GB42218,GB42219	58
GB45011	71
GB44425	80
GB50145	79
GB49195,GB49195	61
GB49956	77
GB45648	79
GB40807	77
GB51305,GB47545	71
GB51303	78
GB50441	76
GB44059	79
GB55288	78
GB41553	80
GB43181	76
GB55716	80
GB50804	73
GB53419	75
GB48173,GB48174	72
GB46398	77
GB55474	80
GB40997	63
GB51030	78
GB51917,GB43358,GB43362	79
GB49702	78
GB41945	76
GB50103	78
GB42560	80
GB55162	79
GB46589	76
GB47967	79
GB41969	79
GB44169	74
GB44165	80
GB54779	79
GB47988	52
GB41604	79
GB43861	79
GB45336	71
GB50628	78
GB52455	79
GB42594	79
GB46119	75
GB52190	77
GB52493	72
GB55918	80
GB49306	79
GB48706	78
GB53234,GB53234	78
GB43863	80
GB53732	69
GB47823	78
GB40031	77
GB44071	79
GB41410	72
GB42298	78
GB55192	79
GB50796	76
GB53294	74
GB41954	71
GB42794	77
GB49754	79
GB46917	79
GB41259	77
GB53101	80
GB40658	73
GB46122	78
GB43591	79
GB47517	77
GB40070	78
GB47574	75
GB54748	79
GB49377	76
GB55354,GB55354	79
GB45547	78
GB41074	75
GB48754	77
GB43409	76
GB49398	79
GB45000	78
GB55277	35
GB47811	77
GB52026	79
GB45013	77
GB52800	79
GB40083	78
GB46214	79
GB47430	78
GB54237	76
GB54220	80
GB44470	79
GB48029	79
GB44663	79
GB49191	76
GB45421	77
GB46492	76
GB55275	67
GB44404	79
GB44122	76
GB51292	78
GB53695,GB48850	62
GB49664	79
GB54548	73
GB49383	79
GB49041	79
GB43643	66
GB50380	57
GB54156	79
GB43808	78
GB49808	78
GB47192	79
GB45759	77
GB45148	75
GB40308	80
GB49727	80
GB41320	75
GB44721	79
GB45527	75
GB41640	78
GB42796	79
GB50568	64
GB54146	74
GB46249	77
GB49942	78
GB48350,GB48350	65
GB49538	80
GB51411	80
GB42071	78
GB53349	80
GB50663	79
GB42497	77
GB45335	75
GB46605	80
GB51718	75
GB47373	72
GB47075	78
GB53750	79
GB54370	78
GB51582	79
GB53188	78
GB45139	75
GB43915	68
GB48460	65
GB47996	79
GB45526	79
GB49549	80
GB52841	73
GB41966	67
GB43691	77
GB49192	78
GB54300	80
GB48064	79
GB55552,GB41653	73
GB52920	79
GB54293	77
GB51295	77
GB55414	74
GB54256	78
GB51887	74
GB45050	76
GB55109	74
GB51087	78
GB45008	78
GB53428	65
GB52656	78
GB51069	79
GB55639	73
GB54498	78
GB51462	79
GB55869,GB55869	79
GB50872	78
GB45045	80
GB54458	71
GB45147	79
GB48176	78
GB54569	78
GB41793	78
GB44907	80
GB51911	79
GB47957,GB47957	77
GB43841	78
GB51658	79
GB47380,GB47380,GB47380,GB54084,GB54084	53
GB52500	79
GB51573	77
GB53777	79
GB52185	72
GB52638	79
GB55722	77
GB45337	79
GB46167	78
GB41913	75
GB48683	77
GB40767	67
GB52765	76
GB45443	74
GB44398	79
GB55232	77
GB45083	80
GB51425,GB46180	76
GB43228	79
GB45367	79
GB47045	80
GB51290	80
GB41153	79
GB53067	80
GB43188	77
GB54291	79
GB52439	79
GB42934	78
GB42351	77
GB51052	77
GB48866	80
GB47434	68
GB54503	80
GB40398	80
GB42319	75
GB48310	60
GB53328	79
GB54891	73
GB55223	77
GB52194	68
GB41698	75
GB54952	78
GB45119	77
GB55156	80
GB55829	78
GB43883	80
GB45720	80
GB54983	76
GB43843	79
GB41656	77
GB44397	75
GB42217,GB48194	75
GB50575	70
GB55373	79
GB47160	78
GB47990	80
GB48660	78
GB45372	78
GB45634	77
GB47689	78
GB42655	78
GB42083	77
GB51409	77
GB55317	77
GB50051	60
GB44052	78
GB40691	78
GB41857	75
GB50350	77
GB50253	75
GB46363	76
GB50603	78
GB46977	80
GB44786	79
GB50249	70
GB52645	79
GB40121,GB40122	73
GB54508	76
GB53779	71
GB55353	74
GB52996	77
GB43946,GB43946	62
GB49250	80
GB54016	67
GB52878	64
GB54087	77
GB49281	74
GB47226	79
GB40875	75
GB50655	77
GB46744	79
GB47311	80
GB45222	79
GB55212,GB55205,GB55208,GB55215,GB55214,GB55213,GB55204,GB55207,GB55206,GB55211,GB46294	49
GB54782	74
GB43103	79
GB43824	77
GB53065	75
GB48118	80
GB52745	79
GB43375,GB43375	77
GB45441	75
GB47342	76
GB40267	76
GB47654	73
GB43968	77
GB48672	75
GB41413	78
GB43154	76
GB54399	76
GB56018	78
GB48110	75
GB43879	77
GB51372	59
GB48621	77
GB44964	62
GB49521	79
GB48820,GB46970	55
GB55233	77
GB50083	79
GB54967	75
GB41123	74
GB44894	77
GB46477	76
GB44428	78
GB54865,GB54865	77
GB53387	78
GB49415	79
GB40228	69
GB42429	75
GB41140	79
GB47390,GB48849	76
GB40445	80
GB40020	80
GB51614	78
GB47815	77
GB55900	79
GB46896	74
GB54396	76
GB47772	79
GB54504	73
GB45698	78
GB41369	71
GB43848	80
GB40968	64
GB44483	78
GB44209	76
GB44069	79
GB54020	79
GB44571	78
GB42845	75
GB52236	76
GB41225	79
GB51604	76
GB44654	77
GB45627	73
GB55098	77
GB55570	79
GB43873	79
GB54974	79
GB50980	77
GB55355	79
GB51008	79
GB44764	79
GB54102	80
GB43229	79
GB44518	80
GB53417	79
GB43598	65
GB53627	78
GB54940	70
GB45113	80
GB44937	79
GB55685,GB43779,GB43779	66
GB42702	79
GB54564	77
GB51674	80
GB54255	77
GB49418	78
GB54838	80
GB41150	59
GB54646	77
GB44140	76
GB52120	79
GB44141	71
GB51843	74
GB48018	73
GB46900	72
GB47097	80
GB49777	77
GB44040	78
GB43638	79
GB50942	79
GB51109,GB51172	57
GB47497	75
GB49453	77
GB46056	78
GB43378	78
GB51051	79
GB55482	79
GB47268	80
GB46617	75
GB43169	78
GB54397	72
GB48037,GB48037	72
GB51746	78
GB41090	65
GB51256	78
GB45624	79
GB51561	79
GB41118	76
GB50016	76
GB46274	78
GB41224	79
GB55625	80
GB53361	76
GB41199	77
GB47833	80
GB48103	80
GB41158	77
GB41050	75
GB42549	74
GB52505	75
GB55479	80
GB51626	79
GB55063	71
GB42834	71
GB55011	79
GB55224	78
GB54895	73
GB41802	79
GB44868	74
GB53332	75
GB54184	79
GB46034	80
GB43194	79
GB51597	79
GB49071	75
GB47565	61
GB54190,GB54188	78
GB42758	79
GB40230	75
GB51739	80
GB43053	64
GB50699	79
GB55443	80
GB42398	79
GB50579	80
GB45543	78
GB46373	80
GB42448	78
GB40984	80
GB48978	78
GB52781	79
GB45561	75
GB47819	76
GB55260,GB46835	75
GB41859	80
GB52422	80
GB49758	71
GB48991	74
GB40868	80
GB51535	77
GB44694	79
GB53128	79
GB53799	80
GB46688	77
GB42335	72
GB52283	73
GB44444	80
GB51075	74
GB47992	80
GB42172	77
GB51434	78
GB50467	77
GB44678	79
GB53422	77
GB48652	77
GB46277	76
GB48220	78
GB52186	50
GB52115	72
GB41392	78
GB52912	79
GB40872	80
GB53221	69
GB53081	78
GB47954	74
GB48763,GB48760	72
GB46944,GB46932	75
GB47723	74
GB40429	79
GB52419	79
GB50131	78
GB49370	66
GB44230	73
GB53853	79
GB43485	79
GB50993	78
GB54519	76
GB49359	79
GB53880	56
GB50532	80
GB48349	79
GB50519	80
GB41522	80
GB44705	79
GB47143	74
GB43417	79
GB51627	68
GB49984	79
GB45730	76
GB49101	80
GB50680	80
GB49829	75
GB40700	75
GB41452,GB41453	76
GB43791	76
GB56001	79
GB51272	71
GB41779	60
GB55250	80
GB45944	80
GB49471	80
GB41134	78
GB48111	79
GB52516	76
GB51279	77
GB45764	77
GB52749	76
GB41770	78
GB46364	74
GB49443	79
GB49918	76
GB51838	77
GB48636	79
GB49536	77
GB52152	77
GB44461	76
GB42019	78
GB52842,GB54500	79
GB45877	77
GB42266	80
GB49948	79
GB42931	76
GB54796	80
GB52819	78
GB50889	79
GB54317	67
GB52568	76
GB53395	80
GB48908	75
GB55431	78
GB53235	78
GB49830	78
GB55602	71
GB55269	80
GB42667	79
GB46785	76
GB46844	79
GB53360	79
GB47283	74
GB49640	79
GB51753	73
GB40218	77
GB54047	80
GB55542	80
GB41334	78
GB55773	72
GB41131	77
GB45822	74
GB50216	76
GB52802	78
GB42677	78
GB45099	78
GB51994	78
GB50624	76
GB42800	80
GB55795	75
GB47212	79
GB41877	77
GB42970	80
GB49083	77
GB52053	75
GB52695	78
GB45334	78
GB50275	77
GB55705	69
GB52757	79
GB41133	74
GB42049	78
GB43544,GB54618	79
GB49614	76
GB53774	72
GB53728	74
GB48258	72
GB50761	48
GB48388	73
GB47617	78
GB50268	79
GB55004	76
GB52578	78
GB49866	76
GB51463	78
GB45477	79
GB52694	79
GB44612	78
GB52489	73
GB54350	76
GB54993	64
GB49706	73
GB50968	77
GB44734	79
GB42419	79
GB50480	76
GB45279	77
GB51757	79
GB54976	75
GB48128	80
GB40146	78
GB54653	79
GB44080	77
GB52990	77
GB55116	65
GB51941	72
GB42769	72
GB55322	79
GB44120,GB48510	60
GB46077	78
GB48233	78
GB51543	78
GB42753	80
GB53270	80
GB51701	80
GB55566	80
GB48965	73
GB43872	78
GB46437	78
GB55372	80
GB40344	74
GB55103	80
GB42816	74
GB46975	76
GB42628	75
GB45303	78
GB47392	79
GB44973	73
GB53184	64
GB55220	71
GB43011	69
GB42556,GB42556	70
GB47951	75
GB48048	73
GB44435	75
GB42878	74
GB52814	73
GB40395	80
GB43937	74
GB51703	74
GB43089	74
GB41120	74
GB40012	78
GB48697	77
GB45546	78
GB45263	80
GB52420	79
GB41737	79
GB42704	79
GB52525	74
GB46644	74
GB51200	77
GB51675	74
GB43574	80
GB45984	70
GB53027	80
GB53925	52
GB42637	74
GB53381	77
GB50737	70
GB46747	77
GB42880	78
GB43300	75
GB43778	79
GB42881	79
GB50607	78
GB47472	77
GB41097,GB48081	69
GB49934	77
GB40490	80
GB55613	78
GB44576	78
GB49661	78
GB48147	77
GB51214	77
GB52894	75
GB52782	80
GB42600	79
GB50513	80
GB43859,GB52657	71
GB50333	76
GB45157	79
GB50981	74
GB51691	78
GB40707	75
GB46276,GB46318	74
GB43630	78
GB47327	74
GB51740	80
GB46528,GB46528	63
GB47747	72
GB44298	76
GB55816	75
GB47332	78
GB40607	72
GB53826	80
GB47431	79
GB55469	74
GB44990	79
GB54525	74
GB41295	77
GB55533	79
GB41664	80
GB53827	78
GB41762	79
GB49364	74
GB46979,GB41279	79
GB46882	75
GB44693	80
GB45227	80
GB46182	79
GB47402	59
GB48277	75
GB55360	80
GB46626	76
GB46771	74
GB46460	74
GB42324	80
GB51408	79
GB46462	79
GB50555	78
GB47802	77
GB42798	75
GB46142	77
GB51540	80
GB40279,GB42570	73
GB47837	77
GB44583	79
GB53769	74
GB48155	77
GB40723	79
GB49771	79
GB44989	70
GB45636	79
GB44096	77
GB52250	73
GB48373,GB48374	78
GB50252	80
GB43472	71
GB51287	77
GB42772	77
GB53696	79
GB50450	80
GB42795	78
GB53490	67
GB40955,GB40955	79
GB45159	78
GB47538	76
GB44631	79
GB45020	80
GB55988	65
GB43402	79
GB40727	78
GB48432	76
GB55595	69
GB54837	79
GB51553	78
GB50994	78
GB46787	80
GB44967	77
GB54385	80
GB49308	76
GB40032	79
GB41627	70
GB50558	80
GB41916	77
GB45558	79
GB55397,GB54901	75
GB47012	80
GB42432	78
GB44101	76
GB55395	76
GB40243,GB43677,GB40330,GB49010	71
GB45393	77
GB45143	79
GB41743	69
GB54266	78
GB43759	63
GB47345	79
GB53247	77
GB40969	74
GB49189	78
GB44492	79
GB41093	77
GB41848	77
GB43307	71
GB40663	67
GB50834	69
GB48356	79
GB44756	79
GB54860,GB42572	71
GB42227	77
GB55933	78
GB49594	77
GB47952,GB47953,GB47953	44
GB42944	79
GB41115	76
GB42746	78
GB52762	79
GB46496	67
GB42871	80
GB44803,GB51243	70
GB42820	79
GB48627	72
GB53648	68
GB43147	79
GB55987	80
GB50578	78
GB48535	77
GB46014	79
GB55420	79
GB49299	76
GB40776	79
GB52506	77
GB47008	80
GB40715	69
GB45933	79
GB42940	77
GB55768	79
GB40454	79
GB44367,GB48228	61
GB40489	79
GB44755	76
GB49519	78
GB45158	79
GB51106	80
GB49611	79
GB47726	75
GB50734	77
GB55712	73
GB41801	79
GB44203	59
GB41658	76
GB40560	80
GB43846	79
GB43826	78
GB48656	62
GB50677	78
GB40120	79
GB53085	75
GB48698	76
GB40861	76
GB49352	77
GB41316	69
GB45075	80
GB50633	78
GB46387	79
GB46153,GB46153	68
GB45537	74
GB54253	77
GB46219,GB46219	74
GB51761	77
GB44093	63
GB42109	74
GB49666	79
GB46986	78
GB53091	80
GB49021	78
GB50423	70
GB50479	75
GB51690	78
GB48622	73
GB44895	75
GB51648	76
GB41470	77
GB45657	67
GB40232	80
GB40514	78
GB54776	75
GB41917	78
GB44192	71
GB51584	76
GB46268	80
GB52630	74
GB54719	76
GB53435	76
GB50413	77
GB44560	77
GB55477	77
GB47905	49
GB41858	78
GB54484	79
GB41180,GB41180	76
GB41152	79
GB53019	80
GB40611	78
GB40595	77
GB54577,GB54577	71
GB48924	72
GB54829	78
GB51482	78
GB42193	79
GB42330	79
GB48874	77
GB44443	79
GB45949	69
GB42823	74
GB41946	78
GB42175	78
GB51251	79
GB47767	77
GB40095	80
GB48944	77
GB49831	79
GB40309	80
GB51889	80
GB55605	80
GB45824	80
GB49735	70
GB43129	61
GB46876	79
GB46259	79
GB50732	77
GB54831	79
GB41025	78
GB44726	78
GB46156	76
GB50522	74
GB49705	76
GB42697	78
GB44329	74
GB46645	80
GB51208	72
GB49487	77
GB54451	79
GB54419	62
GB43902	65
GB43877	72
GB48926	80
GB44672	65
GB48255	75
GB49999	77
GB50073	80
GB50004	79
GB46245	78
GB50766	70
GB54997,GB54997	61
GB53229	80
GB41337	61
GB52911	73
GB48225	79
GB52620	79
GB45859	80
GB51551	79
GB50661	80
GB48063	76
GB40472	69
GB51192	80
GB40494	76
GB50562,GB50562	78
GB47803	76
GB45039	78
GB44692	80
GB42641	76
GB47040	73
GB53222	77
GB53664	77
GB46761	77
GB54341	80
GB46141	78
GB40876	78
GB53152	79
GB47995	78
GB44281	80
GB50172	76
GB42799	76
GB55562	73
GB54673,GB54673	75
GB44166	74
GB40084	79
GB41977	76
GB51707	71
GB41525	80
GB50136	77
GB55977	78
GB54192	74
GB50092	74
GB47734	77
GB55564	78
GB45763	79
GB46720	77
GB50112	79
GB47469	79
GB50740	78
GB44681	78
GB55760	74
GB53792	69
GB49024	77
GB49424	69
GB40139	79
GB50572	75
GB46051	80
GB55303	80
GB50886	78
GB47028	77
GB54211	78
GB46911	79
GB49828	78
GB44413	78
GB53402	80
GB40467	80
GB49079	75
GB47603	72
GB51534	78
GB54697	77
GB52284	78
GB45841,GB52088	76
GB53355	70
GB46064	70
GB45617	80
GB44749	75
GB55581	79
GB47590	72
GB42858	77
GB49588	79
GB48322	70
GB40681	52
GB53401	78
GB44609	78
GB52511	79
GB50549	64
GB54327	73
GB46702	72
GB50552	80
GB49165	79
GB43956	74
GB42679	76
GB41973	75
GB43176	79
GB48845	79
GB42913	68
GB46764	77
GB48163	76
GB43924	68
GB51722	78
GB45656	79
GB52033	77
GB48414	75
GB48646	78
GB55062	77
GB46052	79
GB48543	77
GB43117	80
GB48265	78
GB42104	69
GB48538	80
GB43232	79
GB44297	73
GB53258	76
GB49795	72
GB51666,GB51666	76
GB49914	78
GB49655	75
GB47247	79
GB53707	80
GB54330	79
GB40399	79
GB51565	78
GB44831	75
GB43694	77
GB49244	79
GB50832	78
GB51564	79
GB54749	72
GB54298	80
GB41711	75
GB43116	78
GB43034	76
GB52689	78
GB53246	79
GB40170	74
GB45076	77
GB53317	75
GB49597	78
GB46654	76
GB50815	76
GB47881	78
GB53945	80
GB41148	77
GB50425	55
GB45844	79
GB42961	72
GB45167	73
GB43301	80
GB51996	79
GB51123	79
GB45431	79
GB48065	72
GB55529	79
GB49095	79
GB48631	79
GB54191	73
GB42952	79
GB54817,GB40253	74
GB44108	74
GB54741	76
GB47103	78
GB44345	80
GB51914	74
GB42902	70
GB42381	78
GB46707	76
GB54186	77
GB46313	77
GB46652	78
GB51781	69
GB47577	80
GB41296	73
GB45088	71
GB50728	80
GB53047	69
GB45122	80
GB51044	77
GB49332	79
GB52036,GB52036	78
GB50620	74
GB46544	75
GB40108	78
GB53151	78
GB41697	79
GB43731	76
GB47781	77
GB55983	79
GB46149	72
GB41720	78
GB53663	79
GB42787	73
GB41202,GB41202	79
GB43809	75
GB55472	77
GB48634	75
GB42111	76
GB53950	79
GB54345	74
GB55608	73
GB52962	60
GB45352	78
GB43223	77
GB50455,GB51663	79
GB42431	79
GB47433	72
GB40590	76
GB50651	79
GB42953	72
GB55522	79
GB44131	75
GB40073	80
GB48268	80
GB55692	76
GB46881	78
GB47441	79
GB48127	78
GB45264	79
GB42288	59
GB51011	77
GB50654	68
GB55885	79
GB54677	80
GB55800	78
GB48047	79
GB50255	79
GB43806	70
GB45513	74
GB41231	79
GB40800	77
GB46581	78
GB43875	75
GB48699	73
GB44464	74
GB43429	79
GB48369	79
GB53513	78
GB41878	77
GB43761,GB53593,GB50540	64
GB54846	67
GB47629	80
GB41543	78
GB43540	78
GB45945	70
GB43481	77
GB50363	78
GB45449	79
GB54448	78
GB44294	75
GB40558	68
GB52648	78
GB50817	74
GB53549	80
GB50355	79
GB52730	77
GB53015	78
GB52977	77
GB49607	73
GB45432	71
GB48267	76
GB44170	79
GB47157	66
GB54701	79
GB52513	79
GB44204	80
GB51623	79
GB46962	79
GB42698	76
GB55014	78
GB54587	76
GB41915	71
GB52059	80
GB41905	78
GB44701,GB44701	71
GB50079	75
GB44085	78
GB48250	77
GB52514	78
GB49580	69
GB40745	77
GB44452	75
GB55393,GB55392	66
GB47467	73
GB40493	79
GB54439,GB54439	77
GB49773	77
GB48402	79
GB42276	72
GB50147	77
GB48459	65
GB46604	75
GB48465	77
GB49028	79
GB52986	80
GB47191	74
GB54421	77
GB51839,GB55468	66
GB47186	76
GB41970	79
GB54108	76
GB41806	79
GB42562	76
GB46243	79
GB41317	78
GB55873	80
GB42852	73
GB40879	79
GB45493	79
GB49110,GB49110	75
GB42897	78
GB45181	80
GB48659	80
GB54517	66
GB44708	69
GB54761	75
GB48333	80
GB44903	80
GB51427	78
GB47178	78
GB40890	78
GB55642	78
GB46194	72
GB48602	73
GB46639	72
GB45450	64
GB49341	78
GB52773	76
GB42302	76
GB47093	79
GB48299	72
GB49119	80
GB51076	76
GB45940	76
GB54447	78
GB43735	80
GB55005	70
GB41703	75
GB54221	78
GB52009	79
GB48400	77
GB55947	66
GB43858	79
GB47310	78
GB50007	73
GB45171	72
GB45909,GB45913	63
GB50833	77
GB40426	74
GB54521	74
GB45674	77
GB55927,GB55924,GB43802,GB55924,GB42602,GB48735,GB48735,GB48735,GB48735	54
GB49417	78
GB54258	78
GB44460	79
GB43208	75
GB42809	80
GB42449	77
GB49516	78
GB47023	78
GB55643	79
GB41335	79
GB47994	72
GB48694	71
GB46978	79
GB53548	78
GB48082	76
GB51014	80
GB49809	76
GB51244	72
GB46443	80
GB42860	78
GB43482	78
GB47238	80
GB50507,GB50507	76
GB46060	75
GB53415	79
GB41903	77
GB45908	77
GB49585	79
GB52258	78
GB50123	80
GB45635	79
GB46215	75
GB53228	75
GB47943	74
GB49226	79
GB53190	79
GB40219	76
GB50938	80
GB45358	76
GB52674	77
GB54223	72
GB54254	76
GB53082	77
GB52796	79
GB43624	74
GB52531	80
GB46476	75
GB42625	73
GB54326	76
GB53186	79
GB44237	80
GB41039	77
GB51498	76
GB49641	75
GB45560	76
GB53699	79
GB55748	78
GB50550	68
GB48366	79
GB41018,GB41018	78
GB51005	78
GB42736	78
GB50600	78
GB44147	79
GB46334,GB41275	79
GB44490	78
GB51046	77
GB53418	78
GB46985	79
GB49013	76
GB40789	59
GB47401	79
GB44960	78
GB55081	79
GB50634	80
GB49305	77
GB46945	76
GB47304	78
GB42998	77
GB40833	76
GB47983	60
GB48205	74
GB53811	76
GB53652	76
GB46475	79
GB44938	75
GB43990	77
GB42635	57
GB49629	76
GB50784	80
GB51590	76
GB51741	77
GB53410	80
GB50067	79
GB40634	77
GB50095	79
GB50731	80
GB55139	79
GB54433	78
GB55318	79
GB55989	78
GB40686	74
GB50597	74
GB55082	79
GB55944	78
GB44704	77
GB44077	76
GB46013	76
GB46084	71
GB43632	79
GB45446	61
GB46395	78
GB52596	78
GB41376	80
GB45192	79
GB49029	78
GB40103	67
GB53885	73
GB43900	77
GB47136	78
GB45444	77
GB47733	73
GB45865	78
GB42552	78
GB46534	77
GB44789	72
GB52666	76
GB55835	78
GB49463	80
GB40949	77
GB48079	66
GB46074	79
GB53483	61
GB40355	79
GB46909	79
GB52889	77
GB49903	77
GB44695	77
GB42691	77
GB53717	76
GB51732	70
GB53348	75
GB40749	79
GB54480	76
GB50251	74
GB40655	78
GB53668	76
GB47834	80
GB54730	69
GB42490	66
GB47649	79
GB51342	77
GB44102	72
GB47107	76
GB45257	80
GB42643	80
GB48404	78
GB43999	72
GB43619	77
GB52919	70
GB44491	75
GB42999	78
GB51001	76
GB42376	78
GB53079	80
GB40887	79
GB45317	76
GB48359	79
GB45817	70
GB43161	80
GB55226,GB42571	77
GB47475	78
GB42877	79
GB53674	78
GB50565	78
GB42238	75
GB50574	79
GB51963	76
GB52163	74
GB43016	78
GB53615	67
GB49838	77
GB50580	78
GB44063	76
GB42168	79
GB48252	78
GB55296	76
GB51118	77
GB54752	76
GB54634	78
GB53636	72
GB48797	78
GB49545	75
GB46187	64
GB41313	75
GB51909	79
GB51714	76
GB47445	65
GB56017	78
