orthogroup	gene	species
7209	2307	88501
721	g2848.t1	148810
721	00283c	132113
721	001ade	143995
721	002ad0	1507135
721	1356	156304
721	1482	166423
721	000de7	178035
721	001da0	516756
721	000c8a	597456
721	624	7460
721	001cd6	88501
7210	002a55	132113
7210	00172b	143995
7210	001f18	1507135
7210	001c8d	156304
7210	000c5a	166423
7210	001bea	178035
7210	2376	516756
7210	000c4c	597456
7210	001c39	7460
7210	0031b4	88501
7211	00276c	132113
7211	00055c	143995
7211	00104a	1507135
7211	00198b	156304
7211	00108c	178035
7211	2256	516756
7211	0007bb	597456
7211	00243f	7460
7211	00161f	88501
7212	g8422.t1	148810
7212	000eb4	132113
7212	00213b	143995
7212	000c31	1507135
7212	1646	156304
7212	001dcb	166423
7212	1308	178035
7212	0012de	516756
7212	00172e	597456
7212	0018be	7460
7212	002dea	88501
7213	g3956.t1	148810
7213	002f03	132113
7213	00272b	1507135
7213	00033c	156304
7213	0002ad	178035
7213	00228b	516756
7213	00119e	597456
7213	402	7460
7213	2842	7460
7213	0017aa	88501
7214	000cde	132113
7214	1115	143995
7214	001bbe	1507135
7214	00026c	156304
7214	0031ed	166423
7214	1222	178035
7214	0018dd	516756
7214	1866	597456
7214	00171c	7460
7214	0029d9	88501
7215	g7265.t1	148810
7215	003da3	132113
7215	00199e	143995
7215	534	1507135
7215	00046f	156304
7215	1906	166423
7215	001b91	178035
7215	0023cc	516756
7215	0021a0	597456
7215	826	7460
7215	0025b2	88501
7216	844	132113
7216	001fea	1507135
7216	000aee	166423
7216	00214b	88501
7217	g2859.t1	148810
7217	00097d	132113
7217	000ec1	143995
7217	000a03	1507135
7217	1167	156304
7217	003a30	166423
7217	970	178035
7217	00101c	516756
7217	1.80E+08	597456
7217	000ea9	7460
7217	376	88501
7217	754	88501
7218	0009b6	143995
7218	001eca	143995
7218	0036b5	1507135
7218	0028cf	156304
7218	00003e	178035
7218	253	178035
7218	0.00E+00	516756
7218	00124d	516756
7218	2732	516756
7218	1.10E+06	597456
7218	1.10E+08	597456
7219	g13925.t1	148810
7219	1372	132113
7219	001d5e	143995
7219	001d6e	1507135
7219	0024fc	156304
7219	002ebb	166423
7219	00167e	178035
7219	00265b	516756
7219	2593	597456
7219	0021d2	7460
7219	3193	88501
722	g8836.t1	148810
722	0007d9	132113
722	277	143995
722	0025b1	1507135
722	2010	156304
722	1757	166423
722	000c4e	178035
722	00084c	516756
722	262	597456
722	1985	7460
722	001ac7	88501
7220	00053c	132113
7220	834	143995
7220	0020ce	1507135
7220	000ef7	156304
7220	0025db	166423
7220	000a16	178035
7220	001b2c	516756
7220	0000f0	597456
7220	00119c	7460
7221	g4679.t1	148810
7221	0016ec	132113
7221	408	143995
7221	000b30	1507135
7221	000abf	166423
7221	2161	178035
7221	424	516756
7221	001f6c	597456
7221	1708	7460
7221	0031f3	88501
7222	g11762.t1	148810
7222	2515	132113
7222	0001fb	143995
7222	00093f	1507135
7222	1.70E+03	156304
7222	336	166423
7222	2598	178035
7222	00047a	516756
7222	00249b	597456
7222	00237f	7460
7222	002b3e	88501
7223	g5369.t1	148810
7223	000c11	132113
7223	0016fe	143995
7223	001ee6	1507135
7223	0015ba	156304
7223	000d24	166423
7223	001c7a	178035
7223	000c4f	516756
7223	00003d	597456
7223	000c83	7460
7223	1894	88501
7224	g963.t1	148810
7224	00335c	132113
7224	000cf4	143995
7224	0013aa	1507135
7224	0021a9	156304
7224	1695	166423
7224	408	178035
7224	2110	516756
7224	0018ab	597456
7224	1266	7460
7224	0014b1	88501
7225	g4420.t1	148810
7225	001bec	1507135
7225	0011d7	156304
7225	001b0d	166423
7225	2196	597456
7225	000dd7	88501
7226	g13394.t1	148810
7226	00297f	132113
7226	00102f	143995
7226	001c99	1507135
7226	000b20	156304
7226	00124b	156304
7226	001ae0	156304
7226	002a03	166423
7226	0.00E+00	178035
7226	345	516756
7226	00223c	597456
7226	483	7460
7226	002fa1	88501
7227	g10197.t1	148810
7227	3552	132113
7227	0012a9	143995
7227	002a39	1507135
7227	00075c	156304
7227	0033a2	166423
7227	0.00E+00	178035
7227	0021f1	516756
7227	1327	597456
7227	0011dd	7460
7227	001bf7	88501
7227	001bf9	88501
7228	g2396.t1	148810
7228	1917	132113
7228	00075f	143995
7228	1843	1507135
7228	1345	156304
7228	0038ad	166423
7228	000caf	178035
7228	0017a3	516756
7228	001f28	597456
7228	630	7460
723	g8291.t1	148810
723	0024eb	132113
723	00293c	143995
723	0017bf	1507135
723	0023cc	156304
723	003b8f	166423
723	001d17	178035
723	000cff	516756
723	001cc8	597456
723	0023bf	7460
723	000b35	88501
7230	g12334.t1	148810
7230	0019a9	132113
7230	839	143995
7230	0027c7	1507135
7230	0023bc	156304
7230	2162	166423
7230	000fce	178035
7230	000b4f	516756
7230	669	597456
7230	1420	7460
7230	00055a	88501
7231	g6734.t1	148810
7231	003dc8	132113
7231	0002c6	143995
7231	0019fa	178035
7231	2423	88501
7232	g12064.t1	148810
7232	1523	143995
7232	000c54	1507135
7232	00082f	166423
7232	752	178035
7232	0024ac	597456
7232	1.00E+39	7460
7232	002b76	88501
7233	g5642.t1	148810
7233	141	132113
7233	2298	143995
7233	0020f2	1507135
7233	1310	156304
7233	3153	166423
7233	00055a	178035
7233	00001b	516756
7233	000bb8	597456
7233	2.40E+05	7460
7233	00183e	88501
7234	g77.t1	148810
7234	3307	132113
7234	2691	143995
7234	001a7d	1507135
7234	0021b1	156304
7234	001fb7	166423
7234	395	178035
7234	000b93	516756
7234	001e7e	597456
7234	001ca8	7460
7234	1428	88501
7235	g7687.t1	148810
7235	2115	132113
7235	71	1507135
7235	1042	156304
7235	669	166423
7235	2.30E+08	178035
7235	001cd2	516756
7235	001b86	597456
7235	001c0b	7460
7235	0017b6	88501
7236	2176	132113
7236	0003a4	143995
7236	000b14	1507135
7236	000f0d	156304
7236	577	166423
7236	2095	178035
7236	2424	516756
7236	0022df	597456
7236	0016f8	7460
7237	g9365.t1	148810
7237	2619	132113
7237	1002	143995
7237	00237c	1507135
7237	0003f2	156304
7237	000be1	166423
7237	00101f	178035
7237	00194b	516756
7237	000cbb	597456
7237	2192	7460
7237	2442	88501
7238	00215c	132113
7238	0024a5	143995
7238	000aee	1507135
7238	0014a3	156304
7238	001aeb	166423
7238	2058	178035
7238	0017fb	516756
7238	001e4c	597456
7238	1753	7460
7238	753	88501
7239	g10717.t1	148810
7239	002dcf	132113
7239	0013db	143995
7239	0.00E+00	1507135
7239	0.00E+00	1507135
7239	000aa7	156304
7239	347	166423
7239	2288	178035
7239	000c2c	516756
7239	000dc5	597456
7239	0003dc	7460
7239	1994	88501
724	g2850.t1	148810
724	0017ae	132113
724	001ef0	143995
724	599	1507135
724	1349	156304
724	1485	166423
724	000dea	178035
724	001d9d	516756
724	000c77	597456
724	549	7460
724	2925	7460
724	00122a	88501
7240	001efe	132113
7240	1037	143995
7240	000c32	1507135
7240	001d94	156304
7240	3681	166423
7240	0016f4	178035
7240	0003a3	516756
7240	0011c8	597456
7240	0025a8	7460
7241	g2972.t1	148810
7241	948	132113
7241	000ec7	143995
7241	0009f2	1507135
7241	00187f	156304
7241	00136c	166423
7241	1913	178035
7241	0014ff	516756
7241	0014a0	597456
7241	0.00E+00	7460
7241	0030ce	88501
7242	g10796.t1	148810
7242	3015	132113
7242	0013c4	143995
7242	000fa7	1507135
7242	2258	156304
7242	0023bb	166423
7242	1.00E+37	178035
7242	2246	516756
7242	0009d8	597456
7242	0002d6	7460
7242	00051f	88501
7243	g6751.t1	148810
7243	003dc0	132113
7243	319	143995
7243	287	1507135
7243	001c68	166423
7243	000ecf	178035
7243	2.00E+05	516756
7243	0010c0	597456
7243	0008c9	7460
7243	262	88501
7244	g9966.t1	148810
7244	0035f4	132113
7244	1289	143995
7244	0019a8	1507135
7244	2874	156304
7244	001bc1	166423
7244	001bc2	166423
7244	0025ff	178035
7244	0022ce	516756
7244	0008fc	597456
7244	00136a	7460
7244	000de4	88501
7245	g709.t1	148810
7245	3378	132113
7245	000c9a	143995
7245	0013ba	1507135
7245	001deb	156304
7245	0027b9	166423
7245	000f1f	178035
7245	0024db	516756
7245	1931	597456
7245	1237	7460
7245	614	88501
7246	g5115.t1	148810
7246	0027c0	132113
7246	00059d	143995
7246	002a7c	1507135
7246	001f94	156304
7246	00332d	166423
7246	0002ca	516756
7246	2066	597456
7246	2461	7460
7247	g12202.t1	148810
7247	1333	132113
7247	1528	143995
7247	2773	1507135
7247	1.70E+06	156304
7247	259	166423
7247	000a0c	178035
7247	1587	516756
7247	1195	597456
7247	2424	7460
7247	000b1a	88501
7248	g9243.t1	148810
7248	00044d	132113
7248	0027bb	143995
7248	00237a	1507135
7248	00222a	156304
7248	109	166423
7248	001afb	178035
7248	1939	516756
7248	0008a2	597456
7248	2127	7460
7248	2169	7460
7248	3205	88501
7249	g11519.t1	148810
7249	3477	132113
7249	0015a1	143995
7249	00161a	1507135
7249	00031e	156304
7249	0011a9	166423
7249	000b1f	178035
7249	693	516756
7249	000f05	597456
7249	001f8f	7460
7249	2008	88501
725	g10073.t1	148810
725	00040a	132113
725	0012a0	143995
725	1.20E+03	143995
725	001a54	1507135
725	769	156304
725	00171f	166423
725	000e3d	178035
725	495	516756
725	1.30E+08	597456
725	1337	7460
725	00139c	7460
725	00296c	88501
7250	g2623.t1	148810
7250	001b31	132113
7250	0009f9	143995
7250	0014cf	1507135
7250	00134e	156304
7250	000d66	166423
7250	00022c	178035
7250	0005fe	516756
7250	2.40E+04	597456
7250	6.00E+09	7460
7250	2.90E+04	88501
7251	000b02	143995
7251	00063d	156304
7251	1859	516756
7251	00050f	597456
7251	000eee	7460
7252	g2015.t1	148810
7252	0037cb	132113
7252	0022c0	143995
7252	788	1507135
7252	00056c	156304
7252	0028d1	166423
7252	00255b	178035
7252	1653	516756
7252	001a7b	597456
7252	608	7460
7252	001a76	88501
7253	1596	132113
7253	001faf	1507135
7253	550	156304
7253	002e3a	166423
7253	000d1e	178035
7253	0020b3	516756
7253	001bde	88501
7254	g8223.t1	148810
7254	001bdd	132113
7254	001bde	132113
7254	001be1	132113
7254	001d7f	132113
7254	0022fc	156304
7254	2142	166423
7254	003a52	166423
7254	000f1c	516756
7254	2262	597456
7254	001a20	7460
7254	3424	88501
7255	00187a	132113
7255	0025ac	178035
7255	0021d4	7460
7255	00234b	88501
7256	g2771.t1	148810
7256	0028cc	132113
7256	0009f0	143995
7256	1727	1507135
7256	0010bb	156304
7256	1423	166423
7256	001d93	178035
7256	1278	516756
7256	0024f7	597456
7256	600	7460
7256	001a5e	88501
7257	g158.t1	148810
7257	00183c	132113
7257	0028c9	143995
7257	680	1507135
7257	0021cb	156304
7257	001f5b	166423
7257	0003ae	178035
7257	0013fc	516756
7257	1886	597456
7257	400	7460
7257	0004f1	88501
7258	g12347.t1	148810
7258	001dd9	132113
7258	000b2d	143995
7258	678	1507135
7258	0000c3	156304
7258	2152	166423
7258	0010a9	178035
7258	0015f4	597456
7258	0026cb	7460
7258	002d1d	88501
7259	g7818.t1	148810
7259	00173a	132113
7259	001b45	143995
7259	1.00E+52	1507135
7259	2951	156304
7259	0021cf	166423
7259	1887	178035
7259	0000f4	516756
7259	103	597456
7259	00223c	7460
7259	00315c	88501
726	g10225.t1	148810
726	3575	132113
726	00129b	143995
726	661	1507135
726	13	156304
726	1.40E+06	166423
726	0.00E+00	178035
726	000dce	516756
726	1310	597456
726	1261	7460
726	000de7	88501
7260	g3690.t1	148810
7260	1468	132113
7260	2272	143995
7260	1180	1507135
7260	00115a	156304
7260	00206a	166423
7260	1262	178035
7260	00161d	516756
7260	0.00E+00	597456
7260	1748	7460
7260	001ab8	88501
7261	g509.t1	148810
7261	2647	132113
7261	000ca7	143995
7261	0021eb	156304
7261	1511	166423
7261	001bd4	178035
7261	000f8e	516756
7261	2294	597456
7261	00128e	7460
7261	001b06	88501
7262	g532.t1	148810
7262	00264f	132113
7262	1727	143995
7262	2484	1507135
7262	2172	156304
7262	000c2a	166423
7262	0005fe	178035
7262	000f7b	516756
7262	000c37	597456
7262	1201	7460
7262	00298a	88501
7263	g7456.t1	148810
7263	00321e	132113
7263	50	143995
7263	0011c4	1507135
7263	1234	156304
7263	000a73	178035
7263	001ba2	516756
7263	001b28	597456
7263	001a2e	7460
7263	002f09	88501
7264	g5301.t1	148810
7264	001a22	132113
7264	001a88	143995
7264	001cee	1507135
7264	0012be	156304
7264	1298	166423
7264	001c55	178035
7264	0002d4	516756
7264	2062	597456
7264	000e5e	7460
7264	002d6a	88501
7265	g12694.t1	148810
7265	0030f8	132113
7265	842	143995
7265	0016fd	1507135
7265	0006c6	156304
7265	2995	166423
7265	2455	178035
7265	1261	516756
7265	1.00E+41	597456
7265	1446	7460
7265	2.50E+09	88501
7266	g2459.t1	148810
7266	0003ac	132113
7266	000d50	143995
7266	00153d	1507135
7266	000c27	156304
7266	3868	166423
7266	1.00E+05	178035
7266	001a2c	516756
7266	2385	597456
7266	0006ed	7460
7266	00112f	88501
7267	g13351.t1	148810
7267	0013c7	132113
7267	0004c9	143995
7267	001ba4	1507135
7267	0009db	156304
7267	0029c7	166423
7267	001bb0	178035
7267	00002a	516756
7267	0025da	597456
7267	372	7460
7267	0026c3	88501
7268	949	132113
7268	000ed5	143995
7268	0009ef	1507135
7268	1873	156304
7268	00136d	166423
7268	0018fe	178035
7268	1574	516756
7268	0014fc	597456
7268	000c95	7460
7268	0030cd	88501
7269	g6206.t1	148810
7269	002c3d	132113
7269	00012c	143995
7269	0008d9	1507135
7269	0.00E+00	156304
7269	0018a7	166423
7269	2577	178035
7269	0004b1	516756
7269	0003d2	597456
7269	000c19	7460
7269	0001ce	88501
727	g5570.t1	148810
727	002f6d	132113
727	001a9c	143995
727	0023ce	1507135
727	1995	156304
727	0036d1	166423
727	1073	178035
727	0.00E+00	516756
727	785	597456
727	2551	7460
727	002d79	88501
7270	g10371.t1	148810
7270	00383e	132113
7270	00127c	143995
7270	001fc3	1507135
7270	0018a7	156304
7270	2.00E+48	166423
7270	0.00E+00	178035
7270	963	516756
7270	319	597456
7270	0012f5	7460
7270	0024dc	88501
7271	g769.t1	148810
7271	0032f5	132113
7271	1387	1507135
7271	002bbb	166423
7271	377	178035
7271	000b9b	516756
7271	1943	597456
7271	638	88501
7272	g6110.t1	148810
7272	000ef2	132113
7272	00144d	1507135
7272	2345	166423
7272	106	88501
7273	g13886.t1	148810
7273	2.00E+67	132113
7273	0005de	143995
7273	0000ca	1507135
7273	0022a0	156304
7273	002eea	166423
7273	000acc	178035
7273	1.00E+17	516756
7273	00108b	597456
7273	001b1c	7460
7273	0022d7	88501
7274	g6826.t1	148810
7274	003daa	132113
7274	00270b	143995
7274	00021c	1507135
7274	2081	156304
7274	2860	166423
7274	0013c2	178035
7274	0014b7	516756
7274	1128	597456
7274	86	7460
7274	00116a	88501
7276	g4775.t1	148810
7276	2154	132113
7276	0003ea	143995
7276	000b4b	1507135
7276	00155c	156304
7276	569	166423
7276	00211c	178035
7276	21	516756
7276	2.20E+03	597456
7276	0016f2	7460
7276	00147b	88501
7277	g3156.t1	148810
7277	003b6f	132113
7277	000b80	143995
7277	001afb	1507135
7277	0011df	156304
7277	002a59	166423
7277	0009f0	178035
7277	1987	516756
7277	1836	597456
7277	0.00E+00	7460
7277	0032dd	88501
7278	g4007.t1	148810
7278	0008d9	132113
7278	0000ed	143995
7278	00268c	1507135
7278	2876	156304
7278	000f56	166423
7278	000fe2	178035
7278	00000c	516756
7278	1552	597456
7278	397	7460
7278	3028	88501
7279	g10263.t1	148810
7279	0035cc	132113
7279	1288	143995
7279	0024b8	1507135
7279	31	156304
7279	2026	178035
7279	000dd0	516756
7279	0012c1	597456
7279	00121a	7460
7279	0011f7	88501
728	g8085.t1	148810
728	0012fb	132113
728	001d78	143995
728	001e0d	1507135
728	00253b	156304
728	2.00E+62	166423
728	1899	178035
728	0026d1	516756
728	2565	597456
728	2.20E+06	7460
728	0023b1	7460
728	0008ea	88501
7280	g10056.t1	148810
7280	609	132113
7280	0012cb	143995
7280	001a50	1507135
7280	00074e	156304
7280	0012b8	166423
7280	000d53	178035
7280	00137d	516756
7280	0008cb	597456
7280	00134e	7460
7280	002f66	88501
7281	g3325.t1	148810
7281	00076f	132113
7281	506	143995
7281	001eb9	1507135
7281	1950	156304
7281	00328a	166423
7281	00083f	178035
7281	1105	516756
7281	365	597456
7281	0025df	7460
7281	1222	88501
7282	g10675.t1	148810
7282	000a81	132113
7282	0025ff	143995
7282	000f78	1507135
7282	0028d6	156304
7282	0028d8	156304
7282	397	166423
7282	1.00E+93	178035
7282	2.50E+07	516756
7282	951	597456
7282	2716	7460
7282	0024a1	88501
7284	00229a	143995
7284	0020f3	1507135
7284	00315c	166423
7284	00001e	178035
7284	795	516756
7284	000bba	597456
7284	2467	7460
7284	3.00E+01	88501
7285	g11212.t1	148810
7285	002ff5	132113
7285	2625	143995
7285	000f02	1507135
7285	0001eb	156304
7285	3749	166423
7285	001e7f	178035
7285	000da4	516756
7285	0009b1	597456
7285	00038f	7460
7285	002fca	88501
7286	g5065.t1	148810
7286	00379d	132113
7286	647	143995
7286	002b06	1507135
7286	00178c	156304
7286	0011f1	166423
7286	001ca5	178035
7286	00104a	516756
7286	1336	597456
7286	0019ac	7460
7286	2390	88501
7287	1688	132113
7287	2029	132113
7287	00293d	156304
7287	1762	178035
7287	00071f	516756
7288	g11537.t1	148810
7288	001d57	132113
7288	1548	143995
7288	0015d5	1507135
7288	000d69	156304
7288	00119a	166423
7288	1628	178035
7288	0006d5	516756
7288	000f23	597456
7288	001faf	7460
7288	002ab3	88501
7289	g9367.t1	148810
7289	00261a	132113
7289	000fc4	143995
7289	2373	1507135
7289	0003ea	156304
7289	000bdf	166423
7289	1009	178035
7289	1926	516756
7289	000cd6	597456
7289	2440	88501
729	g3216.t1	148810
729	0000b8	132113
729	001ad0	143995
729	001acb	1507135
729	2891	156304
729	002a97	166423
729	995	178035
729	00090a	516756
729	0023bc	597456
729	000c97	7460
729	2.00E+84	88501
7290	g447.t1	148810
7290	0026dc	132113
7290	0022a5	143995
7290	001f5e	1507135
7290	1138	156304
7290	00281e	166423
7290	00031c	178035
7290	0010a7	516756
7290	00157b	597456
7290	451	7460
7290	00050f	88501
7291	g12677.t1	148810
7291	1137	132113
7291	0.00E+00	143995
7291	0007a1	1507135
7291	0027a4	156304
7291	003aab	166423
7291	1099	178035
7291	00245c	516756
7291	000b04	597456
7291	1536	7460
7291	2976	88501
7292	g11471.t1	148810
7292	00351e	132113
7292	0015f3	1507135
7292	3548	166423
7292	000b5a	178035
7292	000f2c	597456
7292	001b3d	88501
7293	g4387.t1	148810
7293	0008f0	132113
7293	418	143995
7293	2071	1507135
7293	000abe	156304
7293	00028e	166423
7293	2143	178035
7293	000f9e	516756
7293	0021d8	597456
7293	1727	7460
7293	0012a6	88501
7294	g5227.t1	148810
7294	002f67	132113
7294	0018c5	143995
7294	493	1507135
7294	148	156304
7294	1248	166423
7294	1585	178035
7294	00123f	516756
7294	00199e	597456
7294	001d34	7460
7294	0003dd	88501
7295	g5816.t1	148810
7295	0038a1	132113
7295	001db6	143995
7295	000dde	1507135
7295	0007de	156304
7295	0033c9	166423
7295	000a28	178035
7295	0020d4	516756
7295	2637	597456
7295	000a5d	7460
7296	g6829.t1	148810
7296	2999	132113
7296	0024c3	1507135
7296	00285b	166423
7296	00285c	166423
7296	0012de	178035
7296	0018da	516756
7296	0021b2	597456
7296	000b1f	7460
7296	00299d	88501
7297	1.00E+04	132113
7297	000d9d	1507135
7297	0002ac	178035
7297	001bbd	516756
7297	794	88501
7298	g13368.t1	148810
7298	0013b9	132113
7298	4.00E+08	143995
7298	2749	1507135
7298	0029db	166423
7298	2564	516756
7298	000be1	597456
7298	0007ec	88501
7299	g11689.t1	148810
7299	001d19	132113
7299	0010f4	143995
7299	1642	1507135
7299	284	156304
7299	000f1d	166423
7299	0022a2	178035
7299	000b0d	516756
7299	00122e	597456
7299	001f2f	7460
7299	0013d8	88501
73	g544.t1	148810
73	0017ec	143995
73	00271d	156304
73	001bbe	178035
73	000f90	516756
73	000c1d	597456
73	0010a0	88501
730	g7037.t1	148810
730	000f33	132113
730	000a8d	143995
730	000adc	143995
730	370	1507135
730	00206c	156304
730	00100f	166423
730	001fe7	178035
730	0000a2	516756
730	0001a9	597456
730	0008d0	7460
730	00325a	88501
7300	g8854.t1	148810
7300	1067	132113
7300	00170c	143995
7300	0025af	1507135
7300	0019ec	156304
7300	1766	166423
7300	810	178035
7300	846	516756
7300	209	597456
7300	0017c3	7460
7300	000cdc	88501
7301	g9515.t1	148810
7301	00381c	132113
7301	000be4	143995
7301	00134d	1507135
7301	726	156304
7301	000b29	166423
7301	001fa3	597456
7302	g10067.t1	148810
7302	00041c	132113
7302	00122a	143995
7302	001a48	1507135
7302	00074d	156304
7302	1723	166423
7302	0.00E+00	178035
7302	494	516756
7302	0008fd	597456
7302	1429	7460
7302	2967	88501
7303	g4011.t1	148810
7303	003ba1	132113
7303	0000f2	143995
7303	2685	1507135
7303	2854	156304
7303	000f52	166423
7303	000fdc	178035
7303	1	516756
7303	00152e	597456
7303	00043d	7460
7303	000cd6	88501
7304	g3383.t1	148810
7304	00078e	132113
7304	0019d8	143995
7304	0024db	1507135
7304	00297e	156304
7304	0032c8	166423
7304	00273a	7460
7305	g7792.t1	148810
7305	00173f	132113
7305	001b39	143995
7305	001e2f	1507135
7305	0028ef	156304
7305	0021bc	166423
7305	1856	178035
7305	0000f1	516756
7305	00014a	597456
7305	2280	7460
7305	3170	88501
7306	g1350.t1	148810
7306	0031ca	132113
7306	001ce1	143995
7306	2795	1507135
7306	358	156304
7306	002ce5	166423
7306	0012c7	178035
7306	0018c9	516756
7306	578	597456
7306	000ef0	7460
7306	002ae4	88501
7307	g2990.t1	148810
7307	0022a8	132113
7307	000ec9	143995
7307	0009fa	1507135
7307	2664	156304
7307	00137f	166423
7307	0018d7	178035
7307	1552	516756
7307	1477	597456
7307	000c4a	7460
7307	001f8e	88501
7308	g12500.t1	148810
7308	0010b9	132113
7308	00086a	143995
7308	0022a8	1507135
7308	0000ac	156304
7308	003acb	166423
7308	1101	178035
7308	000a86	597456
7308	2980	88501
7309	g3453.t1	148810
7309	0026c4	132113
7309	480	143995
7309	0008fb	1507135
7309	00171a	156304
7309	002c57	166423
7309	905	178035
7309	001bd9	516756
7309	001d65	597456
7309	000d81	7460
7309	001f1e	88501
731	g569.t1	148810
731	0001b9	132113
731	000c94	143995
731	001f2b	1507135
731	001cb1	156304
731	000c50	166423
731	001bfb	178035
731	2383	516756
731	000c24	597456
731	0026d7	7460
731	2686	88501
7310	g4172.t1	148810
7310	003be7	132113
7310	1134	143995
7310	001f71	1507135
7310	0031d6	166423
7310	0018ea	516756
7310	2154	597456
7310	0016a6	7460
7311	g2186.t1	148810
7311	0037c9	132113
7311	001edd	143995
7311	2089	1507135
7311	000c13	156304
7311	3995	166423
7311	0014ae	178035
7311	0011ba	516756
7311	000c7a	597456
7311	00057e	7460
7311	3224	88501
7312	g7154.t1	148810
7312	00066b	132113
7312	00144c	143995
7312	757	1507135
7312	0008d7	156304
7312	0006f2	166423
7312	001b76	178035
7312	0019c9	516756
7312	1793	597456
7312	0008b7	7460
7312	00190c	88501
7313	g12189.t1	148810
7313	00133a	132113
7313	2094	143995
7313	2783	1507135
7313	0017f3	156304
7313	265	166423
7313	001d37	178035
7313	001be9	516756
7313	1198	597456
7313	2209	7460
7313	000b0e	88501
7314	g12757.t1	148810
7314	0019bd	132113
7314	0008b1	143995
7314	001b00	1507135
7314	000a85	156304
7314	001b86	166423
7314	1958	178035
7314	000f70	516756
7314	0015a3	7460
7314	00011f	88501
7315	g12854.t1	148810
7315	000a97	132113
7315	000e5d	143995
7315	0016f3	1507135
7315	0022f3	156304
7315	1545	166423
7315	001a6b	178035
7315	0018b2	516756
7315	2245	597456
7315	219	7460
7315	191	88501
7316	g6715.t1	148810
7316	003de0	132113
7316	0002f3	143995
7316	299	1507135
7316	309	156304
7316	0025b4	166423
7316	000da7	178035
7316	0003fc	516756
7316	0010f4	597456
7316	8.00E+03	7460
7316	272	88501
7317	g989.t1	148810
7317	00336a	132113
7317	000c95	143995
7317	1399	1507135
7317	001c9a	156304
7317	0016b4	166423
7317	000f2d	178035
7317	2118	516756
7317	1950	597456
7317	291	7460
7317	001ee0	88501
7318	g7209.t1	148810
7318	687	132113
7318	00274c	143995
7318	0003c6	1507135
7318	319	156304
7318	001a28	166423
7318	2358	178035
7318	0014c0	516756
7318	1102	597456
7318	0009c2	7460
7318	0025b0	88501
7319	g10838.t1	148810
7319	g10839.t1	148810
7319	000df3	132113
7319	1369	143995
7319	000f89	1507135
7319	1423	156304
7319	2.30E+07	166423
7319	2.30E+08	166423
7319	134	178035
7319	00248c	516756
7319	000dc7	597456
7319	1.00E+09	7460
7319	0009c4	88501
732	g7616.t1	148810
732	2138	132113
732	0000c2	143995
732	00008e	1507135
732	000f86	156304
732	00291b	166423
732	00250f	178035
732	001c62	516756
732	001c9e	597456
732	0019f8	7460
732	002efa	88501
7320	g5541.t1	148810
7320	g5542.t1	148810
7320	g5543.t1	148810
7320	g5544.t1	148810
7320	g5545.t1	148810
7320	g5546.t1	148810
7320	g5547.t1	148810
7320	g5548.t1	148810
7320	g5549.t1	148810
7320	003a85	132113
7320	003a86	132113
7320	003a87	132113
7320	003a89	132113
7320	0014ea	143995
7320	0014f2	143995
7320	000d60	156304
7320	1974	156304
7320	1976	156304
7320	1978	156304
7320	00197b	156304
7320	00198e	156304
7320	00198f	156304
7320	1991	156304
7320	1997	156304
7320	00199c	156304
7320	0019a1	156304
7320	0019a3	156304
7320	0019a7	156304
7320	0019a9	156304
7320	001d20	156304
7320	0036ea	166423
7320	0036eb	166423
7320	000be5	516756
7320	000bed	516756
7320	000bf1	516756
7320	000c04	516756
7320	0002db	597456
7320	001c40	597456
7320	001f1b	597456
7320	001f1c	597456
7320	001f1d	597456
7320	001f1e	597456
7320	001f21	597456
7320	001f98	597456
7320	001f99	597456
7320	001f9a	597456
7320	001f9b	597456
7320	0024bb	597456
7320	00269a	597456
7320	0026b6	597456
7320	0026d0	597456
7320	0026ef	597456
7320	0026f0	597456
7320	00270b	597456
7320	001d22	7460
7320	001dc3	7460
7320	001e3c	7460
7320	1.00E+48	7460
7320	1.00E+61	7460
7320	3451	88501
7320	3452	88501
7320	3454	88501
7321	g108.t1	148810
7321	00331b	132113
7321	2886	143995
7321	001a92	1507135
7321	0014fc	156304
7321	001f94	166423
7321	00032a	178035
7321	000a30	516756
7321	001e6a	597456
7321	001a67	7460
7321	001d97	88501
7322	0001f1	132113
7322	00227a	516756
7322	635	597456
7322	76	7460
7323	g9997.t1	148810
7323	0035ac	132113
7323	1315	143995
7323	0019af	1507135
7323	2823	156304
7323	001b9e	166423
7323	001dca	178035
7323	2.20E+09	516756
7323	0008ef	597456
7323	0013d6	7460
7323	000c75	88501
7324	g10692.t1	148810
7324	0011b6	132113
7324	001cc3	143995
7324	1892	1507135
7324	000c61	156304
7324	387	166423
7324	1999	178035
7324	000b22	516756
7324	0019d5	597456
7324	0003f3	7460
7324	001aff	88501
7325	g11604.t1	148810
7325	0012ca	132113
7325	1138	143995
7325	0015ac	1507135
7325	0004fb	156304
7325	1151	166423
7325	0019b4	178035
7325	6.00E+02	516756
7325	000f90	597456
7325	001f55	7460
7325	157	88501
7326	g10786.t1	148810
7326	001ee0	132113
7326	001f56	143995
7326	000dff	1507135
7326	001a15	156304
7326	0023ad	166423
7326	125	516756
7326	0000f1	7460
7326	1597	88501
7327	g407.t1	148810
7327	0032c2	132113
7327	000e6c	143995
7327	001f0d	1507135
7327	0021ce	156304
7327	2849	166423
7327	2220	178035
