pub_og_id	ACN	AGE	CNV	CON	DUP	EVR	EXP	PHC	STA	UNI	WGA
24565at7399	1.057142857	203	0.219568606	6	0.057142857	1.3329	2	0.28	72	0.853658537	0.77
24566at7399	1.025	203	0.152317024	1	0.025	1.0495	1	0.41	78	0.975609756	0.74
24569at7399	1.05	203	0.207566616	1	0.05	1.3543	2	0.46	77	0.975609756	0.9
24573at7399	1	203	0	2	0	1.1154	0	0.73	78	0.951219512	0.97
24574at7399	1.902439024	203	0.15596827	4	0.902439024	0.9123	0	0.485	76	1	0.675
24576at7399	1	183.0129637	0	10	0	1.32	0	0.34	70	0.682926829	0.56
24588at7399	1.1875	203	0.443481567	8	0.125	1.935	2	0.02	70	0.390243902	0.65
24589at7399	1	203	0	0	0	1.3159	0	0.37	80	1	0.68
24594at7399	1	203	0	2	0	0.6874	0	0.59	78	0.951219512	0.88
24597at7399	1.128205128	203	0.456812528	2	0.076923077	0.743	3	0.73	75	0.951219512	0.96
24605at7399	1	203	0	1	0	0.9982	0	0.44	79	0.975609756	0.9
24606at7399	1.414634146	203	0.440921098	4	0.365853659	0.7692	4	0.37	72	1	0.86
24608at7399	1.097560976	203	0.337016686	0	0.073170732	1.2205	3	0.25	77	1	0.56
24615at7399	1.024390244	203	0.15058465	0	0.024390244	1.0656	1	0.23	79	1	0.55
24618at7399	1	203	0	10	0	1.1373	0	0.3	70	0.756097561	0.9
24621at7399	2.441176471	203	1.12487802	21	0.5	1.4672	7	0.03	52	0.829268293	0.63
24624at7399	1.025	203	0.152317024	1	0.025	0.9407	1	0.47	78	0.975609756	0.74
24627at7399	1	203	0	2	0	1.1157	0	0.2	78	0.951219512	0.51
24631at7399	1.024390244	203	0.15058465	0	0.024390244	1.2809	1	0.57	79	1	0.97
24637at7399	1.315789474	165.1934818	0.606630036	13	0.157894737	1.7118	3	0.11	64	0.463414634	0.61
24639at7399	1	177.3420531	0	7	0	1.7637	0	0.1	73	0.268292683	0.93
24641at7399	1	203	0	8	0	1.4135	0	0.23	72	0.780487805	0.78
24645at7399	1	203	0	0	0	0.791	0	0.73	80	1	0.97
24646at7399	1	203	0	1	0	0.8273	0	0.27	79	0.975609756	0.78
24664at7399	1.027777778	203	0.159894048	5	0.027777778	1.0584	1	0.07	74	0.87804878	0.62
24665at7399	1.12195122	203	0.291661041	0	0.12195122	0.7587	4	0.27	76	1	0.84
24666at7399	1.051282051	203	0.300703122	3	0.025641026	1.0281	2	0.34	75	0.951219512	0.82
24671at7399	1	203	0	1	0	0.7111	0	0.57	79	0.975609756	0.93
24677at7399	1.024390244	203	0.15058465	0	0.024390244	1.0387	1	0.44	79	1	0.97
24680at7399	1	203	0	12	0	1.6711	0	0.26	68	0.609756098	0.6
24686at7399	1.025641026	203	0.15411035	2	0.025641026	0.8276	1	0.53	77	0.951219512	0.91
24688at7399	1.075	203	0.245015204	1	0.075	0.8748	3	0.53	76	0.975609756	0.95
24693at7399	1	177.3420531	0	12	0	1.3966	0	0.24	68	0.56097561	0.67
24694at7399	1.027027027	183.0129637	0.157894737	1	0.027027027	1.0415	1	0.16	78	0.902439024	0.69
24696at7399	1.024390244	203	0.15058465	0	0.024390244	1.0162	1	0.4	79	1	0.81
24701at7399	1.025641026	203	0.15411035	2	0.025641026	1.2082	1	0.3	77	0.951219512	0.72
24703at7399	1.052631579	203	0.212132034	3	0.052631579	0.7509	2	0.74	75	0.926829268	0.95
24706at7399	1	203	0	2	0	0.7742	0	0.52	78	0.951219512	0.86
24710at7399	1	203	0	3	0	1.2308	0	0.22	77	0.926829268	0.79
24712at7399	1.024390244	203	0.15058465	0	0.024390244	0.9864	1	0.52	79	1	0.97
24720at7399	1.05	203	0.207566616	1	0.05	1.0829	2	0.25	77	0.975609756	0.56
24729at7399	1	203	0	0	0	1.164	0	0.46	80	1	0.96
24730at7399	1.048780488	203	0.205389788	0	0.048780488	1.4793	2	0.45	78	1	0.95
24731at7399	1	177.3420531	0	11	0	1.7013	0	0.07	69	0.146341463	0.18
24736at7399	1	203	0	0	0	1.0544	0	0.38	80	1	0.85
24738at7399	1	203	0	1	0	0.9293	0	0.23	79	0.975609756	0.75
24757at7399	1.028571429	203	0.161970886	6	0.028571429	1.1105	1	0.28	73	0.853658537	0.6
24758at7399	1	203	0	4	0	1.1015	0	0.29	76	0.902439024	0.68
24762at7399	1	203	0	8	0	1.0535	0	0.39	72	0.317073171	0.81
24765at7399	1.146341463	203	0.454343755	0	0.097560976	1.0776	4	0.26	76	1	0.73
24769at7399	1.025	203	0.152317024	1	0.025	0.7894	1	0.32	78	0.975609756	0.56
24771at7399	1	177.3420531	0	5	0	1.5826	0	0.26	75	0.341463415	0.87
24779at7399	1.024390244	203	0.15058465	0	0.024390244	0.7222	1	0.75	79	1	0.93
24781at7399	1	203	0	0	0	0.8169	0	0.34	80	1	0.61
24783at7399	1	203	0	1	0	0.7393	0	0.67	79	0.975609756	0.97
24786at7399	1	203	0	1	0	0.8338	0	0.41	79	0.975609756	0.92
24787at7399	1.025	203	0.152317024	1	0.025	1.2011	1	0.47	78	0.975609756	0.88
24788at7399	1	203	0	5	0	0.7525	0	0.22	75	0.87804878	0.49
24793at7399	1	203	0	3	0	1.3034	0	0.58	77	0.926829268	1
24794at7399	1	203	0	1	0	0.7791	0	0.58	79	0.975609756	0.85
24795at7399	1.048780488	203	0.205389788	0	0.048780488	0.8405	2	0.14	78	1	0.61
24799at7399	1.1	203	0.272727273	2	0.1	0.8206	0	0.58	78	0.975609756	0.91
24813at7399	1.048780488	203	0.294165364	0	0.024390244	0.8637	1	0.56	79	1	0.91
24818at7399	1	203	0	8	0	1.0837	0	0.23	72	0.804878049	0.82
24820at7399	1	203	0	0	0	1.0324	0	0.38	80	1	0.89
24834at7399	1.027027027	203	0.157894737	4	0.027027027	1.2678	1	0.2	75	0.902439024	0.68
24835at7399	1.025	203	0.152317024	1	0.025	0.8728	1	0.18	78	0.975609756	0.41
24836at7399	1.052631579	203	0.212132034	2	0.052631579	0.7707	2	0.1	76	0.926829268	0.27
24841at7399	1	203	0	2	0	0.7184	0	0.24	78	0.951219512	0.48
24850at7399	1	203	0	1	0	0.8777	0	0.47	79	0.902439024	0.95
24861at7399	1	183.0129637	0	6	0	1.5156	0	0.22	74	0.390243902	0.76
24865at7399	1.05	203	0.207566616	1	0.05	0.9561	2	0.49	77	0.975609756	0.74
24867at7399	1.1	203	0.272727273	1	0.1	1.6307	4	0.33	75	0.975609756	0.87
24871at7399	1.025	203	0.152317024	1	0.025	1.194	1	0.58	78	0.975609756	0.84
24872at7399	1.075	203	0.245015204	1	0.075	1.1589	3	0.14	76	0.975609756	0.52
24876at7399	1.026315789	203	0.15596827	3	0.026315789	0.9622	1	0.06	76	0.926829268	0.35
24877at7399	1.025	203	0.152317024	1	0.025	0.7511	1	0.14	78	0.975609756	0.84
24878at7399	1	203	0	0	0	0.7383	0	0.22	80	1	0.76
24880at7399	1	203	0	3	0	0.7684	0	0.45	77	0.926829268	0.77
24883at7399	1	177.3420531	0	25	0	0.7398	0	0.35	55	0.146341463	0.57
24886at7399	1.024390244	203	0.15058465	0	0.024390244	1.0889	1	0.61	79	1	1
24888at7399	1.151515152	203	0.377702634	4	0.121212121	1.0938	4	0.1	72	0.804878049	0.6
24897at7399	1.028571429	203	0.161970886	6	0.028571429	0.7218	1	0.6	73	0.853658537	0.9
24900at7399	1	203	0	0	0	1.0356	0	0.57	80	1	0.85
24902at7399	1	203	0	3	0	0.6929	0	0.59	77	0.926829268	0.88
24904at7399	1.024390244	203	0.15058465	0	0.024390244	0.7182	1	0.57	79	1	0.93
24905at7399	1.024390244	203	0.15058465	0	0.024390244	0.7618	1	0.59	79	1	0.91
24906at7399	1	203	0	1	0	0.9211	0	0.12	79	0.975609756	0.61
24912at7399	1	203	0	8	0	1.1087	0	0.23	72	0.756097561	0.73
24913at7399	1	203	0	1	0	1.1099	0	0.17	79	0.975609756	0.85
24919at7399	1	203	0	1	0	0.9159	0	0.28	79	0.975609756	0.84
24923at7399	1	203	0	1	0	1.3396	0	0	79	0.975609756	0.02
24929at7399	1.111111111	203	0.353553391	4	0.083333333	1.094	3	0.43	73	0.87804878	0.82
24931at7399	1	203	0	1	0	0.7314	0	0.49	79	0.975609756	0.9
24933at7399	1.081081081	203	0.252487623	3	0.081081081	0.7998	3	0.3	74	0.902439024	0.555
24934at7399	1	203	0	6	0	0.7868	0	0.84	74	0.829268293	0.99
24935at7399	1.075	203	0.245015204	1	0.075	1.3047	3	0.31	76	0.975609756	0.89
24941at7399	1	203	0	2	0	0.9879	0	0.29	78	0.951219512	0.78
24942at7399	1	203	0	0	0	0.8516	0	0.73	80	1	0.97
24947at7399	1.102564103	203	0.275166502	2	0.102564103	1.5646	4	0.14	74	0.951219512	0.6
24948at7399	1	203	0	10	0	1.527	0	0.4	70	0.707317073	0.89
24953at7399	2.65	203	1.101957868	13	0.5	1.315	12	0.28	55	0.975609756	0.9
24954at7399	1.025	203	0.152317024	1	0.025	1.1841	1	0.22	78	0.975609756	0.69
24963at7399	1.026315789	203	0.15596827	3	0.026315789	0.8868	1	0.46	76	0.926829268	0.88
24968at7399	1	203	0	3	0	1.1095	0	0.44	77	0.926829268	0.94
24969at7399	1	203	0	3	0	1.0499	0	0.16	77	0.926829268	0.63
24970at7399	1.025	203	0.152317024	1	0.025	0.8652	1	0.36	78	0.975609756	0.74
24971at7399	1.096774194	203	0.355383705	9	0.064516129	1.2656	2	0.29	69	0.756097561	0.86
24976at7399	1	203	0	0	0	0.9741	0	0.53	80	1	0.88
24979at7399	1	203	0	7	0	1.4277	0	0.13	73	0.829268293	0.46
24983at7399	1	162	0	9	0	1.4575	0	0.37	71	0.512195122	0.81
24987at7399	1	203	0	17	0	1.2397	0	0.46	63	0.43902439	0.93
24994at7399	1	203	0	0	0	0.7839	0	0.67	80	1	0.95
24999at7399	1.147058824	203	0.374218449	7	0.117647059	1.2347	4	0.2	69	0.829268293	0.87
25000at7399	1	203	0	0	0	1.2255	0	0.43	80	1	0.95
25001at7399	1.027777778	183.0129637	0.159894048	2	0.027777778	1.1741	1	0.23	77	0.87804878	0.62
25004at7399	1.024390244	203	0.15058465	0	0.024390244	0.8609	1	0.31	79	1	0.56
25005at7399	1.048780488	203	0.205389788	0	0.048780488	0.8812	2	0.43	78	1	0.68
25007at7399	1.029411765	203	0.164130361	5	0.029411765	0.8732	1	0.73	74	0.829268293	1
25011at7399	1.076923077	203	0.24743583	2	0.076923077	0.7225	3	0.44	75	0.951219512	0.84
25012at7399	1.025	203	0.152317024	1	0.025	1.0247	1	0.38	78	0.975609756	0.78
25016at7399	1.025641026	203	0.15411035	1	0.025641026	1.0862	1	0.63	78	0.951219512	0.95
25021at7399	1	203	0	1	0	0.8509	0	0.36	79	0.975609756	0.88
25022at7399	1.1	203	0.340150672	1	0.075	1.0754	3	0.09	76	0.975609756	0.64
25027at7399	1.026315789	203	0.15596827	2	0.026315789	1.1151	1	0.39	77	0.926829268	0.86
25036at7399	1	203	0	1	0	1.0904	0	0.06	79	0.975609756	0.24
25039at7399	1.057142857	203	0.219568606	6	0.057142857	1.8192	2	0.52	72	0.853658537	0.96
25041at7399	1.025	203	0.152317024	1	0.025	1.0438	1	0.42	78	0.975609756	0.76
25042at7399	1	203	0	1	0	1.4314	0	0.29	79	0.975609756	0.91
25050at7399	1.047619048	203	0.203278907	6	0.047619048	1.513	1	0.14	73	0.512195122	0.56
25052at7399	1.024390244	203	0.15058465	0	0.024390244	1.2375	1	0.31	79	1	0.77
25054at7399	1	82.06786156	0	5	0	2.0722	0	0.13	75	0.268292683	0.79
25062at7399	1.025641026	203	0.15411035	2	0.025641026	0.7309	1	0.59	77	0.951219512	0.94
25067at7399	1	203	0	5	0	1.0333	0	0.02	75	0.87804878	0.12
25073at7399	1	203	0	4	0	1.6447	0	0.19	76	0.87804878	0.78
25078at7399	1	203	0	1	0	1.0215	0	0.36	79	0.975609756	0.82
25087at7399	1	177.3420531	0	6	0	1.7647	0	0.26	74	0.292682927	0.9
25090at7399	1.028571429	203	0.161970886	6	0.028571429	1.858	1	0.26	73	0.853658537	0.9
25094at7399	1	203	0	20	0	0.8248	0	0.24	60	0.146341463	0.45
25095at7399	1.025	203	0.152317024	1	0.025	1.6485	1	0.24	78	0.975609756	0.9
25101at7399	1.025641026	203	0.15411035	2	0.025641026	0.7728	1	0.68	77	0.951219512	0.9
25104at7399	1.975609756	203	0.07808093	1	0.975609756	0.7	0	0.455	79	1	0.89
25105at7399	1	203	0	1	0	0.883	0	0.2	79	0.975609756	0.7
25107at7399	1.179487179	203	0.325361512	2	0.179487179	0.7333	6	0.47	72	0.951219512	0.85
25109at7399	1.026315789	203	0.15596827	3	0.026315789	1.1054	1	0.38	76	0.926829268	0.88
25112at7399	1	203	0	1	0	0.9733	0	0.27	79	0.975609756	0.65
25117at7399	1	183.0129637	0	8	0	1.4571	0	0.18	72	0.682926829	0.7
25121at7399	1	203	0	1	0	0.9696	0	0.47	79	0.975609756	0.92
25125at7399	1	203	0	5	0	0.8019	0	0.47	75	0.87804878	0.88
25128at7399	1	203	0	0	0	1.1038	0	0.42	80	1	0.82
25129at7399	1	203	0	0	0	0.7065	0	0.14	80	1	0.29
25131at7399	1.12195122	203	0.291661041	2	0.12195122	0.7227	2	0.42	76	1	0.76
25133at7399	1	203	0	2	0	1.1223	0	0.45	78	0.951219512	0.85
25134at7399	1	203	0	1	0	0.9033	0	0.34	79	0.975609756	0.68
25137at7399	1.048780488	203	0.205389788	0	0.048780488	0.8999	2	0.31	78	1	0.51
25146at7399	1	203	0	1	0	1.0235	0	0.01	79	0.975609756	0.15
25153at7399	1	183.0129637	0	21	0	0.8653	0	0.35	59	0.341463415	0.61
25157at7399	1.025641026	203	0.15411035	2	0.025641026	1.5156	1	0.39	77	0.951219512	0.72
25158at7399	1	177.3420531	0	12	0	1.5751	0	0.13	68	0.512195122	0.62
25161at7399	1	203	0	1	0	0.7278	0	0.69	79	0.975609756	0.94
25163at7399	1	203	0	0	0	0.8363	0	0.66	80	1	0.9
25166at7399	1	203	0	2	0	1.0141	0	0.73	78	0.951219512	0.96
25167at7399	1	203	0	1	0	0.8657	0	0.32	79	0.975609756	0.82
25173at7399	1	203	0	1	0	0.8769	0	0.46	79	0.951219512	0.74
25177at7399	1	177.3420531	0	10	0	1.6259	0	0.31	70	0.536585366	0.85
25184at7399	1	82.06786156	0	6	0	1.8547	0	0.08	74	0.243902439	0.71
25185at7399	1	203	0	1	0	0.7043	0	0.55	79	0.975609756	0.91
25188at7399	1	203	0	3	0	0.8327	0	0.06	77	0.926829268	0.82
25189at7399	1	203	0	2	0	0.7052	0	0.18	78	0.951219512	0.47
25191at7399	1	203	0	5	0	1.1736	0	0.15	75	0.87804878	0.74
25194at7399	1.225	203	0.340883532	4	0.225	0.7036	3	0.1	73	0.975609756	0.54
25195at7399	1	203	0	6	0	0.8846	0	0.36	74	0.804878049	0.6
25197at7399	1	203	0	1	0	0.9561	0	0.39	79	0.975609756	0.74
25200at7399	1	203	0	1	0	1.0425	0	0.76	79	0.975609756	0.98
25205at7399	1	203	0	2	0	0.9039	0	0.43	78	0.951219512	0.89
25207at7399	1	203	0	3	0	1.0625	0	0.62	77	0.926829268	1
25211at7399	3.073170732	203	0.262984786	13	0.975609756	1.0378	3	0.166666667	64	1	0.48
25214at7399	1.263157895	203	0.433012702	9	0.210526316	1.3708	4	0.41	67	0.926829268	0.94
25216at7399	1	203	0	0	0	0.7775	0	0.64	80	1	0.9
25222at7399	1	203	0	2	0	0.9343	0	0.13	78	0.951219512	0.53
25224at7399	1.05	203	0.207566616	1	0.05	1.5444	1	0.12	78	0.975609756	0.91
25227at7399	1.289473684	203	0.432441227	8	0.236842105	1.0254	2	0.26	70	0.926829268	0.8
25236at7399	1	203	0	3	0	0.9364	0	0.35	77	0.926829268	0.84
25243at7399	1	203	0	2	0	1.2392	0	0.44	78	0.951219512	0.76
25262at7399	1	183.0129637	0	1	0	1.0655	0	0.32	79	0.902439024	0.82
25263at7399	1.025	203	0.152317024	1	0.025	0.9056	1	0.19	78	0.975609756	0.46
25265at7399	1.027027027	203	0.157894737	4	0.027027027	1.4088	1	0.46	75	0.902439024	0.89
25269at7399	1	82.06786156	0	12	0	0.9133	0	0.45	68	0.073170732	0.92
25271at7399	1	203	0	2	0	0.9333	0	0.51	78	0.951219512	0.95
25275at7399	1.125	203	0.293972368	1	0.125	0.7579	5	0.2	74	0.975609756	0.43
25282at7399	1	203	0	0	0	0.7884	0	0.45	80	1	0.86
25283at7399	1	203	0	1	0	1.1035	0	0.23	79	0.975609756	0.83
25285at7399	1.025641026	203	0.15411035	2	0.025641026	1.5549	1	0.36	77	0.951219512	0.93
25286at7399	1.025	203	0.152317024	1	0.025	1.2889	1	0.25	78	0.975609756	0.58
25287at7399	1	203	0	3	0	1.0523	0	0.46	77	0.926829268	0.93
25291at7399	1	203	0	7	0	1.4903	0	0.08	73	0.341463415	0.57
25293at7399	1	177.3420531	0	9	0	1.9654	0	0.03	71	0.243902439	0.85
25299at7399	1	203	0	4	0	1.4656	0	0.16	76	0.756097561	0.87
25303at7399	1.024390244	203	0.15058465	0	0.024390244	1.1374	1	0.53	79	1	0.93
25305at7399	1	203	0	14	0	1.1143	0	0	66	0.56097561	0.09
25310at7399	1.024390244	203	0.15058465	0	0.024390244	1.075	1	0.31	79	1	0.67
25317at7399	1	203	0	1	0	0.7129	0	0.62	79	0.975609756	0.95
25318at7399	1	203	0	0	0	0.9491	0	0.99	80	1	0.96
25320at7399	1.073170732	203	0.242660869	0	0.073170732	0.9617	1	0.57	79	1	0.88
25325at7399	1	203	0	1	0	0.9796	0	0.45	79	0.975609756	0.9
25327at7399	1	203	0	4	0	1.2834	0	0.37	76	0.902439024	0.9
25328at7399	1.025	203	0.152317024	1	0.025	0.7201	1	0.48	78	0.975609756	0.91
25331at7399	1.365853659	203	0.352650315	2	0.365853659	1.0328	2	0.39	76	1	0.74
25333at7399	1.058823529	203	0.222222222	8	0.058823529	1.5774	1	0.21	71	0.414634146	0.81
25337at7399	1	203	0	0	0	1.0504	0	0.62	80	1	0.92
25339at7399	1	203	0	2	0	1.0757	0	0.39	78	0.951219512	0.95
25352at7399	1.282051282	203	0.584465568	4	0.153846154	1.8393	5	0.1	71	0.951219512	0.93
25353at7399	1	177.3420531	0	5	0	1.5904	0	0.17	75	0.341463415	0.9
25356at7399	1.025	203	0.152317024	1	0.025	0.8615	1	0.58	78	0.975609756	0.92
25358at7399	1.05	203	0.207566616	1	0.05	1.0085	2	0.44	77	0.975609756	0.89
25359at7399	1	203	0	2	0	1.0315	0	0.29	78	0.951219512	0.72
25363at7399	1	183.0129637	0	11	0	1.2761	0	0.31	69	0.634146341	0.64
25365at7399	1.1	203	0.39626354	1	0.05	1.0264	2	0.55	77	0.975609756	0.89
25366at7399	1	183.0129637	0	5	0	1.8209	0	0.26	75	0.804878049	0.79
25374at7399	1	183.0129637	0	4	0	1.2894	0	0.25	76	0.829268293	0.85
25376at7399	2.175	203	0.269809071	10	0.925	0.9457	4	0.27	66	0.975609756	0.705
25379at7399	1.029411765	203	0.164130361	6	0.029411765	1.5485	1	0.08	73	0.829268293	0.74
25384at7399	1.024390244	203	0.15058465	0	0.024390244	1.1425	1	0.41	79	1	0.91
25385at7399	1.073170732	203	0.242660869	0	0.073170732	1.0036	3	0.27	77	1	0.7
25389at7399	1.025641026	203	0.15411035	2	0.025641026	1.8297	1	0.13	77	0.951219512	0.77
25391at7399	1.024390244	203	0.15058465	0	0.024390244	0.8132	1	0.63	79	1	0.96
25394at7399	1	203	0	8	0	0.9907	0	0.57	72	0.804878049	0.91
25395at7399	1.027777778	183.0129637	0.159894048	2	0.027777778	1.0983	1	0.56	77	0.87804878	0.96
25396at7399	1	203	0	15	0	1.3225	0	0.07	65	0.487804878	0.49
25397at7399	1	203	0	5	0	1.1477	0	0.36	75	0.804878049	0.81
25407at7399	1.05	203	0.207566616	1	0.05	1.491	2	0.31	77	0.975609756	0.75
25410at7399	1	203	0	1	0	0.7418	0	0.65	79	0.975609756	0.96
25413at7399	1	203	0	0	0	1.0348	0	0.23	80	1	0.75
25417at7399	1.058823529	183.0129637	0.222222222	4	0.058823529	1.6159	2	0.05	74	0.829268293	0.8
25423at7399	1.05	203	0.207566616	1	0.05	1.1283	2	0.39	77	0.975609756	0.89
25427at7399	2.073170732	203	0.308585342	10	0.829268293	1.2414	4	0.27	66	1	0.71
25428at7399	1.027027027	203	0.157894737	3	0.027027027	1.3596	1	0.27	76	0.902439024	0.41
25432at7399	1.024390244	203	0.15058465	0	0.024390244	0.7557	1	0.28	79	1	0.87
25433at7399	1	203	0	4	0	1.0587	0	0.01	76	0.853658537	0.24
25434at7399	1	203	0	1	0	0.9307	0	0.51	79	0.975609756	0.85
25435at7399	1	203	0	4	0	0.865	0	0.74	76	0.902439024	0.98
25437at7399	1	203	0	1	0	0.8137	0	0.4	79	0.975609756	0.78
25445at7399	1	203	0	2	0	1.0834	0	0.38	78	0.951219512	0.78
25453at7399	1	203	0	0	0	1.4412	0	0.25	80	1	0.83
25462at7399	1.083333333	203	0.335299919	5	0.055555556	1.1819	2	0.36	73	0.87804878	0.82
25465at7399	1	203	0	1	0	1.2185	0	0.28	79	0.975609756	0.8
25467at7399	1	203	0	1	0	0.851	0	0.57	79	0.975609756	0.87
25472at7399	1.1	203	0.272727273	1	0.1	0.853	4	0.52	75	0.975609756	0.89
25477at7399	1	203	0	2	0	1.0597	0	0.53	78	0.951219512	0.85
25482at7399	1	203	0	0	0	1.0455	0	0.1	80	1	0.41
25483at7399	1	203	0	0	0	0.7866	0	0.35	80	1	0.66
25486at7399	1.086956522	183.0129637	0.259229628	12	0.086956522	1.2976	2	0.22	66	0.56097561	0.8
25493at7399	1.121212121	203	0.29108999	7	0.121212121	1.3218	4	0.38	69	0.804878049	0.76
25502at7399	1.027777778	203	0.159894048	4	0.027777778	0.7905	1	0.2	75	0.87804878	0.59
25503at7399	1	203	0	0	0	0.7176	0	0.43	80	1	0.9
25505at7399	1	203	0	0	0	0.7064	0	0.24	80	1	0.65
25513at7399	1.025	203	0.152317024	1	0.025	1.3427	1	0.37	78	0.975609756	0.96
25514at7399	1	203	0	2	0	1.0181	0	0.66	78	0.951219512	0.99
25515at7399	1	203	0	2	0	1.3997	0	0.12	78	0.951219512	0.29
25516at7399	1.025	203	0.152317024	1	0.025	0.9658	1	0.26	78	0.975609756	0.73
25520at7399	1.175	203	0.420717445	7	0.125	1.5403	1	0.45	72	0.975609756	0.96
25530at7399	1.105263158	203	0.277664376	3	0.105263158	0.9715	4	0.6	73	0.926829268	0.92
25536at7399	1.090909091	203	0.263523138	5	0.090909091	1.6323	3	0.21	72	0.804878049	0.7
25538at7399	1	177.3420531	0	16	0	2.3296	0	0.18	64	0.268292683	0.95
25543at7399	1	203	0	2	0	0.8083	0	0.11	78	0.951219512	0.48
25550at7399	1	203	0	4	0	0.8932	0	0.4	76	0.902439024	0.69
25556at7399	1	203	0	4	0	1.1647	0	0.32	76	0.902439024	0.72
25557at7399	1	203	0	1	0	1.0053	0	0.32	79	0.975609756	0.85
25562at7399	1.03125	203	0.168720132	7	0.03125	0.993	1	0.65	72	0.780487805	0.99
25563at7399	1	203	0	0	0	1.2203	0	0.08	80	1	0.46
25566at7399	1	203	0	4	0	1.0557	0	0.59	76	0.902439024	0.93
25572at7399	1.027027027	203	0.157894737	3	0.027027027	1.0626	1	0.36	76	0.902439024	0.79
25574at7399	1	203	0	2	0	0.7122	0	1	78	0.951219512	1
25576at7399	1	203	0	0	0	1.1782	0	0.58	80	1	0.97
25593at7399	1.142857143	203	0.370809924	6	0.114285714	1.8425	4	0.15	70	0.853658537	0.82
25597at7399	1.076923077	203	0.24743583	2	0.076923077	1.0925	3	0.51	75	0.951219512	0.81
25603at7399	1	203	0	2	0	0.8526	0	0.34	78	0.951219512	0.88
25608at7399	1	203	0	1	0	0.9863	0	0.4	79	0.975609756	0.88
25610at7399	1	203	0	3	0	1.2861	0	0.22	77	0.926829268	0.86
25613at7399	1	203	0	14	0	1.1505	0	0.09	66	0.56097561	0.92
25614at7399	1	203	0	1	0	0.8735	0	0.72	79	0.975609756	0.97
25616at7399	1	203	0	2	0	0.8108	0	0.48	78	0.951219512	0.72
25626at7399	1.05	203	0.207566616	6	0.05	1.7892	1	0.11	73	0.487804878	0.6
25629at7399	1	203	0	8	0	0.6968	0	0.51	72	0.804878049	0.93
25635at7399	1.846153846	203	0.434347105	7	0.615384615	0.9977	10	0.47	63	0.951219512	0.975
25650at7399	1	183.0129637	0	3	0	1.2207	0	0.46	77	0.853658537	0.89
25656at7399	1	183.0129637	0	6	0	0.8552	0	0.4	74	0.780487805	0.81
25657at7399	1.027777778	203	0.159894048	5	0.027777778	1.0441	1	0.8	74	0.87804878	0.94
25659at7399	1.025641026	203	0.15411035	2	0.025641026	1.5665	1	0.41	77	0.951219512	0.92
25677at7399	2.1875	203	1.334931016	23	0.25	1.644	3	0.036666667	54	0.390243902	0.41
25680at7399	1	203	0	2	0	1.0821	0	0.32	78	0.951219512	0.78
25681at7399	1.025	203	0.152317024	1	0.025	1.1419	1	0.25	78	0.975609756	0.86
25686at7399	1	203	0	1	0	1.2398	0	0.39	79	0.975609756	0.75
25693at7399	1	82.06786156	0	5	0	2.0702	0	0.16	75	0.268292683	0.78
25698at7399	1	203	0	0	0	0.8273	0	0.53	80	1	0.9
25700at7399	1.055555556	183.0129637	0.31137262	2	0.027777778	1.1966	1	0.48	77	0.87804878	0.86
25701at7399	1.025	203	0.152317024	1	0.025	0.7656	1	0.43	78	0.975609756	0.88
25708at7399	1.025	203	0.152317024	1	0.025	0.8082	1	0.3	78	0.975609756	0.69
25710at7399	1.024390244	203	0.15058465	0	0.024390244	1.026	1	0.31	79	1	0.88
25713at7399	1	203	0	1	0	1.0513	0	0.22	79	0.975609756	0.63
25716at7399	1	203	0	8	0	1.2724	0	0.36	72	0.731707317	0.76
25717at7399	1.038461538	177.3420531	0.185185185	8	0.038461538	1.2372	1	0.04	71	0.634146341	0.54
25719at7399	1	203	0	1	0	0.8877	0	0.54	79	0.975609756	0.92
25729at7399	1	203	0	2	0	1.0052	0	0.66	78	0.951219512	0.96
25730at7399	1.051282051	203	0.209812811	2	0.051282051	1.0224	2	0.7	76	0.951219512	0.87
25735at7399	1	203	0	0	0	0.7478	0	0.2	80	1	0.6
25737at7399	2.6	162	0.733799386	15	0.8	1.6839	5	0.01	60	0.243902439	0.26
25738at7399	1	203	0	4	0	0.8208	0	0.19	76	0.43902439	0.56
25742at7399	1.029411765	203	0.164130361	7	0.029411765	1.3765	1	0.15	72	0.829268293	0.6
25743at7399	1	203	0	0	0	0.8906	0	0.57	80	1	0.89
25744at7399	1.025	203	0.152317024	1	0.025	1.1577	1	0.72	78	0.975609756	0.95
25747at7399	1.048780488	203	0.205389788	0	0.048780488	1.165	2	0.24	78	1	0.89
25748at7399	1	203	0	0	0	0.8062	0	0.44	80	1	0.85
25750at7399	1.051282051	203	0.209812811	2	0.051282051	1.5282	2	0.21	76	0.951219512	0.58
25751at7399	1	203	0	5	0	1.3307	0	0.34	75	0.87804878	0.9
25754at7399	1	203	0	1	0	0.9574	0	0.58	79	0.975609756	0.91
25756at7399	1	203	0	3	0	1.5745	0	0.39	77	0.926829268	0.93
25760at7399	1	203	0	3	0	0.8346	0	0.4	77	0.926829268	0.89
25761at7399	1	203	0	1	0	0.7203	0	0.43	79	0.975609756	0.86
25763at7399	1	203	0	2	0	0.7546	0	0.46	78	0.951219512	0.76
25765at7399	1	203	0	0	0	0.7728	0	0.31	80	1	0.8
25766at7399	1	203	0	1	0	1.0445	0	0.32	79	0.975609756	0.61
